"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia TACNA (000)",249452,9361,48149,53123,48225,38580,25053,14675,12286
"Quechua (001)",6365,6,154,1091,1366,1236,1120,731,661
"Aymara (002)",40756,53,1089,5288,9119,9188,7199,5001,3819
"Ashaninca (003)",74,1,7,17,10,16,14,6,3
"Otra lengua nativa (004)",264,10,65,44,56,39,26,11,13
"Castellano (005)",201750,9279,46785,46640,37629,28058,16672,8914,7773
"Idioma extranjero (006)",109,2,15,13,19,22,16,8,14
"Es sordomudo/a (007)",134,10,34,30,26,21,6,4,3
"Hombres (009)",123473,4825,24587,26327,22852,18720,12499,7468,6195
"Quechua (010)",3023,5,73,536,567,570,535,381,356
"Aymara (011)",19744,26,531,2600,4230,4366,3552,2518,1921
"Ashaninca (012)",30,,4,5,4,5,7,2,3
"Otra lengua nativa (013)",128,6,34,19,25,20,14,4,6
"Castellano (014)",100405,4779,23917,23140,17997,13737,8378,4557,3900
"Idioma extranjero (015)",63,2,5,10,12,13,10,4,7
"Es sordomudo/a (016)",80,7,23,17,17,9,3,2,2
"Mujeres (018)",125979,4536,23562,26796,25373,19860,12554,7207,6091
"Quechua (019)",3342,1,81,555,799,666,585,350,305
"Aymara (020)",21012,27,558,2688,4889,4822,3647,2483,1898
"Ashaninca (021)",44,1,3,12,6,11,7,4,
"Otra lengua nativa (022)",136,4,31,25,31,19,12,7,7
"Castellano (023)",101345,4500,22868,23500,19632,14321,8294,4357,3873
"Idioma extranjero (024)",46,,10,3,7,9,6,4,7
"Es sordomudo/a (025)",54,3,11,13,9,12,3,2,1
,,,,,,,,,
"URBANA (027)",233402,8761,45350,49913,45414,36199,23284,13462,11019
"Quechua (028)",6014,5,141,1001,1287,1175,1075,698,632
"Aymara (029)",36446,37,869,4663,8299,8387,6470,4457,3264
"Ashaninca (030)",69,1,7,14,10,15,13,6,3
"Otra lengua nativa (031)",264,10,65,44,56,39,26,11,13
"Castellano (032)",190376,8699,44220,44150,35718,26541,15678,8280,7090
"Idioma extranjero (033)",109,2,15,13,19,22,16,8,14
"Es sordomudo/a (034)",124,7,33,28,25,20,6,2,3
"Hombres (036)",114589,4521,23118,24529,21280,17400,11501,6768,5472
"Quechua (037)",2802,4,67,468,524,531,509,362,337
"Aymara (038)",17345,16,407,2248,3786,3923,3137,2206,1622
"Ashaninca (039)",30,,4,5,4,5,7,2,3
"Otra lengua nativa (040)",128,6,34,19,25,20,14,4,6
"Castellano (041)",94149,4488,22579,21763,16913,12900,7821,4190,3495
"Idioma extranjero (042)",63,2,5,10,12,13,10,4,7
"Es sordomudo/a (043)",72,5,22,16,16,8,3,,2
"Mujeres (045)",118813,4240,22232,25384,24134,18799,11783,6694,5547
"Quechua (046)",3212,1,74,533,763,644,566,336,295
"Aymara (047)",19101,21,462,2415,4513,4464,3333,2251,1642
"Ashaninca (048)",39,1,3,9,6,10,6,4,
"Otra lengua nativa (049)",136,4,31,25,31,19,12,7,7
"Castellano (050)",96227,4211,21641,22387,18805,13641,7857,4090,3595
"Idioma extranjero (051)",46,,10,3,7,9,6,4,7
"Es sordomudo/a (052)",52,2,11,12,9,12,3,2,1
,,,,,,,,,
"RURAL (054)",16050,600,2799,3210,2811,2381,1769,1213,1267
"Quechua (055)",351,1,13,90,79,61,45,33,29
"Aymara (056)",4310,16,220,625,820,801,729,544,555
"Ashaninca (057)",5,,,3,,1,1,,
"Castellano (059)",11374,580,2565,2490,1911,1517,994,634,683
"Es sordomudo/a (061)",10,3,1,2,1,1,,2,
"Hombres (063)",8884,304,1469,1798,1572,1320,998,700,723
"Quechua (064)",221,1,6,68,43,39,26,19,19
"Aymara (065)",2399,10,124,352,444,443,415,312,299
"Castellano (068)",6256,291,1338,1377,1084,837,557,367,405
"Es sordomudo/a (070)",8,2,1,1,1,1,,2,
"Mujeres (072)",7166,296,1330,1412,1239,1061,771,513,544
"Quechua (073)",130,,7,22,36,22,19,14,10
"Aymara (074)",1911,6,96,273,376,358,314,232,256
"Ashaninca (075)",5,,,3,,1,1,,
"Castellano (077)",5118,289,1227,1113,827,680,437,267,278
"Es sordomudo/a (079)",2,1,,1,,,,,
