"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia ANTONIO RAYMONDI (000)",3278,595,582,1769,28,266,38
"Conviviente (001)",878,157,196,470,8,42,5
"Separado(a) (002)",61,13,11,24,1,3,9
"Casado(a) (003)",1578,289,211,993,10,70,5
"Viudo(a) (004)",75,6,9,54,,5,1
"Divorciado(a) (005)",2,2,,,,,
"Soltero(a) (006)",684,128,155,228,9,146,18
"Hombres (008)",2740,399,548,1547,24,217,5
"Conviviente (009)",756,118,188,413,6,30,1
"Separado(a) (010)",25,3,7,14,,1,
"Casado(a) (011)",1378,216,202,900,9,49,2
"Viudo(a) (012)",50,2,6,40,,2,
"Divorciado(a) (013)",1,1,,,,,
"Soltero(a) (014)",530,59,145,180,9,135,2
"Mujeres (016)",538,196,34,222,4,49,33
"Conviviente (017)",122,39,8,57,2,12,4
"Separado(a) (018)",36,10,4,10,1,2,9
"Casado(a) (019)",200,73,9,93,1,21,3
"Viudo(a) (020)",25,4,3,14,,3,1
"Divorciado(a) (021)",1,1,,,,,
"Soltero(a) (022)",154,69,10,48,,11,16
,,,,,,,
"URBANA (024)",1233,418,243,485,18,47,22
"Conviviente (025)",328,102,81,124,6,12,3
"Separado(a) (026)",33,10,9,8,1,,5
"Casado(a) (027)",568,222,81,242,5,17,1
"Viudo(a) (028)",20,3,5,10,,1,1
"Divorciado(a) (029)",1,1,,,,,
"Soltero(a) (030)",283,80,67,101,6,17,12
"Hombres (032)",892,278,227,347,14,24,2
"Conviviente (033)",245,74,76,84,4,6,1
"Separado(a) (034)",13,2,6,5,,,
"Casado(a) (035)",428,161,75,182,4,6,
"Viudo(a) (036)",11,2,4,5,,,
"Soltero(a) (038)",195,39,66,71,6,12,1
"Mujeres (040)",341,140,16,138,4,23,20
"Conviviente (041)",83,28,5,40,2,6,2
"Separado(a) (042)",20,8,3,3,1,,5
"Casado(a) (043)",140,61,6,60,1,11,1
"Viudo(a) (044)",9,1,1,5,,1,1
"Divorciado(a) (045)",1,1,,,,,
"Soltero(a) (046)",88,41,1,30,,5,11
,,,,,,,
"RURAL (048)",2045,177,339,1284,10,219,16
"Conviviente (049)",550,55,115,346,2,30,2
"Separado(a) (050)",28,3,2,16,,3,4
"Casado(a) (051)",1010,67,130,751,5,53,4
"Viudo(a) (052)",55,3,4,44,,4,
"Divorciado(a) (053)",1,1,,,,,
"Soltero(a) (054)",401,48,88,127,3,129,6
"Hombres (056)",1848,121,321,1200,10,193,3
"Conviviente (057)",511,44,112,329,2,24,
"Separado(a) (058)",12,1,1,9,,1,
"Casado(a) (059)",950,55,127,718,5,43,2
"Viudo(a) (060)",39,,2,35,,2,
"Divorciado(a) (061)",1,1,,,,,
"Soltero(a) (062)",335,20,79,109,3,123,1
"Mujeres (064)",197,56,18,84,,26,13
"Conviviente (065)",39,11,3,17,,6,2
"Separado(a) (066)",16,2,1,7,,2,4
"Casado(a) (067)",60,12,3,33,,10,2
"Viudo(a) (068)",16,3,2,9,,2,
"Soltero(a) (070)",66,28,9,18,,6,5
