"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia RIOJA (000)",89924,15386,8155,2517,63976
"Hombres (001)",46640,7330,4075,1378,33935
"Mujeres (002)",43284,8056,4080,1139,30041
"PEA (003)",37897,2238,3730,1097,30896
"Hombres (004)",28421,1487,2295,773,23919
"Mujeres (005)",9476,751,1435,324,6977
"Ocupada (006)",36917,2170,3676,1074,30061
"Hombres (007)",27713,1447,2259,762,23298
"Mujeres (008)",9204,723,1417,312,6763
"Desocupada (009)",980,68,54,23,835
"Hombres (010)",708,40,36,11,621
"Mujeres (011)",272,28,18,12,214
"No PEA (012)",52027,13148,4425,1420,33080
"Hombres (013)",18219,5843,1780,605,10016
"Mujeres (014)",33808,7305,2645,815,23064
,,,,,
"URBANA (018)",65201,9865,7581,2330,45524
"Hombres (019)",33339,4690,3778,1271,23672
"Mujeres (020)",31862,5175,3803,1059,21852
"PEA (021)",28612,1694,3569,1039,22372
"Hombres (022)",20359,1072,2162,727,16450
"Mujeres (023)",8253,622,1407,312,5922
"Ocupada (024)",27769,1634,3517,1016,21664
"Hombres (025)",19764,1036,2127,716,15937
"Mujeres (026)",8005,598,1390,300,5727
"Desocupada (027)",843,60,52,23,708
"Hombres (028)",595,36,35,11,513
"Mujeres (029)",248,24,17,12,195
"No PEA (030)",36589,8171,4012,1291,23152
"Hombres (031)",12980,3618,1616,544,7222
"Mujeres (032)",23609,4553,2396,747,15930
,,,,,
"RURAL (036)",24723,5521,574,187,18452
"Hombres (037)",13301,2640,297,107,10263
"Mujeres (038)",11422,2881,277,80,8189
"PEA (039)",9285,544,161,58,8524
"Hombres (040)",8062,415,133,46,7469
"Mujeres (041)",1223,129,28,12,1055
"Ocupada (042)",9148,536,159,58,8397
"Hombres (043)",7949,411,132,46,7361
"Mujeres (044)",1199,125,27,12,1036
"Desocupada (045)",137,8,2,,127
"Hombres (046)",113,4,1,,108
"Mujeres (047)",24,4,1,,19
"No PEA (048)",15438,4977,413,129,9928
"Hombres (049)",5239,2225,164,61,2794
"Mujeres (050)",10199,2752,249,68,7134
