"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia YAULI (000)",31805,31339,466
"Hombres (001)",17224,17074,150
"Mujeres (002)",14581,14265,316
"De 18 a 29 años (003)",10175,9914,261
"Hombres (004)",5382,5270,112
"Mujeres (005)",4793,4644,149
"De 30 a 44 años (006)",11814,11751,63
"Hombres (007)",6447,6429,18
"Mujeres (008)",5367,5322,45
"De 45 a 64 años (009)",7720,7683,37
"Hombres (010)",4381,4374,7
"Mujeres (011)",3339,3309,30
"De 65 y más años (012)",2096,1991,105
"Hombres (013)",1014,1001,13
"Mujeres (014)",1082,990,92
,,,
"URBANA (015)",27680,27302,378
"Hombres (016)",14709,14589,120
"Mujeres (017)",12971,12713,258
"De 18 a 29 años (018)",8809,8583,226
"Hombres (019)",4534,4440,94
"Mujeres (020)",4275,4143,132
"De 30 a 44 años (021)",10470,10423,47
"Hombres (022)",5576,5563,13
"Mujeres (023)",4894,4860,34
"De 45 a 64 años (024)",6692,6664,28
"Hombres (025)",3774,3768,6
"Mujeres (026)",2918,2896,22
"De 65 y más años (027)",1709,1632,77
"Hombres (028)",825,818,7
"Mujeres (029)",884,814,70
,,,
"RURAL (030)",4125,4037,88
"Hombres (031)",2515,2485,30
"Mujeres (032)",1610,1552,58
"De 18 a 29 años (033)",1366,1331,35
"Hombres (034)",848,830,18
"Mujeres (035)",518,501,17
"De 30 a 44 años (036)",1344,1328,16
"Hombres (037)",871,866,5
"Mujeres (038)",473,462,11
"De 45 a 64 años (039)",1028,1019,9
"Hombres (040)",607,606,1
"Mujeres (041)",421,413,8
"De 65 y más años (042)",387,359,28
"Hombres (043)",189,183,6
"Mujeres (044)",198,176,22
