"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia SAN IGNACIO",,,,,,,,,
"Hogares (001)",29542,529,178,150,127,93,63,93,28309
"Ocupantes presentes (002)",130377,2180,635,574,523,434,323,614,125094
"Casa independiente",,,,,,,,,
"Hogares (004)",28469,503,167,139,122,89,59,91,27299
"Ocupantes presentes (005)",126300,2114,613,541,505,421,304,604,121198
"Departamento en edificio",,,,,,,,,
"Hogares (007)",26,2,1,,,1,,,22
"Ocupantes presentes (008)",89,3,2,,,5,,,79
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",194,10,2,3,3,1,,1,174
"Ocupantes presentes (011)",663,28,4,7,12,2,,2,608
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",280,13,7,6,,2,1,,251
"Ocupantes presentes (014)",895,29,15,17,,6,1,,827
"Choza o cabaña",,,,,,,,,
"Hogares (016)",536,1,1,2,1,,3,,528
"Ocupantes presentes (017)",2314,6,1,9,4,,18,,2276
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",8,,,,,,,,8
"Ocupantes presentes (020)",31,,,,,,,,31
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",23,,,,1,,,1,21
"Ocupantes presentes (023)",72,,,,2,,,8,62
"Otro tipo",,,,,,,,,
"Hogares (025)",6,,,,,,,,6
"Ocupantes presentes (026)",13,,,,,,,,13
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",5023,189,74,58,37,26,12,16,4611
"Ocupantes presentes (029)",19777,673,238,194,149,106,58,94,18265
"Casa independiente",,,,,,,,,
"Hogares (031)",4505,164,64,49,34,22,11,14,4147
"Ocupantes presentes (032)",18070,613,217,170,137,93,57,84,16699
"Departamento en edificio",,,,,,,,,
"Hogares (034)",26,2,1,,,1,,,22
"Ocupantes presentes (035)",89,3,2,,,5,,,79
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",194,10,2,3,3,1,,1,174
"Ocupantes presentes (038)",663,28,4,7,12,2,,2,608
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",280,13,7,6,,2,1,,251
"Ocupantes presentes (041)",895,29,15,17,,6,1,,827
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",8,,,,,,,,8
"Ocupantes presentes (047)",31,,,,,,,,31
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",7,,,,,,,1,6
"Ocupantes presentes (050)",25,,,,,,,8,17
"Otro tipo",,,,,,,,,
"Hogares (052)",3,,,,,,,,3
"Ocupantes presentes (053)",4,,,,,,,,4
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",24519,340,104,92,90,67,51,77,23698
"Ocupantes presentes (056)",110600,1507,397,380,374,328,265,520,106829
"Casa independiente",,,,,,,,,
"Hogares (058)",23964,339,103,90,88,67,48,77,23152
"Ocupantes presentes (059)",108230,1501,396,371,368,328,247,520,104499
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",536,1,1,2,1,,3,,528
"Ocupantes presentes (071)",2314,6,1,9,4,,18,,2276
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",16,,,,1,,,,15
"Ocupantes presentes (077)",47,,,,2,,,,45
"Otro tipo",,,,,,,,,
"Hogares (079)",3,,,,,,,,3
"Ocupantes presentes (080)",9,,,,,,,,9
