"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ANGARAES (000)",13251,12466,59,1990,2030,1696,3176,2217,1035,263,785,51003
"De 12 a 14 años (001)",41,16,1,11,4,,,,,,25,19
"De 15 a 19 años (002)",420,343,3,290,40,6,4,,,,77,404
"De 20 a 24 años (003)",1541,1270,6,624,448,151,30,11,,,271,2163
"De 25 a 29 años (004)",1718,1514,6,341,464,371,301,27,4,,204,3862
"De 30 a 34 años (005)",1602,1531,7,204,319,278,533,166,22,2,71,5279
"De 35 a 39 años (006)",1373,1323,4,95,182,203,434,330,71,4,50,5736
"De 40 a 44 años (007)",1352,1330,3,63,116,151,386,380,187,44,22,6959
"De 45 a 49 años (008)",1162,1145,5,65,88,104,303,305,207,68,17,6350
"De 50 y más años (009)",4042,3994,24,297,369,432,1185,998,544,145,48,20231
"PEA (010)",2602,2390,17,468,472,350,557,342,143,41,212,8739
"De 12 a 14 años (011)",2,2,,2,,,,,,,,2
"De 15 a 19 años (012)",56,49,,40,8,,1,,,,7,60
"De 20 a 24 años (013)",254,186,2,99,65,14,4,2,,,68,299
"De 25 a 29 años (014)",338,259,2,92,77,54,31,3,,,79,559
"De 30 a 34 años (015)",381,354,4,93,98,61,81,14,3,,27,940
"De 35 a 39 años (016)",325,310,3,40,76,51,86,47,6,1,15,1078
"De 40 a 44 años (017)",302,296,1,21,38,54,93,66,22,1,6,1284
"De 45 a 49 años (018)",251,247,1,12,30,38,67,57,30,12,4,1219
"De 50 y más años (019)",693,687,4,69,80,78,194,153,82,27,6,3298
"Ocupada (020)",2451,2278,16,431,449,333,542,328,140,39,173,8399
"De 12 a 14 años (021)",2,2,,2,,,,,,,,2
