"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CAYLLOMA (000)",895,172,723
"De 14 a 29 años (001)",444,125,319
"De 30 a 44 años (002)",263,41,222
"De 45 a 64 años (003)",149,6,143
"De 65 y más años (004)",39,,39
"Hombres (005)",588,107,481
"De 14 a 29 años (006)",272,72,200
"De 30 a 44 años (007)",186,31,155
"De 45 a 64 años (008)",106,4,102
"De 65 y más años (009)",24,,24
"Mujeres (010)",307,65,242
"De 14 a 29 años (011)",172,53,119
"De 30 a 44 años (012)",77,10,67
"De 45 a 64 años (013)",43,2,41
"De 65 y más años (014)",15,,15
,,,
"AREA URBANA (015)",700,120,580
"De 14 a 29 años (016)",338,85,253
"De 30 a 44 años (017)",210,30,180
"De 45 a 64 años (018)",121,5,116
"De 65 y más años (019)",31,,31
"Hombres (020)",448,68,380
"De 14 a 29 años (021)",198,43,155
"De 30 a 44 años (022)",145,21,124
"De 45 a 64 años (023)",86,4,82
"De 65 y más años (024)",19,,19
"Mujeres (025)",252,52,200
"De 14 a 29 años (026)",140,42,98
"De 30 a 44 años (027)",65,9,56
"De 45 a 64 años (028)",35,1,34
"De 65 y más años (029)",12,,12
,,,
"AREA RURAL (030)",195,52,143
"De 14 a 29 años (031)",106,40,66
"De 30 a 44 años (032)",53,11,42
"De 45 a 64 años (033)",28,1,27
"De 65 y más años (034)",8,,8
"Hombres (035)",140,39,101
"De 14 a 29 años (036)",74,29,45
"De 30 a 44 años (037)",41,10,31
"De 45 a 64 años (038)",20,,20
"De 65 y más años (039)",5,,5
"Mujeres (040)",55,13,42
"De 14 a 29 años (041)",32,11,21
"De 30 a 44 años (042)",12,1,11
"De 45 a 64 años (043)",8,1,7
"De 65 y más años (044)",3,,3
