"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia PURUS (000)",1140,1114,289,178,151,111,185,118,51,31,26,3162
"De 12 a 14 años (001)",148,146,140,6,,,,,,,2,6
"De 15 a 19 años (002)",191,187,90,68,27,2,,,,,4,128
"De 20 a 24 años (003)",141,136,24,38,48,20,6,,,,5,220
"De 25 a 29 años (004)",161,158,10,23,34,38,44,9,,,3,455
"De 30 a 34 años (005)",130,126,10,15,21,17,38,20,5,,4,446
"De 35 a 39 años (006)",98,97,8,6,11,9,28,24,8,3,1,433
"De 40 a 44 años (007)",86,84,1,9,1,10,26,24,8,5,2,431
"De 45 a 49 años (008)",56,55,2,4,3,6,12,16,9,3,1,292
"De 50 y más años (009)",129,125,4,9,6,9,31,25,21,20,4,751
"Conviviente (010)",653,641,62,121,121,81,125,80,30,21,12,2158
"De 12 a 14 años (011)",15,13,8,5,,,,,,,2,5
"De 15 a 19 años (012)",103,101,26,47,26,2,,,,,2,105
"De 20 a 24 años (013)",108,104,13,29,39,18,5,,,,4,183
"De 25 a 29 años (014)",128,127,4,17,29,36,35,6,,,1,374
"De 30 a 34 años (015)",95,94,5,10,15,13,31,15,5,,1,356
"De 35 a 39 años (016)",66,66,3,3,5,6,23,18,6,2,,320
"De 40 a 44 años (017)",52,51,,4,1,3,16,17,5,5,1,292
"De 45 a 49 años (018)",29,29,1,1,2,2,6,9,6,2,,167
"De 50 y más años (019)",57,56,2,5,4,1,9,15,8,12,1,356
"Separado(a) (020)",34,32,1,8,6,6,6,3,1,1,2,101
"De 15 a 19 años (022)",8,7,1,5,1,,,,,,1,7
"De 20 a 24 años (023)",4,4,,1,2,1,,,,,,8
"De 25 a 29 años (024)",4,4,,1,2,,1,,,,,10
"De 30 a 34 años (025)",3,3,,,,1,1,1,,,,14
