"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia TRUJILLO (000)",805409,13952,207184,235348,165431,129764,53730
"Jefe o Jefa (001)",192580,,219,26355,64515,71359,30132
"Esposa(o) / compañera(o) (002)",114514,,184,23096,44460,37054,9720
"Hijo(a) / hijastro(a) (003)",323935,8152,149461,123748,34865,7525,184
"Yerno / nuera (004)",16322,,120,8546,6345,1239,72
"Nieto(a) (005)",57489,4392,40227,12075,771,23,1
"Padres / suegros (006)",12131,,,5,236,3111,8779
"Otro(a) pariente (007)",66325,1227,14595,29084,10107,7248,4064
"Trabajador(a) del hogar (008)",3191,,132,2321,433,251,54
"Pensionistas (009)",2586,,42,1963,402,133,46
"Otro(a) no pariente (010)",16336,181,2204,8155,3297,1821,678
"Hombres (011)",387626,7094,105180,113532,77353,59974,24493
"Jefe o Jefa (012)",131059,,110,17792,45976,47896,19285
"Esposa(o) / compañera(o) (013)",8758,,125,2382,2822,2539,890
"Hijo(a) / hijastro(a) (014)",164313,4128,76062,63816,16928,3308,71
"Yerno / nuera (015)",8272,,54,3328,3915,925,50
"Nieto(a) (016)",29677,2251,20542,6445,423,15,1
"Padres / suegros (017)",3365,,,2,74,801,2488
"Otro(a) pariente (018)",32756,624,7211,14809,5248,3492,1372
"Trabajador(a) del hogar (019)",141,,8,82,24,19,8
"Pensionistas (020)",1482,,16,1074,272,93,27
"Otro(a) no pariente (021)",7803,91,1052,3802,1671,886,301
"Mujeres (022)",417783,6858,102004,121816,88078,69790,29237
"Jefe o Jefa (023)",61521,,109,8563,18539,23463,10847
"Esposa(o) / compañera(o) (024)",105756,,59,20714,41638,34515,8830
"Hijo(a) / hijastro(a) (025)",159622,4024,73399,59932,17937,4217,113
"Yerno / nuera (026)",8050,,66,5218,2430,314,22
"Nieto(a) (027)",27812,2141,19685,5630,348,8,
"Padres / suegros (028)",8766,,,3,162,2310,6291
"Otro(a) pariente (029)",33569,603,7384,14275,4859,3756,2692
"Trabajador(a) del hogar (030)",3050,,124,2239,409,232,46
"Pensionistas (031)",1104,,26,889,130,40,19
"Otro(a) no pariente (032)",8533,90,1152,4353,1626,935,377
,,,,,,,
"URBANA (033)",785917,13579,201301,230039,161608,126950,52440
"Jefe o Jefa (034)",187883,,215,25693,62899,69745,29331
"Esposa(o) / compañera(o) (035)",111257,,184,22310,43159,36140,9464
"Hijo(a) / hijastro(a) (036)",315431,7920,144892,120732,34288,7417,182
"Yerno / nuera (037)",15974,,118,8319,6243,1224,70
"Nieto(a) (038)",56215,4275,39277,11882,757,23,1
"Padres / suegros (039)",11938,,,5,231,3062,8640
"Otro(a) pariente (040)",65315,1206,14265,28738,9957,7157,3992
"Trabajador(a) del hogar (041)",3169,,130,2309,429,248,53
"Pensionistas (042)",2577,,41,1959,402,130,45
"Otro(a) no pariente (043)",16158,178,2179,8092,3243,1804,662
"Hombres (044)",377670,6931,102214,110808,75397,58516,23804
"Jefe o Jefa (045)",127300,,110,17257,44587,46631,18715
"Esposa(o) / compañera(o) (046)",8611,,125,2347,2775,2493,871
"Hijo(a) / hijastro(a) (047)",159814,4022,73741,62136,16596,3249,70
"Yerno / nuera (048)",8089,,52,3224,3852,913,48
"Nieto(a) (049)",29044,2204,20072,6338,414,15,1
"Padres / suegros (050)",3307,,,2,72,790,2443
"Otro(a) pariente (051)",32188,616,7050,14590,5155,3443,1334
"Trabajador(a) del hogar (052)",138,,8,80,24,18,8
"Pensionistas (053)",1476,,16,1071,272,91,26
"Otro(a) no pariente (054)",7703,89,1040,3763,1650,873,288
"Mujeres (055)",408247,6648,99087,119231,86211,68434,28636
"Jefe o Jefa (056)",60583,,105,8436,18312,23114,10616
"Esposa(o) / compañera(o) (057)",102646,,59,19963,40384,33647,8593
"Hijo(a) / hijastro(a) (058)",155617,3898,71151,58596,17692,4168,112
"Yerno / nuera (059)",7885,,66,5095,2391,311,22
"Nieto(a) (060)",27171,2071,19205,5544,343,8,
"Padres / suegros (061)",8631,,,3,159,2272,6197
"Otro(a) pariente (062)",33127,590,7215,14148,4802,3714,2658
"Trabajador(a) del hogar (063)",3031,,122,2229,405,230,45
"Pensionistas (064)",1101,,25,888,130,39,19
"Otro(a) no pariente (065)",8455,89,1139,4329,1593,931,374
,,,,,,,
"RURAL (066)",19492,373,5883,5309,3823,2814,1290
"Jefe o Jefa (067)",4697,,4,662,1616,1614,801
"Esposa(o) / compañera(o) (068)",3257,,,786,1301,914,256
"Hijo(a) / hijastro(a) (069)",8504,232,4569,3016,577,108,2
"Yerno / nuera (070)",348,,2,227,102,15,2
"Nieto(a) (071)",1274,117,950,193,14,,
"Padres / suegros (072)",193,,,,5,49,139
"Otro(a) pariente (073)",1010,21,330,346,150,91,72
"Trabajador(a) del hogar (074)",22,,2,12,4,3,1
"Pensionistas (075)",9,,1,4,,3,1
"Otro(a) no pariente (076)",178,3,25,63,54,17,16
"Hombres (077)",9956,163,2966,2724,1956,1458,689
"Jefe o Jefa (078)",3759,,,535,1389,1265,570
"Esposa(o) / compañera(o) (079)",147,,,35,47,46,19
"Hijo(a) / hijastro(a) (080)",4499,106,2321,1680,332,59,1
"Yerno / nuera (081)",183,,2,104,63,12,2
"Nieto(a) (082)",633,47,470,107,9,,
"Padres / suegros (083)",58,,,,2,11,45
"Otro(a) pariente (084)",568,8,161,219,93,49,38
"Trabajador(a) del hogar (085)",3,,,2,,1,
"Pensionistas (086)",6,,,3,,2,1
"Otro(a) no pariente (087)",100,2,12,39,21,13,13
"Mujeres (088)",9536,210,2917,2585,1867,1356,601
"Jefe o Jefa (089)",938,,4,127,227,349,231
"Esposa(o) / compañera(o) (090)",3110,,,751,1254,868,237
