"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia FERREÑAFE (000)",52661,25595,1639,468,23142,660,28,143,12,974
"Hombres (001)",18620,13279,1138,263,2995,309,22,76,11,527
"Mujeres (002)",34041,12316,501,205,20147,351,6,67,1,447
"De 06 a 14 años (003)",20070,18818,,,581,326,1,25,,319
"Hombres (004)",10172,9707,,,174,159,,10,,122
"Mujeres (005)",9898,9111,,,407,167,1,15,,197
"De 15 a 29 años (006)",14366,6529,9,90,7396,,11,34,12,285
"Hombres (007)",4739,3489,2,40,1009,,9,16,11,163
"Mujeres (008)",9627,3040,7,50,6387,,2,18,1,122
"De 30 a 44 años (009)",7364,181,38,102,6883,,10,23,,127
"Hombres (010)",874,62,18,51,639,,9,13,,82
"Mujeres (011)",6490,119,20,51,6244,,1,10,,45
"De 45 a 64 años (012)",6525,58,396,116,5792,4,6,28,,125
"Hombres (013)",1121,19,249,65,674,3,4,18,,89
"Mujeres (014)",5404,39,147,51,5118,1,2,10,,36
"De 65 y más años (015)",4336,9,1196,160,2490,330,,33,,118
"Hombres (016)",1714,2,869,107,499,147,,19,,71
"Mujeres (017)",2622,7,327,53,1991,183,,14,,47
,,,,,,,,,,
"AREA URBANA (018)",28111,13945,1286,309,11793,224,9,95,9,441
"Hombres (019)",9807,7034,870,180,1288,106,7,48,8,266
"Mujeres (020)",18304,6911,416,129,10505,118,2,47,1,175
"De 06 a 14 años (021)",9878,9514,,,224,47,,13,,80
"Hombres (022)",4972,4832,,,69,26,,5,,40
"Mujeres (023)",4906,4682,,,155,21,,8,,40
"De 15 a 29 años (024)",7874,4288,8,49,3348,,3,24,9,145
"Hombres (025)",2692,2162,1,23,395,,3,12,8,88
"Mujeres (026)",5182,2126,7,26,2953,,,12,1,57
"De 30 a 44 años (027)",3910,108,33,63,3630,,2,15,,59
"Hombres (028)",358,29,15,33,235,,2,7,,37
"Mujeres (029)",3552,79,18,30,3395,,,8,,22
"De 45 a 64 años (030)",3629,31,322,83,3095,3,4,18,,73
"Hombres (031)",598,10,197,47,281,2,2,11,,48
"Mujeres (032)",3031,21,125,36,2814,1,2,7,,25
"De 65 y más años (033)",2820,4,923,114,1496,174,,25,,84
"Hombres (034)",1187,1,657,77,308,78,,13,,53
"Mujeres (035)",1633,3,266,37,1188,96,,12,,31
,,,,,,,,,,
"AREA RURAL (036)",24550,11650,353,159,11349,436,19,48,3,533
"Hombres (037)",8813,6245,268,83,1707,203,15,28,3,261
"Mujeres (038)",15737,5405,85,76,9642,233,4,20,,272
"De 06 a 14 años (039)",10192,9304,,,357,279,1,12,,239
"Hombres (040)",5200,4875,,,105,133,,5,,82
"Mujeres (041)",4992,4429,,,252,146,1,7,,157
"De 15 a 29 años (042)",6492,2241,1,41,4048,,8,10,3,140
"Hombres (043)",2047,1327,1,17,614,,6,4,3,75
"Mujeres (044)",4445,914,,24,3434,,2,6,,65
"De 30 a 44 años (045)",3454,73,5,39,3253,,8,8,,68
"Hombres (046)",516,33,3,18,404,,7,6,,45
"Mujeres (047)",2938,40,2,21,2849,,1,2,,23
"De 45 a 64 años (048)",2896,27,74,33,2697,1,2,10,,52
"Hombres (049)",523,9,52,18,393,1,2,7,,41
"Mujeres (050)",2373,18,22,15,2304,,,3,,11
"De 65 y más años (051)",1516,5,273,46,994,156,,8,,34
"Hombres (052)",527,1,212,30,191,69,,6,,18
"Mujeres (053)",989,4,61,16,803,87,,2,,16
