"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia MARAÑON (000)",17679,3548,3425,3256,2833,1996,2621
"Conviviente (001)",6468,84,1278,2000,1507,890,709
"Separado(a) (002)",532,12,71,127,116,101,105
"Casado(a) (003)",3480,4,115,554,958,783,1066
"Viudo(a) (004)",802,3,7,21,71,117,583
"Divorciado(a) (005)",56,,3,8,6,12,27
"Soltero(a) (006)",6341,3445,1951,546,175,93,131
"Hombres (008)",9074,1868,1771,1618,1469,1047,1301
"Conviviente (009)",3147,24,426,997,805,494,401
"Separado(a) (010)",185,2,5,26,40,56,56
"Casado(a) (011)",1740,2,36,214,477,396,615
"Viudo(a) (012)",212,1,1,3,20,38,149
"Divorciado(a) (013)",17,,,,2,4,11
"Soltero(a) (014)",3773,1839,1303,378,125,59,69
"Mujeres (016)",8605,1680,1654,1638,1364,949,1320
"Conviviente (017)",3321,60,852,1003,702,396,308
"Separado(a) (018)",347,10,66,101,76,45,49
"Casado(a) (019)",1740,2,79,340,481,387,451
"Viudo(a) (020)",590,2,6,18,51,79,434
"Divorciado(a) (021)",39,,3,8,4,8,16
"Soltero(a) (022)",2568,1606,648,168,50,34,62
,,,,,,,
"URBANA (024)",2862,562,528,561,508,338,365
"Conviviente (025)",911,10,144,285,248,139,85
"Separado(a) (026)",91,2,11,28,21,13,16
"Casado(a) (027)",636,1,9,103,195,157,171
"Viudo(a) (028)",95,,1,3,7,13,71
"Divorciado(a) (029)",10,,,,2,3,5
"Soltero(a) (030)",1119,549,363,142,35,13,17
"Hombres (032)",1475,300,270,266,273,179,187
"Conviviente (033)",448,4,40,132,141,80,51
"Separado(a) (034)",25,,1,7,5,6,6
"Casado(a) (035)",328,1,4,34,101,81,107
"Viudo(a) (036)",20,,,,3,5,12
"Divorciado(a) (037)",7,,,,2,2,3
"Soltero(a) (038)",647,295,225,93,21,5,8
"Mujeres (040)",1387,262,258,295,235,159,178
"Conviviente (041)",463,6,104,153,107,59,34
"Separado(a) (042)",66,2,10,21,16,7,10
"Casado(a) (043)",308,,5,69,94,76,64
"Viudo(a) (044)",75,,1,3,4,8,59
"Divorciado(a) (045)",3,,,,,1,2
"Soltero(a) (046)",472,254,138,49,14,8,9
,,,,,,,
"RURAL (048)",14817,2986,2897,2695,2325,1658,2256
"Conviviente (049)",5557,74,1134,1715,1259,751,624
"Separado(a) (050)",441,10,60,99,95,88,89
"Casado(a) (051)",2844,3,106,451,763,626,895
"Viudo(a) (052)",707,3,6,18,64,104,512
"Divorciado(a) (053)",46,,3,8,4,9,22
"Soltero(a) (054)",5222,2896,1588,404,140,80,114
"Hombres (056)",7599,1568,1501,1352,1196,868,1114
"Conviviente (057)",2699,20,386,865,664,414,350
"Separado(a) (058)",160,2,4,19,35,50,50
"Casado(a) (059)",1412,1,32,180,376,315,508
"Viudo(a) (060)",192,1,1,3,17,33,137
"Divorciado(a) (061)",10,,,,,2,8
"Soltero(a) (062)",3126,1544,1078,285,104,54,61
"Mujeres (064)",7218,1418,1396,1343,1129,790,1142
"Conviviente (065)",2858,54,748,850,595,337,274
"Separado(a) (066)",281,8,56,80,60,38,39
"Casado(a) (067)",1432,2,74,271,387,311,387
"Viudo(a) (068)",515,2,5,15,47,71,375
"Divorciado(a) (069)",36,,3,8,4,7,14
"Soltero(a) (070)",2096,1352,510,119,36,26,53
