"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia YAROWILCA (000)",30028,5992,919,14555,7219,274,354,255,460
"Quechua (001)",18308,4321,419,9410,3644,118,157,85,154
"Aymara (002)",30,11,,9,6,1,3,,
"Ashaninca (003)",6,,2,2,2,,,,
"Otra lengua nativa (004)",2,,,2,,,,,
"Castellano (005)",11633,1616,498,5127,3567,155,194,170,306
"Es sordomudo/a (007)",49,44,,5,,,,,
"Hombres (009)",14446,1957,442,7092,4099,150,225,170,311
"Quechua (010)",8439,1148,189,4601,2130,69,115,67,120
"Aymara (011)",9,1,,1,4,1,2,,
"Ashaninca (012)",3,,1,1,1,,,,
"Otra lengua nativa (013)",1,,,1,,,,,
"Castellano (014)",5970,788,252,2484,1964,80,108,103,191
"Es sordomudo/a (016)",24,20,,4,,,,,
"Mujeres (018)",15582,4035,477,7463,3120,124,129,85,149
"Quechua (019)",9869,3173,230,4809,1514,49,42,18,34
"Aymara (020)",21,10,,8,2,,1,,
"Ashaninca (021)",3,,1,1,1,,,,
"Otra lengua nativa (022)",1,,,1,,,,,
"Castellano (023)",5663,828,246,2643,1603,75,86,67,115
"Es sordomudo/a (025)",25,24,,1,,,,,
,,,,,,,,,
"URBANA (027)",7385,1115,215,3061,2244,108,200,146,296
"Quechua (028)",3048,579,38,1452,778,29,72,36,64
"Aymara (029)",16,3,,5,4,1,3,,
"Castellano (032)",4312,526,177,1602,1462,78,125,110,232
"Es sordomudo/a (034)",9,7,,2,,,,,
"Hombres (036)",3633,379,97,1471,1222,56,124,91,193
"Quechua (037)",1391,115,8,669,447,17,55,30,50
"Aymara (038)",7,1,,1,2,1,2,,
"Castellano (041)",2232,262,89,799,773,38,67,61,143
"Es sordomudo/a (043)",3,1,,2,,,,,
"Mujeres (045)",3752,736,118,1590,1022,52,76,55,103
"Quechua (046)",1657,464,30,783,331,12,17,6,14
"Aymara (047)",9,2,,4,2,,1,,
"Castellano (050)",2080,264,88,803,689,40,58,49,89
"Es sordomudo/a (052)",6,6,,,,,,,
,,,,,,,,,
"RURAL (054)",22643,4877,704,11494,4975,166,154,109,164
"Quechua (055)",15260,3742,381,7958,2866,89,85,49,90
"Aymara (056)",14,8,,4,2,,,,
"Ashaninca (057)",6,,2,2,2,,,,
"Otra lengua nativa (058)",2,,,2,,,,,
"Castellano (059)",7321,1090,321,3525,2105,77,69,60,74
"Es sordomudo/a (061)",40,37,,3,,,,,
"Hombres (063)",10813,1578,345,5621,2877,94,101,79,118
"Quechua (064)",7048,1033,181,3932,1683,52,60,37,70
"Aymara (065)",2,,,,2,,,,
"Ashaninca (066)",3,,1,1,1,,,,
"Otra lengua nativa (067)",1,,,1,,,,,
"Castellano (068)",3738,526,163,1685,1191,42,41,42,48
"Es sordomudo/a (070)",21,19,,2,,,,,
"Mujeres (072)",11830,3299,359,5873,2098,72,53,30,46
"Quechua (073)",8212,2709,200,4026,1183,37,25,12,20
"Aymara (074)",12,8,,4,,,,,
"Ashaninca (075)",3,,1,1,1,,,,
"Otra lengua nativa (076)",1,,,1,,,,,
"Castellano (077)",3583,564,158,1840,914,35,28,18,26
"Es sordomudo/a (079)",19,18,,1,,,,,
