"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia AYMARAES (000)",25782,4342,348,10854,7742,567,792,411,726
"Hombres (001)",13204,980,183,5695,4713,336,524,285,488
"Mujeres (002)",12578,3362,165,5159,3029,231,268,126,238
"PEA (003)",9481,1071,8,3101,3478,318,647,248,610
"Hombres (004)",7221,575,5,2438,2880,238,457,202,426
"Mujeres (005)",2260,496,3,663,598,80,190,46,184
"Ocupada (006)",9224,1055,7,3039,3348,308,627,241,599
"Hombres (007)",7025,569,5,2386,2773,231,442,199,420
"Mujeres (008)",2199,486,2,653,575,77,185,42,179
"Desocupada (009)",257,16,1,62,130,10,20,7,11
"Hombres (010)",196,6,,52,107,7,15,3,6
"Mujeres (011)",61,10,1,10,23,3,5,4,5
"No PEA (012)",16301,3271,340,7753,4264,249,145,163,116
"Hombres (013)",5983,405,178,3257,1833,98,67,83,62
"Mujeres (014)",10318,2866,162,4496,2431,151,78,80,54
,,,,,,,,,
"URBANA (018)",11143,1302,173,4470,3646,340,463,263,486
"Hombres (019)",5515,233,96,2229,2068,166,247,178,298
"Mujeres (020)",5628,1069,77,2241,1578,174,216,85,188
"PEA (021)",4282,324,1,1246,1607,175,364,166,399
"Hombres (022)",2952,129,1,884,1230,112,209,132,255
"Mujeres (023)",1330,195,,362,377,63,155,34,144
"Ocupada (024)",4144,317,1,1219,1540,169,349,160,389
"Hombres (025)",2849,128,1,862,1174,108,198,129,249
"Mujeres (026)",1295,189,,357,366,61,151,31,140
"Desocupada (027)",138,7,,27,67,6,15,6,10
"Hombres (028)",103,1,,22,56,4,11,3,6
"Mujeres (029)",35,6,,5,11,2,4,3,4
"No PEA (030)",6861,978,172,3224,2039,165,99,97,87
"Hombres (031)",2563,104,95,1345,838,54,38,46,43
"Mujeres (032)",4298,874,77,1879,1201,111,61,51,44
,,,,,,,,,
"RURAL (036)",14639,3040,175,6384,4096,227,329,148,240
"Hombres (037)",7689,747,87,3466,2645,170,277,107,190
"Mujeres (038)",6950,2293,88,2918,1451,57,52,41,50
"PEA (039)",5199,747,7,1855,1871,143,283,82,211
"Hombres (040)",4269,446,4,1554,1650,126,248,70,171
"Mujeres (041)",930,301,3,301,221,17,35,12,40
"Ocupada (042)",5080,738,6,1820,1808,139,278,81,210
"Hombres (043)",4176,441,4,1524,1599,123,244,70,171
"Mujeres (044)",904,297,2,296,209,16,34,11,39
"Desocupada (045)",119,9,1,35,63,4,5,1,1
"Hombres (046)",93,5,,30,51,3,4,,
"Mujeres (047)",26,4,1,5,12,1,1,1,1
"No PEA (048)",9440,2293,168,4529,2225,84,46,66,29
"Hombres (049)",3420,301,83,1912,995,44,29,37,19
"Mujeres (050)",6020,1992,85,2617,1230,40,17,29,10
