"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SANTA CRUZ (000)",16197,15663,4590,1941,1763,1496,2196,1528,1072,1077,534,50929
"De 12 a 14 años (001)",1753,1737,1726,10,1,,,,,,16,12
"De 15 a 19 años (002)",1864,1828,1602,192,29,5,,,,,36,265
"De 20 a 24 años (003)",1496,1345,500,519,230,73,20,3,,,151,1301
"De 25 a 29 años (004)",1361,1248,174,391,356,203,109,14,1,,113,2275
"De 30 a 34 años (005)",1416,1356,110,245,369,301,268,58,5,,60,3459
"De 35 a 39 años (006)",1490,1446,97,162,302,302,399,146,27,11,44,4671
"De 40 a 44 años (007)",1220,1187,84,113,157,193,343,201,69,27,33,4665
"De 45 a 49 años (008)",1090,1062,47,79,108,152,277,225,120,54,28,5045
"De 50 y más años (009)",4507,4454,250,230,211,267,780,881,850,985,53,29236
"PEA (010)",2342,2185,435,390,362,326,326,156,104,86,157,6368
"De 12 a 14 años (011)",19,19,18,1,,,,,,,,1
"De 15 a 19 años (012)",163,156,133,22,1,,,,,,7,24
"De 20 a 24 años (013)",248,211,97,82,22,9,,1,,,37,159
"De 25 a 29 años (014)",243,201,42,78,44,24,12,1,,,42,294
"De 30 a 34 años (015)",269,248,32,59,74,51,29,3,,,21,506
"De 35 a 39 años (016)",376,351,39,49,99,74,74,9,6,1,25,903
"De 40 a 44 años (017)",276,266,16,38,57,62,68,19,5,1,10,804
"De 45 a 49 años (018)",219,213,12,19,32,61,46,29,10,4,6,785
"De 50 y más años (019)",529,520,46,42,33,45,97,94,83,80,9,2892
"Ocupada (020)",2244,2105,383,383,354,318,324,154,104,85,139,6288
"De 12 a 14 años (021)",15,15,14,1,,,,,,,,1
"De 15 a 19 años (022)",134,127,104,22,1,,,,,,7,24
