"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia HUAURA (000)",3341,662,2679
"Sin nivel (001)",79,8,71
"Educación inicial (002)",3,1,2
"Primaria (003)",496,69,427
"Secundaria (004)",1600,311,1289
"Superior no univ. incompleta (005)",157,42,115
"Superior no univ. completa (006)",162,32,130
"Superior univ. incompleta (007)",331,87,244
"Superior univ. completa (008)",513,112,401
"Hombres (010)",2129,352,1777
"Sin nivel (011)",47,3,44
"Educación inicial (012)",3,1,2
"Primaria (013)",354,34,320
"Secundaria (014)",1102,183,919
"Superior no univ. incompleta (015)",91,22,69
"Superior no univ. completa (016)",82,16,66
"Superior univ. incompleta (017)",204,50,154
"Superior univ. completa (018)",246,43,203
"Mujeres (020)",1212,310,902
"Sin nivel (021)",32,5,27
"Primaria (023)",142,35,107
"Secundaria (024)",498,128,370
"Superior no univ. incompleta (025)",66,20,46
"Superior no univ. completa (026)",80,16,64
"Superior univ. incompleta (027)",127,37,90
"Superior univ. completa (028)",267,69,198
,,,
"AREA URBANA (030)",3058,600,2458
"Sin nivel (031)",56,8,48
"Educación inicial (032)",3,1,2
"Primaria (033)",427,57,370
"Secundaria (034)",1462,275,1187
"Superior no univ. incompleta (035)",151,41,110
"Superior no univ. completa (036)",149,29,120
"Superior univ. incompleta (037)",319,86,233
"Superior univ. completa (038)",491,103,388
"Hombres (040)",1927,314,1613
"Sin nivel (041)",34,3,31
"Educación inicial (042)",3,1,2
"Primaria (043)",296,24,272
"Secundaria (044)",1000,160,840
"Superior no univ. incompleta (045)",87,22,65
"Superior no univ. completa (046)",76,15,61
"Superior univ. incompleta (047)",195,49,146
"Superior univ. completa (048)",236,40,196
"Mujeres (050)",1131,286,845
"Sin nivel (051)",22,5,17
"Primaria (053)",131,33,98
"Secundaria (054)",462,115,347
"Superior no univ. incompleta (055)",64,19,45
"Superior no univ. completa (056)",73,14,59
"Superior univ. incompleta (057)",124,37,87
"Superior univ. completa (058)",255,63,192
,,,
"AREA RURAL (060)",283,62,221
"Sin nivel (061)",23,,23
"Primaria (063)",69,12,57
"Secundaria (064)",138,36,102
"Superior no univ. incompleta (065)",6,1,5
"Superior no univ. completa (066)",13,3,10
"Superior univ. incompleta (067)",12,1,11
"Superior univ. completa (068)",22,9,13
"Hombres (070)",202,38,164
"Sin nivel (071)",13,,13
"Primaria (073)",58,10,48
"Secundaria (074)",102,23,79
"Superior no univ. incompleta (075)",4,,4
"Superior no univ. completa (076)",6,1,5
"Superior univ. incompleta (077)",9,1,8
"Superior univ. completa (078)",10,3,7
"Mujeres (080)",81,24,57
"Sin nivel (081)",10,,10
"Primaria (083)",11,2,9
"Secundaria (084)",36,13,23
"Superior no univ. incompleta (085)",2,1,1
"Superior no univ. completa (086)",7,2,5
"Superior univ. incompleta (087)",3,,3
"Superior univ. completa (088)",12,6,6
