"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia SATIPO (000)",104897,97972,6925
"Hombres (001)",57909,54244,3665
"Mujeres (002)",46988,43728,3260
"De 18 a 29 años (003)",45374,40844,4530
"Hombres (004)",24812,22152,2660
"Mujeres (005)",20562,18692,1870
"De 30 a 44 años (006)",34810,33847,963
"Hombres (007)",18884,18456,428
"Mujeres (008)",15926,15391,535
"De 45 a 64 años (009)",19758,18969,789
"Hombres (010)",11248,10946,302
"Mujeres (011)",8510,8023,487
"De 65 y más años (012)",4955,4312,643
"Hombres (013)",2965,2690,275
"Mujeres (014)",1990,1622,368
,,,
"URBANA (015)",31476,30387,1089
"Hombres (016)",16290,15785,505
"Mujeres (017)",15186,14602,584
"De 18 a 29 años (018)",12574,11790,784
"Hombres (019)",6429,6028,401
"Mujeres (020)",6145,5762,383
"De 30 a 44 años (021)",10839,10729,110
"Hombres (022)",5457,5407,50
"Mujeres (023)",5382,5322,60
"De 45 a 64 años (024)",6510,6432,78
"Hombres (025)",3556,3534,22
"Mujeres (026)",2954,2898,56
"De 65 y más años (027)",1553,1436,117
"Hombres (028)",848,816,32
"Mujeres (029)",705,620,85
,,,
"RURAL (030)",73421,67585,5836
"Hombres (031)",41619,38459,3160
"Mujeres (032)",31802,29126,2676
"De 18 a 29 años (033)",32800,29054,3746
"Hombres (034)",18383,16124,2259
"Mujeres (035)",14417,12930,1487
"De 30 a 44 años (036)",23971,23118,853
"Hombres (037)",13427,13049,378
"Mujeres (038)",10544,10069,475
"De 45 a 64 años (039)",13248,12537,711
"Hombres (040)",7692,7412,280
"Mujeres (041)",5556,5125,431
"De 65 y más años (042)",3402,2876,526
"Hombres (043)",2117,1874,243
"Mujeres (044)",1285,1002,283
