"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia OCROS (000)",3609,27,194,52,58,372,1191,110,162,1235,7,92,109
"Agric., ganadería, caza y silvicultura (001)",2105,,,5,2,,1191,,,907,,,
"Pesca (002)",2,,1,,,,,,,1,,,
"Explotación de minas y canteras (003)",1,,,,,,,1,,,,,
"Industrias manufactureras (004)",112,,2,3,2,5,,91,5,4,,,
"Suministro de electricidad, gas y agua (005)",3,,,,,,,,1,2,,,
"Construcción (006)",216,,3,8,1,,,8,82,114,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",374,,,3,2,282,,10,2,75,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",10,,,,,1,,8,1,,,,
"Comercio al por mayor (009)",14,,,,1,11,,,,2,,,
"Comercio al por menor (010)",350,,,3,1,270,,2,1,73,,,
"Hoteles y restaurantes (011)",94,,,,,75,,,,19,,,
"Trans., almac. y comunicaciones (012)",89,,,,,1,,,66,22,,,
"Activid.inmobil., empres. y alquileres (014)",54,,18,8,17,3,,,1,7,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",98,25,6,4,27,1,,,4,24,7,,
"Enseñanza (016)",139,2,133,1,2,,,,1,,,,
"Servicios sociales y de salud (017)",35,,18,15,2,,,,,,,,
"Otras activ. serv.comun.soc y personales (018)",64,,13,5,3,5,,,,38,,,
"Hogares privados con servicio doméstico (019)",22,,,,,,,,,22,,,
"Actividad economica no especificada (021)",92,,,,,,,,,,,92,
"Desocupado (022)",109,,,,,,,,,,,,109
"Hombres (023)",2677,19,97,42,30,125,1063,89,158,920,7,36,91
"Agric., ganadería, caza y silvicultura (024)",1753,,,5,1,,1063,,,684,,,
"Pesca (025)",2,,1,,,,,,,1,,,
"Explotación de minas y canteras (026)",1,,,,,,,1,,,,,
"Industrias manufactureras (027)",85,,1,2,,4,,70,5,3,,,
"Suministro de electricidad, gas y agua (028)",2,,,,,,,,1,1,,,
"Construcción (029)",212,,3,8,1,,,8,80,112,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",156,,,3,,103,,10,2,38,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",9,,,,,,,8,1,,,,
"Comercio al por mayor (032)",4,,,,,2,,,,2,,,
"Comercio al por menor (033)",143,,,3,,101,,2,1,36,,,
"Hoteles y restaurantes (034)",13,,,,,13,,,,,,,
"Trans., almac. y comunicaciones (035)",87,,,,,,,,65,22,,,
"Activid.inmobil., empres. y alquileres (037)",32,,11,7,8,3,,,,3,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",80,19,4,4,19,1,,,4,22,7,,
"Enseñanza (039)",58,,55,1,1,,,,1,,,,
"Servicios sociales y de salud (040)",19,,10,9,,,,,,,,,
"Otras activ. serv.comun.soc y personales (041)",46,,12,3,,1,,,,30,,,
"Hogares privados con servicio doméstico (042)",4,,,,,,,,,4,,,
"Actividad economica no especificada (044)",36,,,,,,,,,,,36,
"Desocupado (045)",91,,,,,,,,,,,,91
"Mujeres (046)",932,8,97,10,28,247,128,21,4,315,,56,18
"Agric., ganadería, caza y silvicultura (047)",352,,,,1,,128,,,223,,,
"Industrias manufactureras (050)",27,,1,1,2,1,,21,,1,,,
"Suministro de electricidad, gas y agua (051)",1,,,,,,,,,1,,,
"Construcción (052)",4,,,,,,,,2,2,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",218,,,,2,179,,,,37,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",1,,,,,1,,,,,,,
"Comercio al por mayor (055)",10,,,,1,9,,,,,,,
"Comercio al por menor (056)",207,,,,1,169,,,,37,,,
"Hoteles y restaurantes (057)",81,,,,,62,,,,19,,,
"Trans., almac. y comunicaciones (058)",2,,,,,1,,,1,,,,
"Activid.inmobil., empres. y alquileres (060)",22,,7,1,9,,,,1,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",18,6,2,,8,,,,,2,,,
"Enseñanza (062)",81,2,78,,1,,,,,,,,
"Servicios sociales y de salud (063)",16,,8,6,2,,,,,,,,
"Otras activ. serv.comun.soc y personales (064)",18,,1,2,3,4,,,,8,,,
"Hogares privados con servicio doméstico (065)",18,,,,,,,,,18,,,
"Actividad economica no especificada (067)",56,,,,,,,,,,,56,
"Desocupado (068)",18,,,,,,,,,,,,18
,,,,,,,,,,,,,
"URBANA (069)",2174,26,159,40,51,296,602,90,119,660,7,64,60
"Agric., ganadería, caza y silvicultura (070)",1005,,,3,1,,602,,,399,,,
"Pesca (071)",2,,1,,,,,,,1,,,
"Industrias manufactureras (073)",88,,2,2,2,3,,73,3,3,,,
"Suministro de electricidad, gas y agua (074)",3,,,,,,,,1,2,,,
"Construcción (075)",181,,3,8,1,,,8,63,98,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",297,,,2,1,234,,9,,51,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",7,,,,,,,7,,,,,
"Comercio al por mayor (078)",13,,,,1,11,,,,1,,,
"Comercio al por menor (079)",277,,,2,,223,,2,,50,,,
"Hoteles y restaurantes (080)",66,,,,,51,,,,15,,,
"Trans., almac. y comunicaciones (081)",62,,,,,1,,,47,14,,,
"Activid.inmobil., empres. y alquileres (083)",41,,15,4,13,2,,,1,6,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",95,24,6,4,27,1,,,3,23,7,,
"Enseñanza (085)",109,2,104,1,1,,,,1,,,,
"Servicios sociales y de salud (086)",30,,16,12,2,,,,,,,,
"Otras activ. serv.comun.soc y personales (087)",58,,12,4,3,4,,,,35,,,
"Hogares privados con servicio doméstico (088)",13,,,,,,,,,13,,,
"Actividad economica no especificada (090)",64,,,,,,,,,,,64,
"Desocupado (091)",60,,,,,,,,,,,,60
"Hombres (092)",1545,18,78,32,26,105,524,72,116,492,7,26,49
"Agric., ganadería, caza y silvicultura (093)",823,,,3,1,,524,,,295,,,
"Pesca (094)",2,,1,,,,,,,1,,,
"Industrias manufactureras (096)",65,,1,1,,3,,55,3,2,,,
"Suministro de electricidad, gas y agua (097)",2,,,,,,,,1,1,,,
"Construcción (098)",178,,3,8,1,,,8,62,96,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",128,,,2,,88,,9,,29,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",7,,,,,,,7,,,,,
"Comercio al por mayor (101)",3,,,,,2,,,,1,,,
"Comercio al por menor (102)",118,,,2,,86,,2,,28,,,
"Hoteles y restaurantes (103)",10,,,,,10,,,,,,,
"Trans., almac. y comunicaciones (104)",60,,,,,,,,46,14,,,
"Activid.inmobil., empres. y alquileres (106)",22,,9,3,5,2,,,,3,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",77,18,4,4,19,1,,,3,21,7,,
"Enseñanza (108)",42,,40,1,,,,,1,,,,
"Servicios sociales y de salud (109)",17,,9,8,,,,,,,,,
"Otras activ. serv.comun.soc y personales (110)",41,,11,2,,1,,,,27,,,
"Hogares privados con servicio doméstico (111)",3,,,,,,,,,3,,,
"Actividad economica no especificada (113)",26,,,,,,,,,,,26,
"Desocupado (114)",49,,,,,,,,,,,,49
"Mujeres (115)",629,8,81,8,25,191,78,18,3,168,,38,11
"Agric., ganadería, caza y silvicultura (116)",182,,,,,,78,,,104,,,
"Industrias manufactureras (119)",23,,1,1,2,,,18,,1,,,
"Suministro de electricidad, gas y agua (120)",1,,,,,,,,,1,,,
"Construcción (121)",3,,,,,,,,1,2,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",169,,,,1,146,,,,22,,,
"Comercio al por mayor (124)",10,,,,1,9,,,,,,,
"Comercio al por menor (125)",159,,,,,137,,,,22,,,
"Hoteles y restaurantes (126)",56,,,,,41,,,,15,,,
"Trans., almac. y comunicaciones (127)",2,,,,,1,,,1,,,,
"Activid.inmobil., empres. y alquileres (129)",19,,6,1,8,,,,1,3,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",18,6,2,,8,,,,,2,,,
"Enseñanza (131)",67,2,64,,1,,,,,,,,
"Servicios sociales y de salud (132)",13,,7,4,2,,,,,,,,
"Otras activ. serv.comun.soc y personales (133)",17,,1,2,3,3,,,,8,,,
"Hogares privados con servicio doméstico (134)",10,,,,,,,,,10,,,
"Actividad economica no especificada (136)",38,,,,,,,,,,,38,
"Desocupado (137)",11,,,,,,,,,,,,11
,,,,,,,,,,,,,
"RURAL (138)",1435,1,35,12,7,76,589,20,43,575,,28,49
"Agric., ganadería, caza y silvicultura (139)",1100,,,2,1,,589,,,508,,,
"Explotación de minas y canteras (141)",1,,,,,,,1,,,,,
"Industrias manufactureras (142)",24,,,1,,2,,18,2,1,,,
"Construcción (144)",35,,,,,,,,19,16,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (145)",77,,,1,1,48,,1,2,24,,,
"Venta, mant.y rep. veh.autom.y motoc. (146)",3,,,,,1,,1,1,,,,
"Comercio al por mayor (147)",1,,,,,,,,,1,,,
"Comercio al por menor (148)",73,,,1,1,47,,,1,23,,,
"Hoteles y restaurantes (149)",28,,,,,24,,,,4,,,
"Trans., almac. y comunicaciones (150)",27,,,,,,,,19,8,,,
"Activid.inmobil., empres. y alquileres (152)",13,,3,4,4,1,,,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (153)",3,1,,,,,,,1,1,,,
"Enseñanza (154)",30,,29,,1,,,,,,,,
"Servicios sociales y de salud (155)",5,,2,3,,,,,,,,,
"Otras activ. serv.comun.soc y personales (156)",6,,1,1,,1,,,,3,,,
"Hogares privados con servicio doméstico (157)",9,,,,,,,,,9,,,
"Actividad economica no especificada (159)",28,,,,,,,,,,,28,
"Desocupado (160)",49,,,,,,,,,,,,49
"Hombres (161)",1132,1,19,10,4,20,539,17,42,428,,10,42
"Agric., ganadería, caza y silvicultura (162)",930,,,2,,,539,,,389,,,
"Explotación de minas y canteras (164)",1,,,,,,,1,,,,,
"Industrias manufactureras (165)",20,,,1,,1,,15,2,1,,,
"Construcción (167)",34,,,,,,,,18,16,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (168)",28,,,1,,15,,1,2,9,,,
"Venta, mant.y rep. veh.autom.y motoc. (169)",2,,,,,,,1,1,,,,
