"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia YUNGUYO (000)",47400,11729,2368,763,32573
"Menos de 1 año (001)",670,465,33,7,165
"De 1 a 14 años (002)",13617,8593,735,217,4089
"De 15 a 29 años (003)",11367,1500,348,151,9371
"De 30 a 44 años (004)",8615,290,611,166,7553
"De 45 a 64 años (005)",8440,337,496,143,7469
"De 65 y mas años (006)",4691,544,145,79,3926
"Hombres (008)",23321,5690,1218,479,15946
"Menos de 1 año (009)",360,256,20,5,79
"De 1 a 14 años (010)",6792,4254,367,109,2064
"De 15 a 29 años (011)",5696,689,161,87,4760
"De 30 a 44 años (012)",4167,92,287,126,3665
"De 45 a 64 años (013)",4060,125,304,105,3530
"De 65 y mas años (014)",2246,274,79,47,1848
"Mujeres (016)",24079,6039,1150,284,16627
"Menos de 1 año (017)",310,209,13,2,86
"De 1 a 14 años (018)",6825,4339,368,108,2025
"De 15 a 29 años (019)",5671,811,187,64,4611
"De 30 a 44 años (020)",4448,198,324,40,3888
"De 45 a 64 años (021)",4380,212,192,38,3939
"De 65 y mas años (022)",2445,270,66,32,2078
,,,,,
"URBANA (024)",17343,3651,1762,419,11524
"Menos de 1 año (025)",253,157,23,1,72
"De 1 a 14 años (026)",5013,2662,541,96,1718
"De 15 a 29 años (027)",4473,519,260,95,3600
"De 30 a 44 años (028)",3637,143,481,97,2919
"De 45 a 64 años (029)",2820,92,373,86,2273
"De 65 y mas años (030)",1147,78,84,44,942
"Hombres (032)",8510,1779,882,238,5616
"Menos de 1 año (033)",133,82,15,,36
"De 1 a 14 años (034)",2499,1324,277,43,856
"De 15 a 29 años (035)",2178,237,121,49,1771
"De 30 a 44 años (036)",1760,54,209,65,1433
"De 45 a 64 años (037)",1409,40,217,59,1096
"De 65 y mas años (038)",531,42,43,22,424
"Mujeres (040)",8833,1872,880,181,5908
"Menos de 1 año (041)",120,75,8,1,36
"De 1 a 14 años (042)",2514,1338,264,53,862
"De 15 a 29 años (043)",2295,282,139,46,1829
"De 30 a 44 años (044)",1877,89,272,32,1486
"De 45 a 64 años (045)",1411,52,156,27,1177
"De 65 y mas años (046)",616,36,41,22,518
,,,,,
"RURAL (048)",30057,8078,606,344,21049
"Menos de 1 año (049)",417,308,10,6,93
"De 1 a 14 años (050)",8604,5931,194,121,2371
"De 15 a 29 años (051)",6894,981,88,56,5771
"De 30 a 44 años (052)",4978,147,130,69,4634
"De 45 a 64 años (053)",5620,245,123,57,5196
"De 65 y mas años (054)",3544,466,61,35,2984
"Hombres (056)",14811,3911,336,241,10330
"Menos de 1 año (057)",227,174,5,5,43
"De 1 a 14 años (058)",4293,2930,90,66,1208
"De 15 a 29 años (059)",3518,452,40,38,2989
"De 30 a 44 años (060)",2407,38,78,61,2232
"De 45 a 64 años (061)",2651,85,87,46,2434
"De 65 y mas años (062)",1715,232,36,25,1424
"Mujeres (064)",15246,4167,270,103,10719
"Menos de 1 año (065)",190,134,5,1,50
"De 1 a 14 años (066)",4311,3001,104,55,1163
"De 15 a 29 años (067)",3376,529,48,18,2782
"De 30 a 44 años (068)",2571,109,52,8,2402
"De 45 a 64 años (069)",2969,160,36,11,2762
"De 65 y mas años (070)",1829,234,25,10,1560
