"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CANDARAVE (000)",205,31,174
"Sin nivel (001)",6,2,4
"Primaria (003)",56,4,52
"Secundaria (004)",121,22,99
"Superior no univ. incompleta (005)",6,2,4
"Superior no univ. completa (006)",9,,9
"Superior univ. incompleta (007)",2,,2
"Superior univ. completa (008)",5,1,4
"De 14 a 29 años (010)",84,18,66
"Primaria (013)",4,1,3
"Secundaria (014)",66,14,52
"Superior no univ. incompleta (015)",4,2,2
"Superior no univ. completa (016)",5,,5
"Superior univ. incompleta (017)",2,,2
"Superior univ. completa (018)",3,1,2
"De 30 a 44 años (020)",65,9,56
"Sin nivel (021)",3,1,2
"Primaria (023)",12,1,11
"Secundaria (024)",43,7,36
"Superior no univ. incompleta (025)",2,,2
"Superior no univ. completa (026)",4,,4
"Superior univ. completa (028)",1,,1
"De 45 a 64 años (030)",48,4,44
"Sin nivel (031)",2,1,1
"Primaria (033)",33,2,31
"Secundaria (034)",12,1,11
"Superior univ. completa (038)",1,,1
"De 65 y más años (040)",8,,8
"Sin nivel (041)",1,,1
"Primaria (043)",7,,7
,,,
"AREA URBANA (050)",164,26,138
"Sin nivel (051)",5,2,3
"Primaria (053)",45,3,42
"Secundaria (054)",95,19,76
"Superior no univ. incompleta (055)",5,1,4
"Superior no univ. completa (056)",7,,7
"Superior univ. incompleta (057)",2,,2
"Superior univ. completa (058)",5,1,4
"De 14 a 29 años (060)",61,13,48
"Primaria (063)",2,,2
"Secundaria (064)",48,11,37
"Superior no univ. incompleta (065)",3,1,2
"Superior no univ. completa (066)",3,,3
"Superior univ. incompleta (067)",2,,2
"Superior univ. completa (068)",3,1,2
"De 30 a 44 años (070)",55,9,46
"Sin nivel (071)",3,1,2
"Primaria (073)",9,1,8
"Secundaria (074)",36,7,29
"Superior no univ. incompleta (075)",2,,2
"Superior no univ. completa (076)",4,,4
"Superior univ. completa (078)",1,,1
"De 45 a 64 años (080)",43,4,39
"Sin nivel (081)",2,1,1
"Primaria (083)",29,2,27
"Secundaria (084)",11,1,10
"Superior univ. completa (088)",1,,1
"De 65 y más años (090)",5,,5
"Primaria (093)",5,,5
,,,
"AREA RURAL (100)",41,5,36
"Sin nivel (101)",1,,1
"Primaria (103)",11,1,10
"Secundaria (104)",26,3,23
"Superior no univ. incompleta (105)",1,1,
"Superior no univ. completa (106)",2,,2
"De 14 a 29 años (110)",23,5,18
"Primaria (113)",2,1,1
"Secundaria (114)",18,3,15
"Superior no univ. incompleta (115)",1,1,
"Superior no univ. completa (116)",2,,2
"De 30 a 44 años (120)",10,,10
"Primaria (123)",3,,3
"Secundaria (124)",7,,7
"De 45 a 64 años (130)",5,,5
"Primaria (133)",4,,4
"Secundaria (134)",1,,1
"De 65 y más años (140)",3,,3
"Sin nivel (141)",1,,1
"Primaria (143)",2,,2
