"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia ABANCAY (000)",51287,31024,814,602,17043,528,29,122,3,1122
"Hombres (001)",20514,15861,543,291,2761,255,20,71,2,710
"Mujeres (002)",30773,15163,271,311,14282,273,9,51,1,412
"De 06 a 14 años (003)",21131,20535,,,337,102,,24,,133
"Hombres (004)",10785,10510,,,141,51,,17,,66
"Mujeres (005)",10346,10025,,,196,51,,7,,67
"De 15 a 29 años (006)",15537,10242,9,147,4713,,9,33,3,381
"Hombres (007)",6328,5251,4,70,751,,5,18,2,227
"Mujeres (008)",9209,4991,5,77,3962,,4,15,1,154
"De 30 a 44 años (009)",5451,208,32,135,4828,,10,18,,220
"Hombres (010)",904,88,20,67,541,,8,11,,169
"Mujeres (011)",4547,120,12,68,4287,,2,7,,51
"De 45 a 64 años (012)",4934,32,338,151,4192,10,6,14,,191
"Hombres (013)",1081,9,203,65,640,8,4,6,,146
"Mujeres (014)",3853,23,135,86,3552,2,2,8,,45
"De 65 y más años (015)",4234,7,435,169,2973,416,4,33,,197
"Hombres (016)",1416,3,316,89,688,196,3,19,,102
"Mujeres (017)",2818,4,119,80,2285,220,1,14,,95
,,,,,,,,,,
"AREA URBANA (018)",30683,20707,744,473,8001,214,7,55,3,479
"Hombres (019)",12864,10336,491,220,1450,87,5,30,2,243
"Mujeres (020)",17819,10371,253,253,6551,127,2,25,1,236
"De 06 a 14 años (021)",12777,12462,,,218,54,,6,,37
"Hombres (022)",6404,6271,,,88,24,,4,,17
"Mujeres (023)",6373,6191,,,130,30,,2,,20
"De 15 a 29 años (024)",10846,8043,6,123,2455,,3,14,3,199
"Hombres (025)",4595,3985,2,61,435,,2,8,2,100
"Mujeres (026)",6251,4058,4,62,2020,,1,6,1,99
"De 30 a 44 años (027)",2641,178,30,103,2235,,2,10,,83
"Hombres (028)",471,72,18,46,280,,2,4,,49
"Mujeres (029)",2170,106,12,57,1955,,,6,,34
"De 45 a 64 años (030)",2261,22,315,110,1743,1,1,9,,60
"Hombres (031)",602,7,189,45,324,1,1,5,,30
"Mujeres (032)",1659,15,126,65,1419,,,4,,30
"De 65 y más años (033)",2158,2,393,137,1350,159,1,16,,100
"Hombres (034)",792,1,282,68,323,62,,9,,47
"Mujeres (035)",1366,1,111,69,1027,97,1,7,,53
,,,,,,,,,,
"AREA RURAL (036)",20604,10317,70,129,9042,314,22,67,,643
"Hombres (037)",7650,5525,52,71,1311,168,15,41,,467
"Mujeres (038)",12954,4792,18,58,7731,146,7,26,,176
"De 06 a 14 años (039)",8354,8073,,,119,48,,18,,96
"Hombres (040)",4381,4239,,,53,27,,13,,49
"Mujeres (041)",3973,3834,,,66,21,,5,,47
"De 15 a 29 años (042)",4691,2199,3,24,2258,,6,19,,182
"Hombres (043)",1733,1266,2,9,316,,3,10,,127
"Mujeres (044)",2958,933,1,15,1942,,3,9,,55
"De 30 a 44 años (045)",2810,30,2,32,2593,,8,8,,137
"Hombres (046)",433,16,2,21,261,,6,7,,120
"Mujeres (047)",2377,14,,11,2332,,2,1,,17
"De 45 a 64 años (048)",2673,10,23,41,2449,9,5,5,,131
"Hombres (049)",479,2,14,20,316,7,3,1,,116
"Mujeres (050)",2194,8,9,21,2133,2,2,4,,15
"De 65 y más años (051)",2076,5,42,32,1623,257,3,17,,97
"Hombres (052)",624,2,34,21,365,134,3,10,,55
"Mujeres (053)",1452,3,8,11,1258,123,,7,,42
