"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia ACOMAYO (000)",27217,548,10494,5262,4868,3784,2261
"Jefe o Jefa (001)",7504,,31,1011,2544,2414,1504
"Esposa(o) / compañera(o) (002)",4444,,15,995,1905,1147,382
"Hijo(a) / hijastro(a) (003)",12892,454,9415,2734,239,50,
"Yerno / nuera (004)",172,,6,126,35,4,1
"Nieto(a) (005)",707,62,553,86,6,,
"Padres / suegros (006)",348,,,,7,59,282
"Otro(a) pariente (007)",837,26,378,221,80,67,65
"Trabajador(a) del hogar (008)",39,,18,12,4,4,1
"Pensionistas (009)",3,,,1,,2,
"Otro(a) no pariente (010)",271,6,78,76,48,37,26
"Hombres (011)",13412,288,5339,2679,2415,1790,901
"Jefe o Jefa (012)",5160,,20,751,2044,1609,736
"Esposa(o) / compañera(o) (013)",319,,10,67,129,79,34
"Hijo(a) / hijastro(a) (014)",6723,239,4765,1562,132,25,
"Yerno / nuera (015)",89,,5,52,28,3,1
"Nieto(a) (016)",371,33,278,55,5,,
"Padres / suegros (017)",109,,,,3,17,89
"Otro(a) pariente (018)",454,14,199,141,43,33,24
"Trabajador(a) del hogar (019)",19,,10,4,1,3,1
"Pensionistas (020)",2,,,1,,1,
"Otro(a) no pariente (021)",166,2,52,46,30,20,16
"Mujeres (022)",13805,260,5155,2583,2453,1994,1360
"Jefe o Jefa (023)",2344,,11,260,500,805,768
"Esposa(o) / compañera(o) (024)",4125,,5,928,1776,1068,348
"Hijo(a) / hijastro(a) (025)",6169,215,4650,1172,107,25,
"Yerno / nuera (026)",83,,1,74,7,1,
"Nieto(a) (027)",336,29,275,31,1,,
"Padres / suegros (028)",239,,,,4,42,193
"Otro(a) pariente (029)",383,12,179,80,37,34,41
"Trabajador(a) del hogar (030)",20,,8,8,3,1,
"Pensionistas (031)",1,,,,,1,
"Otro(a) no pariente (032)",105,4,26,30,18,17,10
,,,,,,,
"URBANA (033)",14352,254,5349,2731,2605,2093,1320
"Jefe o Jefa (034)",4104,,26,526,1355,1329,868
"Esposa(o) / compañera(o) (035)",2321,,12,466,986,628,229
"Hijo(a) / hijastro(a) (036)",6512,202,4715,1421,139,35,
"Yerno / nuera (037)",104,,3,72,25,3,1
"Nieto(a) (038)",368,34,287,45,2,,
"Padres / suegros (039)",192,,,,5,25,162
"Otro(a) pariente (040)",523,15,235,139,51,40,43
"Trabajador(a) del hogar (041)",27,,16,8,2,1,
"Pensionistas (042)",3,,,1,,2,
"Otro(a) no pariente (043)",198,3,55,53,40,30,17
"Hombres (044)",7029,135,2722,1376,1274,996,526
"Jefe o Jefa (045)",2747,,18,364,1053,889,423
"Esposa(o) / compañera(o) (046)",178,,7,39,70,42,20
"Hijo(a) / hijastro(a) (047)",3372,106,2382,794,71,19,
"Yerno / nuera (048)",56,,2,30,21,2,1
"Nieto(a) (049)",203,19,151,31,2,,
"Padres / suegros (050)",62,,,,1,7,54
"Otro(a) pariente (051)",283,9,120,86,30,20,18
"Trabajador(a) del hogar (052)",12,,9,2,,1,
"Pensionistas (053)",2,,,1,,1,
"Otro(a) no pariente (054)",114,1,33,29,26,15,10
"Mujeres (055)",7323,119,2627,1355,1331,1097,794
"Jefe o Jefa (056)",1357,,8,162,302,440,445
"Esposa(o) / compañera(o) (057)",2143,,5,427,916,586,209
"Hijo(a) / hijastro(a) (058)",3140,96,2333,627,68,16,
"Yerno / nuera (059)",48,,1,42,4,1,
"Nieto(a) (060)",165,15,136,14,,,
"Padres / suegros (061)",130,,,,4,18,108
"Otro(a) pariente (062)",240,6,115,53,21,20,25
"Trabajador(a) del hogar (063)",15,,7,6,2,,
"Pensionistas (064)",1,,,,,1,
"Otro(a) no pariente (065)",84,2,22,24,14,15,7
,,,,,,,
"RURAL (066)",12865,294,5145,2531,2263,1691,941
"Jefe o Jefa (067)",3400,,5,485,1189,1085,636
"Esposa(o) / compañera(o) (068)",2123,,3,529,919,519,153
"Hijo(a) / hijastro(a) (069)",6380,252,4700,1313,100,15,
"Yerno / nuera (070)",68,,3,54,10,1,
"Nieto(a) (071)",339,28,266,41,4,,
"Padres / suegros (072)",156,,,,2,34,120
"Otro(a) pariente (073)",314,11,143,82,29,27,22
"Trabajador(a) del hogar (074)",12,,2,4,2,3,1
"Otro(a) no pariente (076)",73,3,23,23,8,7,9
"Hombres (077)",6383,153,2617,1303,1141,794,375
"Jefe o Jefa (078)",2413,,2,387,991,720,313
"Esposa(o) / compañera(o) (079)",141,,3,28,59,37,14
"Hijo(a) / hijastro(a) (080)",3351,133,2383,768,61,6,
"Yerno / nuera (081)",33,,3,22,7,1,
"Nieto(a) (082)",168,14,127,24,3,,
"Padres / suegros (083)",47,,,,2,10,35
"Otro(a) pariente (084)",171,5,79,55,13,13,6
"Trabajador(a) del hogar (085)",7,,1,2,1,2,1
"Otro(a) no pariente (087)",52,1,19,17,4,5,6
"Mujeres (088)",6482,141,2528,1228,1122,897,566
"Jefe o Jefa (089)",987,,3,98,198,365,323
"Esposa(o) / compañera(o) (090)",1982,,,501,860,482,139
"Hijo(a) / hijastro(a) (091)",3029,119,2317,545,39,9,
"Yerno / nuera (092)",35,,,32,3,,
"Nieto(a) (093)",171,14,139,17,1,,
"Padres / suegros (094)",109,,,,,24,85
"Otro(a) pariente (095)",143,6,64,27,16,14,16
"Trabajador(a) del hogar (096)",5,,1,2,1,1,
"Otro(a) no pariente (098)",21,2,4,6,4,2,3
