"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia GENERAL SANCHEZ CERRO (000)",11359,5606,144,242,4910,226,2,45,3,181
"Hombres (001)",4250,2894,103,167,812,124,2,23,2,123
"Mujeres (002)",7109,2712,41,75,4098,102,,22,1,58
"De 06 a 14 años (003)",3497,3384,,,50,35,,1,,27
"Hombres (004)",1790,1734,,,22,22,,1,,11
"Mujeres (005)",1707,1650,,,28,13,,,,16
"De 15 a 29 años (006)",3389,2136,3,20,1180,,1,11,3,35
"Hombres (007)",1359,1117,1,10,204,,1,5,2,19
"Mujeres (008)",2030,1019,2,10,976,,,6,1,16
"De 30 a 44 años (009)",1504,76,6,37,1339,,1,2,,43
"Hombres (010)",274,38,3,21,176,,1,1,,34
"Mujeres (011)",1230,38,3,16,1163,,,1,,9
"De 45 a 64 años (012)",1469,8,51,59,1300,2,,6,,43
"Hombres (013)",301,5,36,36,183,2,,3,,36
"Mujeres (014)",1168,3,15,23,1117,,,3,,7
"De 65 y más años (015)",1500,2,84,126,1041,189,,25,,33
"Hombres (016)",526,,63,100,227,100,,13,,23
"Mujeres (017)",974,2,21,26,814,89,,12,,10
,,,,,,,,,,
"AREA URBANA (018)",4806,2593,102,88,1851,100,1,16,,55
"Hombres (019)",1816,1302,69,54,296,53,1,9,,32
"Mujeres (020)",2990,1291,33,34,1555,47,,7,,23
"De 06 a 14 años (021)",1492,1455,,,21,9,,,,7
"Hombres (022)",747,732,,,6,5,,,,4
"Mujeres (023)",745,723,,,15,4,,,,3
"De 15 a 29 años (024)",1606,1095,2,3,490,,1,3,,12
"Hombres (025)",634,545,,1,77,,1,2,,8
"Mujeres (026)",972,550,2,2,413,,,1,,4
"De 30 a 44 años (027)",575,38,5,16,504,,,2,,10
"Hombres (028)",113,21,2,10,72,,,1,,7
"Mujeres (029)",462,17,3,6,432,,,1,,3
"De 45 a 64 años (030)",544,5,35,28,461,1,,1,,13
"Hombres (031)",114,4,23,14,64,1,,,,8
"Mujeres (032)",430,1,12,14,397,,,1,,5
"De 65 y más años (033)",589,,60,41,375,90,,10,,13
"Hombres (034)",208,,44,29,77,47,,6,,5
"Mujeres (035)",381,,16,12,298,43,,4,,8
,,,,,,,,,,
"AREA RURAL (036)",6553,3013,42,154,3059,126,1,29,3,126
"Hombres (037)",2434,1592,34,113,516,71,1,14,2,91
"Mujeres (038)",4119,1421,8,41,2543,55,,15,1,35
"De 06 a 14 años (039)",2005,1929,,,29,26,,1,,20
"Hombres (040)",1043,1002,,,16,17,,1,,7
"Mujeres (041)",962,927,,,13,9,,,,13
"De 15 a 29 años (042)",1783,1041,1,17,690,,,8,3,23
"Hombres (043)",725,572,1,9,127,,,3,2,11
"Mujeres (044)",1058,469,,8,563,,,5,1,12
"De 30 a 44 años (045)",929,38,1,21,835,,1,,,33
"Hombres (046)",161,17,1,11,104,,1,,,27
"Mujeres (047)",768,21,,10,731,,,,,6
"De 45 a 64 años (048)",925,3,16,31,839,1,,5,,30
"Hombres (049)",187,1,13,22,119,1,,3,,28
"Mujeres (050)",738,2,3,9,720,,,2,,2
"De 65 y más años (051)",911,2,24,85,666,99,,15,,20
"Hombres (052)",318,,19,71,150,53,,7,,18
"Mujeres (053)",593,2,5,14,516,46,,8,,2
