"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia HUACAYBAMBA (000)",232,78,154
"De 14 a 29 años (001)",111,56,55
"De 30 a 44 años (002)",62,15,47
"De 45 a 64 años (003)",41,7,34
"De 65 y más años (004)",18,,18
"Hombres (005)",186,52,134
"De 14 a 29 años (006)",84,37,47
"De 30 a 44 años (007)",56,10,46
"De 45 a 64 años (008)",32,5,27
"De 65 y más años (009)",14,,14
"Mujeres (010)",46,26,20
"De 14 a 29 años (011)",27,19,8
"De 30 a 44 años (012)",6,5,1
"De 45 a 64 años (013)",9,2,7
"De 65 y más años (014)",4,,4
,,,
"AREA URBANA (015)",52,13,39
"De 14 a 29 años (016)",20,6,14
"De 30 a 44 años (017)",20,4,16
"De 45 a 64 años (018)",11,3,8
"De 65 y más años (019)",1,,1
"Hombres (020)",46,11,35
"De 14 a 29 años (021)",17,4,13
"De 30 a 44 años (022)",20,4,16
"De 45 a 64 años (023)",9,3,6
"Mujeres (025)",6,2,4
"De 14 a 29 años (026)",3,2,1
"De 45 a 64 años (028)",2,,2
"De 65 y más años (029)",1,,1
,,,
"AREA RURAL (030)",180,65,115
"De 14 a 29 años (031)",91,50,41
"De 30 a 44 años (032)",42,11,31
"De 45 a 64 años (033)",30,4,26
"De 65 y más años (034)",17,,17
"Hombres (035)",140,41,99
"De 14 a 29 años (036)",67,33,34
"De 30 a 44 años (037)",36,6,30
"De 45 a 64 años (038)",23,2,21
"De 65 y más años (039)",14,,14
"Mujeres (040)",40,24,16
"De 14 a 29 años (041)",24,17,7
"De 30 a 44 años (042)",6,5,1
"De 45 a 64 años (043)",7,2,5
"De 65 y más años (044)",3,,3
