"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia PIURA (000)",226138,67601,45052,88942,4657,12086,7800
"Sin nivel (001)",12878,580,4073,6322,262,1178,463
"Educación inicial (002)",174,26,34,56,2,43,13
"Primaria (003)",52343,3624,16048,23979,1114,4652,2926
"Secundaria (004)",73009,14932,17640,31842,1282,4266,3047
"Superior no univ. incompleta (005)",16153,5968,2265,6508,295,568,549
"Superior no univ. completa (006)",30500,16254,2810,9706,596,669,465
"Superior univ. incompleta (007)",12401,6276,1065,4152,352,373,183
"Superior univ. completa (008)",28680,19941,1117,6377,754,337,154
"Hombres (010)",153613,37611,39734,64947,3467,7613,241
"Sin nivel (011)",8528,278,3385,4084,196,566,19
"Educación inicial (012)",118,14,30,41,1,31,1
"Primaria (013)",38300,2209,14050,17874,907,3205,55
"Secundaria (014)",54880,10169,15973,24672,1006,2948,112
"Superior no univ. incompleta (015)",10411,3399,1929,4571,202,294,16
"Superior no univ. completa (016)",16641,7413,2453,6167,340,248,20
"Superior univ. incompleta (017)",8123,3672,920,3086,255,179,11
"Superior univ. completa (018)",16612,10457,994,4452,560,142,7
"Mujeres (020)",72525,29990,5318,23995,1190,4473,7559
"Sin nivel (021)",4350,302,688,2238,66,612,444
"Educación inicial (022)",56,12,4,15,1,12,12
"Primaria (023)",14043,1415,1998,6105,207,1447,2871
"Secundaria (024)",18129,4763,1667,7170,276,1318,2935
"Superior no univ. incompleta (025)",5742,2569,336,1937,93,274,533
"Superior no univ. completa (026)",13859,8841,357,3539,256,421,445
"Superior univ. incompleta (027)",4278,2604,145,1066,97,194,172
"Superior univ. completa (028)",12068,9484,123,1925,194,195,147
,,,,,,,
"URBANA (030)",197951,66623,31864,78982,4022,8990,7470
"Sin nivel (031)",8184,533,1871,4381,170,793,436
"Educación inicial (032)",159,24,28,52,2,42,11
"Primaria (033)",38907,3472,9412,19234,780,3255,2754
"Secundaria (034)",65047,14687,13912,29249,1118,3145,2936
"Superior no univ. incompleta (035)",15506,5877,2026,6298,287,475,543
"Superior no univ. completa (036)",29729,16008,2606,9472,580,606,457
"Superior univ. incompleta (037)",12205,6242,998,4071,346,365,183
"Superior univ. completa (038)",28214,19780,1011,6225,739,309,150
"Hombres (040)",128304,37010,27137,55995,2866,5067,229
"Sin nivel (041)",4423,245,1336,2395,113,316,18
"Educación inicial (042)",105,12,24,37,1,30,1
"Primaria (043)",26109,2097,7711,13595,587,2071,48
"Secundaria (044)",47534,9986,12357,22287,850,1946,108
"Superior no univ. incompleta (045)",9871,3356,1702,4388,195,214,16
"Superior no univ. completa (046)",16065,7298,2262,5964,325,196,20
"Superior univ. incompleta (047)",7952,3650,856,3013,249,173,11
"Superior univ. completa (048)",16245,10366,889,4316,546,121,7
"Mujeres (050)",69647,29613,4727,22987,1156,3923,7241
"Sin nivel (051)",3761,288,535,1986,57,477,418
"Educación inicial (052)",54,12,4,15,1,12,10
"Primaria (053)",12798,1375,1701,5639,193,1184,2706
"Secundaria (054)",17513,4701,1555,6962,268,1199,2828
"Superior no univ. incompleta (055)",5635,2521,324,1910,92,261,527
"Superior no univ. completa (056)",13664,8710,344,3508,255,410,437
"Superior univ. incompleta (057)",4253,2592,142,1058,97,192,172
"Superior univ. completa (058)",11969,9414,122,1909,193,188,143
,,,,,,,
"RURAL (060)",28187,978,13188,9960,635,3096,330
"Sin nivel (061)",4694,47,2202,1941,92,385,27
"Educación inicial (062)",15,2,6,4,,1,2
"Primaria (063)",13436,152,6636,4745,334,1397,172
"Secundaria (064)",7962,245,3728,2593,164,1121,111
"Superior no univ. incompleta (065)",647,91,239,210,8,93,6
"Superior no univ. completa (066)",771,246,204,234,16,63,8
"Superior univ. incompleta (067)",196,34,67,81,6,8,
"Superior univ. completa (068)",466,161,106,152,15,28,4
"Hombres (070)",25309,601,12597,8952,601,2546,12
"Sin nivel (071)",4105,33,2049,1689,83,250,1
"Educación inicial (072)",13,2,6,4,,1,
"Primaria (073)",12191,112,6339,4279,320,1134,7
"Secundaria (074)",7346,183,3616,2385,156,1002,4
"Superior no univ. incompleta (075)",540,43,227,183,7,80,
"Superior no univ. completa (076)",576,115,191,203,15,52,
"Superior univ. incompleta (077)",171,22,64,73,6,6,
"Superior univ. completa (078)",367,91,105,136,14,21,
"Mujeres (080)",2878,377,591,1008,34,550,318
"Sin nivel (081)",589,14,153,252,9,135,26
"Educación inicial (082)",2,,,,,,2
"Primaria (083)",1245,40,297,466,14,263,165
"Secundaria (084)",616,62,112,208,8,119,107
"Superior no univ. incompleta (085)",107,48,12,27,1,13,6
"Superior no univ. completa (086)",195,131,13,31,1,11,8
"Superior univ. incompleta (087)",25,12,3,8,,2,
"Superior univ. completa (088)",99,70,1,16,1,7,4
