"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia LUCANAS (000)",61731,10174,1480,22919,18726,2276,3445,867,1844
"Quechua (001)",26153,6726,343,10694,6219,577,1031,163,400
"Aymara (002)",152,12,1,46,64,4,17,1,7
"Ashaninca (003)",7,2,,1,3,,,1,
"Otra lengua nativa (004)",49,2,4,14,15,2,7,3,2
"Castellano (005)",35282,3376,1130,12148,12422,1692,2389,699,1426
"Idioma extranjero (006)",10,,,,1,,,,9
"Es sordomudo/a (007)",78,56,2,16,2,1,1,,
"Hombres (009)",31749,3402,804,12018,10937,1225,1729,552,1082
"Quechua (010)",12745,1782,190,5649,3773,364,596,116,275
"Aymara (011)",85,5,,20,41,1,12,,6
"Ashaninca (012)",6,2,,1,2,,,1,
"Otra lengua nativa (013)",33,2,2,8,11,2,3,3,2
"Castellano (014)",18820,1575,611,6326,7108,857,1118,432,793
"Idioma extranjero (015)",6,,,,,,,,6
"Es sordomudo/a (016)",54,36,1,14,2,1,,,
"Mujeres (018)",29982,6772,676,10901,7789,1051,1716,315,762
"Quechua (019)",13408,4944,153,5045,2446,213,435,47,125
"Aymara (020)",67,7,1,26,23,3,5,1,1
"Ashaninca (021)",1,,,,1,,,,
"Otra lengua nativa (022)",16,,2,6,4,,4,,
"Castellano (023)",16462,1801,519,5822,5314,835,1271,267,633
"Idioma extranjero (024)",4,,,,1,,,,3
"Es sordomudo/a (025)",24,20,1,2,,,1,,
,,,,,,,,,
"URBANA (027)",36331,5235,908,11892,11519,1793,2799,669,1516
"Quechua (028)",15273,3431,144,5610,4228,468,907,136,349
"Aymara (029)",68,7,,23,18,3,12,1,4
"Ashaninca (030)",5,2,,1,1,,,1,
"Otra lengua nativa (031)",45,1,3,13,15,2,7,3,1
"Castellano (032)",20906,1778,760,6241,7255,1319,1872,528,1153
"Idioma extranjero (033)",10,,,,1,,,,9
"Es sordomudo/a (034)",24,16,1,4,1,1,1,,
"Hombres (036)",18056,1677,474,5970,6370,917,1361,399,888
"Quechua (037)",7270,786,74,2800,2481,285,511,92,241
"Aymara (038)",33,3,,8,10,1,8,,3
"Ashaninca (039)",5,2,,1,1,,,1,
"Otra lengua nativa (040)",30,1,2,7,11,2,3,3,1
"Castellano (041)",10694,873,397,3151,3866,628,839,303,637
"Idioma extranjero (042)",6,,,,,,,,6
"Es sordomudo/a (043)",18,12,1,3,1,1,,,
"Mujeres (045)",18275,3558,434,5922,5149,876,1438,270,628
"Quechua (046)",8003,2645,70,2810,1747,183,396,44,108
"Aymara (047)",35,4,,15,8,2,4,1,1
"Otra lengua nativa (049)",15,,1,6,4,,4,,
"Castellano (050)",10212,905,363,3090,3389,691,1033,225,516
"Idioma extranjero (051)",4,,,,1,,,,3
"Es sordomudo/a (052)",6,4,,1,,,1,,
,,,,,,,,,
"RURAL (054)",25400,4939,572,11027,7207,483,646,198,328
"Quechua (055)",10880,3295,199,5084,1991,109,124,27,51
"Aymara (056)",84,5,1,23,46,1,5,,3
"Ashaninca (057)",2,,,,2,,,,
"Otra lengua nativa (058)",4,1,1,1,,,,,1
"Castellano (059)",14376,1598,370,5907,5167,373,517,171,273
"Es sordomudo/a (061)",54,40,1,12,1,,,,
"Hombres (063)",13693,1725,330,6048,4567,308,368,153,194
"Quechua (064)",5475,996,116,2849,1292,79,85,24,34
"Aymara (065)",52,2,,12,31,,4,,3
"Ashaninca (066)",1,,,,1,,,,
"Otra lengua nativa (067)",3,1,,1,,,,,1
"Castellano (068)",8126,702,214,3175,3242,229,279,129,156
"Es sordomudo/a (070)",36,24,,11,1,,,,
"Mujeres (072)",11707,3214,242,4979,2640,175,278,45,134
"Quechua (073)",5405,2299,83,2235,699,30,39,3,17
"Aymara (074)",32,3,1,11,15,1,1,,
"Ashaninca (075)",1,,,,1,,,,
"Otra lengua nativa (076)",1,,1,,,,,,
"Castellano (077)",6250,896,156,2732,1925,144,238,42,117
"Es sordomudo/a (079)",18,16,1,1,,,,,
