"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia CONDESUYOS",,,,,,,,
"Viviendas particulares (001)",5412,3981,1335,22,11,24,7,32
"Ocupantes presentes (002)",17146,12763,4135,67,19,64,20,78
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",4210,2867,1255,20,11,21,7,29
"Ocupantes presentes (005)",13482,9338,3909,65,19,58,20,73
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",12,,12,,,,,
"Ocupantes presentes (011)",38,,38,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",50,15,33,1,,,,1
"Ocupantes presentes (014)",127,33,90,1,,,,3
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",1114,1084,29,,,1,,
"Ocupantes presentes (017)",3440,3353,83,,,4,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",12,7,1,,,2,,2
"Ocupantes presentes (020)",30,25,1,,,2,,2
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",13,7,5,1,,,,
"Ocupantes presentes (023)",26,11,14,1,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (025)",1,1,,,,,,
"Ocupantes presentes (026)",3,3,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",2403,1232,1090,22,8,19,3,29
"Ocupantes presentes (029)",7555,4025,3320,67,15,50,8,70
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",2321,1207,1040,20,8,17,3,26
"Ocupantes presentes (032)",7350,3964,3185,65,15,48,8,65
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",12,,12,,,,,
"Ocupantes presentes (038)",38,,38,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",50,15,33,1,,,,1
"Ocupantes presentes (041)",127,33,90,1,,,,3
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",12,7,1,,,2,,2
"Ocupantes presentes (047)",30,25,1,,,2,,2
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",8,3,4,1,,,,
"Ocupantes presentes (050)",10,3,6,1,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",3009,2749,245,,3,5,4,3
"Ocupantes presentes (056)",9591,8738,815,,4,14,12,8
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",1889,1660,215,,3,4,4,3
"Ocupantes presentes (059)",6132,5374,724,,4,10,12,8
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",1114,1084,29,,,1,,
"Ocupantes presentes (071)",3440,3353,83,,,4,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",5,4,1,,,,,
"Ocupantes presentes (077)",16,8,8,,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (079)",1,1,,,,,,
"Ocupantes presentes (080)",3,3,,,,,,
