"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CHICLAYO (000)",15183,195,8360,4023,2211,394
"Conviviente (001)",2792,3,1122,1107,487,73
"Separado(a) (002)",654,,195,271,157,31
"Casado(a) (003)",2770,,431,1039,1094,206
"Viudo(a) (004)",151,,5,40,62,44
"Divorciado(a) (005)",55,,5,21,25,4
"Soltero(a) (006)",8761,192,6602,1545,386,36
"Hombres (008)",9982,134,5119,2630,1752,347
"Conviviente (009)",2007,3,697,820,418,69
"Separado(a) (010)",295,,61,119,94,21
"Casado(a) (011)",2016,,228,687,910,191
"Viudo(a) (012)",72,,1,12,27,32
"Divorciado(a) (013)",37,,4,10,19,4
"Soltero(a) (014)",5555,131,4128,982,284,30
"Mujeres (016)",5201,61,3241,1393,459,47
"Conviviente (017)",785,,425,287,69,4
"Separado(a) (018)",359,,134,152,63,10
"Casado(a) (019)",754,,203,352,184,15
"Viudo(a) (020)",79,,4,28,35,12
"Divorciado(a) (021)",18,,1,11,6,
"Soltero(a) (022)",3206,61,2474,563,102,6
,,,,,,
"AREA URBANA (024)",14122,159,7767,3759,2067,370
"Conviviente (025)",2559,3,1053,1002,432,69
"Separado(a) (026)",628,,183,261,153,31
"Casado(a) (027)",2608,,403,974,1037,194
"Viudo(a) (028)",146,,5,40,61,40
"Divorciado(a) (029)",54,,5,21,24,4
"Soltero(a) (030)",8127,156,6118,1461,360,32
"Hombres (032)",9181,108,4723,2411,1614,325
"Conviviente (033)",1800,3,638,729,365,65
"Separado(a) (034)",282,,57,114,90,21
"Casado(a) (035)",1868,,207,625,857,179
"Viudo(a) (036)",69,,1,12,26,30
"Divorciado(a) (037)",36,,4,10,18,4
"Soltero(a) (038)",5126,105,3816,921,258,26
"Mujeres (040)",4941,51,3044,1348,453,45
"Conviviente (041)",759,,415,273,67,4
"Separado(a) (042)",346,,126,147,63,10
"Casado(a) (043)",740,,196,349,180,15
"Viudo(a) (044)",77,,4,28,35,10
"Divorciado(a) (045)",18,,1,11,6,
"Soltero(a) (046)",3001,51,2302,540,102,6
,,,,,,
"AREA RURAL (048)",1061,36,593,264,144,24
"Conviviente (049)",233,,69,105,55,4
"Separado(a) (050)",26,,12,10,4,
"Casado(a) (051)",162,,28,65,57,12
"Viudo(a) (052)",5,,,,1,4
"Divorciado(a) (053)",1,,,,1,
"Soltero(a) (054)",634,36,484,84,26,4
"Hombres (056)",801,26,396,219,138,22
"Conviviente (057)",207,,59,91,53,4
"Separado(a) (058)",13,,4,5,4,
"Casado(a) (059)",148,,21,62,53,12
"Viudo(a) (060)",3,,,,1,2
"Divorciado(a) (061)",1,,,,1,
"Soltero(a) (062)",429,26,312,61,26,4
"Mujeres (064)",260,10,197,45,6,2
"Conviviente (065)",26,,10,14,2,
"Separado(a) (066)",13,,8,5,,
"Casado(a) (067)",14,,7,3,4,
"Viudo(a) (068)",2,,,,,2
"Soltero(a) (070)",205,10,172,23,,
