"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia LORETO (000)",13193,627,7481,2593,605,185,116,38,8,,1540
"Conviviente (001)",8273,402,4801,1550,341,110,54,19,4,,992
"Separado(a) (002)",419,13,222,106,24,6,6,1,1,,40
"Casado(a) (003)",3032,130,1790,629,164,44,38,14,1,,222
"Viudo(a) (004)",568,42,294,99,25,10,12,3,2,,81
"Divorciado(a) (005)",17,1,7,2,3,3,,,,,1
"Soltero(a) (006)",884,39,367,207,48,12,6,1,,,204
,,,,,,,,,,,
"URBANA (008)",5812,200,3057,1289,335,98,71,28,3,,731
"Conviviente (009)",3107,94,1722,643,171,48,28,12,,,389
"Separado(a) (010)",239,4,124,66,15,4,5,1,1,,19
"Casado(a) (011)",1631,61,884,382,102,32,27,12,1,,130
"Viudo(a) (012)",276,19,128,52,11,6,8,2,1,,49
"Divorciado(a) (013)",10,1,3,2,2,1,,,,,1
"Soltero(a) (014)",549,21,196,144,34,7,3,1,,,143
,,,,,,,,,,,
"RURAL (016)",7381,427,4424,1304,270,87,45,10,5,,809
"Conviviente (017)",5166,308,3079,907,170,62,26,7,4,,603
"Separado(a) (018)",180,9,98,40,9,2,1,,,,21
"Casado(a) (019)",1401,69,906,247,62,12,11,2,,,92
"Viudo(a) (020)",292,23,166,47,14,4,4,1,1,,32
"Divorciado(a) (021)",7,,4,,1,2,,,,,
"Soltero(a) (022)",335,18,171,63,14,5,3,,,,61
