"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia JULCAN (000)",30470,16276,588,308,13311
"Sin Nivel (001)",7272,3818,92,58,3308
"Educación Inicial (002)",825,708,9,17,92
"Primaria (003)",16665,9323,205,152,6992
"Secundaria (004)",4660,2215,110,47,2288
"Sup. no Univ. Incompleta (005)",299,77,15,3,204
"Sup. no Univ. Completa (006)",291,51,65,10,165
"Sup. Univ. Incompleta (007)",87,26,7,1,53
"Sup. Univ. Completa (008)",371,58,85,20,209
"Hombres (010)",15260,7605,286,139,7237
"Sin Nivel (011)",2668,1515,35,21,1098
"Educación Inicial (012)",390,336,4,6,44
"Primaria (013)",8817,4490,95,58,4179
"Secundaria (014)",2773,1170,61,30,1512
"Sup. no Univ. Incompleta (015)",154,27,8,3,116
"Sup. no Univ. Completa (016)",161,25,32,8,96
"Sup. Univ. Incompleta (017)",62,16,5,1,40
"Sup. Univ. Completa (018)",235,26,46,12,152
"Mujeres (020)",15210,8671,302,169,6074
"Sin Nivel (021)",4604,2303,57,37,2210
"Educación Inicial (022)",435,372,5,11,48
"Primaria (023)",7848,4833,110,94,2813
"Secundaria (024)",1887,1045,49,17,776
"Sup. no Univ. Incompleta (025)",145,50,7,,88
"Sup. no Univ. Completa (026)",130,26,33,2,69
"Sup. Univ. Incompleta (027)",25,10,2,,13
"Sup. Univ. Completa (028)",136,32,39,8,57
,,,,,
"URBANA (030)",4571,1957,322,66,2227
"Sin Nivel (031)",858,405,40,8,405
"Educación Inicial (032)",116,89,8,2,17
"Primaria (033)",2050,952,85,21,992
"Secundaria (034)",1029,428,75,13,513
"Sup. no Univ. Incompleta (035)",114,16,12,2,84
"Sup. no Univ. Completa (036)",162,31,42,7,82
"Sup. Univ. Incompleta (037)",41,6,6,,29
"Sup. Univ. Completa (038)",201,30,54,13,105
"Hombres (040)",2212,886,161,43,1123
"Sin Nivel (041)",274,144,18,4,108
"Educación Inicial (042)",48,38,3,,7
"Primaria (043)",1022,453,34,12,523
"Secundaria (044)",590,212,46,11,321
"Sup. no Univ. Incompleta (045)",59,9,7,2,41
"Sup. no Univ. Completa (046)",74,15,18,5,36
"Sup. Univ. Incompleta (047)",24,2,4,,18
"Sup. Univ. Completa (048)",121,13,31,9,69
"Mujeres (050)",2359,1071,161,23,1104
"Sin Nivel (051)",584,261,22,4,297
"Educación Inicial (052)",68,51,5,2,10
"Primaria (053)",1028,499,51,9,469
"Secundaria (054)",439,216,29,2,192
"Sup. no Univ. Incompleta (055)",55,7,5,,43
"Sup. no Univ. Completa (056)",88,16,24,2,46
"Sup. Univ. Incompleta (057)",17,4,2,,11
"Sup. Univ. Completa (058)",80,17,23,4,36
,,,,,
"RURAL (060)",25899,14319,266,242,11084
"Sin Nivel (061)",6414,3413,52,50,2903
"Educación Inicial (062)",709,619,1,15,75
"Primaria (063)",14615,8371,120,131,6000
"Secundaria (064)",3631,1787,35,34,1775
"Sup. no Univ. Incompleta (065)",185,61,3,1,120
"Sup. no Univ. Completa (066)",129,20,23,3,83
"Sup. Univ. Incompleta (067)",46,20,1,1,24
"Sup. Univ. Completa (068)",170,28,31,7,104
"Hombres (070)",13048,6719,125,96,6114
"Sin Nivel (071)",2394,1371,17,17,990
"Educación Inicial (072)",342,298,1,6,37
"Primaria (073)",7795,4037,61,46,3656
"Secundaria (074)",2183,958,15,19,1191
"Sup. no Univ. Incompleta (075)",95,18,1,1,75
"Sup. no Univ. Completa (076)",87,10,14,3,60
"Sup. Univ. Incompleta (077)",38,14,1,1,22
"Sup. Univ. Completa (078)",114,13,15,3,83
"Mujeres (080)",12851,7600,141,146,4970
"Sin Nivel (081)",4020,2042,35,33,1913
"Educación Inicial (082)",367,321,,9,38
"Primaria (083)",6820,4334,59,85,2344
"Secundaria (084)",1448,829,20,15,584
"Sup. no Univ. Incompleta (085)",90,43,2,,45
"Sup. no Univ. Completa (086)",42,10,9,,23
"Sup. Univ. Incompleta (087)",8,6,,,2
"Sup. Univ. Completa (088)",56,15,16,4,21
