"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia AIJA (000)",167,2,76,50,28,11
"Conviviente (001)",58,,26,24,7,1
"Separado(a) (002)",4,,,2,,2
"Casado(a) (003)",36,,2,14,15,5
"Viudo(a) (004)",4,,,,3,1
"Soltero(a) (006)",65,2,48,10,3,2
"Hombres (008)",152,2,65,47,27,11
"Conviviente (009)",56,,24,24,7,1
"Separado(a) (010)",4,,,2,,2
"Casado(a) (011)",35,,2,13,15,5
"Viudo(a) (012)",4,,,,3,1
"Soltero(a) (014)",53,2,39,8,2,2
"Mujeres (016)",15,,11,3,1,
"Conviviente (017)",2,,2,,,
"Casado(a) (019)",1,,,1,,
"Soltero(a) (022)",12,,9,2,1,
,,,,,,
"AREA URBANA (024)",47,,22,13,6,6
"Conviviente (025)",17,,6,8,2,1
"Separado(a) (026)",1,,,,,1
"Casado(a) (027)",6,,,2,3,1
"Viudo(a) (028)",2,,,,1,1
"Soltero(a) (030)",21,,16,3,,2
"Hombres (032)",38,,16,10,6,6
"Conviviente (033)",16,,5,8,2,1
"Separado(a) (034)",1,,,,,1
"Casado(a) (035)",5,,,1,3,1
"Viudo(a) (036)",2,,,,1,1
"Soltero(a) (038)",14,,11,1,,2
"Mujeres (040)",9,,6,3,,
"Conviviente (041)",1,,1,,,
"Casado(a) (043)",1,,,1,,
"Soltero(a) (046)",7,,5,2,,
,,,,,,
"AREA RURAL (048)",120,2,54,37,22,5
"Conviviente (049)",41,,20,16,5,
"Separado(a) (050)",3,,,2,,1
"Casado(a) (051)",30,,2,12,12,4
"Viudo(a) (052)",2,,,,2,
"Soltero(a) (054)",44,2,32,7,3,
"Hombres (056)",114,2,49,37,21,5
"Conviviente (057)",40,,19,16,5,
"Separado(a) (058)",3,,,2,,1
"Casado(a) (059)",30,,2,12,12,4
"Viudo(a) (060)",2,,,,2,
"Soltero(a) (062)",39,2,28,7,2,
"Mujeres (064)",6,,5,,1,
"Conviviente (065)",1,,1,,,
"Soltero(a) (070)",5,,4,,1,
