"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia BELLAVISTA (000)",49293,1165,16878,13174,10021,6023,2032
"Hombres (001)",26361,584,8692,6993,5599,3453,1040
"Mujeres (002)",22932,581,8186,6181,4422,2570,992
"Viviendas particulares (003)",48716,1164,16849,12860,9885,5936,2022
"Hombres (004)",25909,584,8673,6723,5498,3396,1035
"Mujeres (005)",22807,580,8176,6137,4387,2540,987
"Viviendas colectivas (006)",220,,2,172,22,21,3
"Hombres (007)",203,,2,165,18,17,1
"Mujeres (008)",17,,,7,4,4,2
"Otro tipo (009)",357,1,27,142,114,66,7
"Hombres (010)",249,,17,105,83,40,4
"Mujeres (011)",108,1,10,37,31,26,3
,,,,,,,
"URBANA (012)",27181,548,8656,7162,5883,3650,1282
"Hombres (013)",14321,266,4476,3737,3169,2046,627
"Mujeres (014)",12860,282,4180,3425,2714,1604,655
"Viviendas particulares (015)",26604,547,8627,6848,5747,3563,1272
"Hombres (016)",13869,266,4457,3467,3068,1989,622
"Mujeres (017)",12735,281,4170,3381,2679,1574,650
"Viviendas colectivas (018)",220,,2,172,22,21,3
"Hombres (019)",203,,2,165,18,17,1
"Mujeres (020)",17,,,7,4,4,2
"Otro tipo (021)",357,1,27,142,114,66,7
"Hombres (022)",249,,17,105,83,40,4
"Mujeres (023)",108,1,10,37,31,26,3
,,,,,,,
"RURAL (024)",22112,617,8222,6012,4138,2373,750
"Hombres (025)",12040,318,4216,3256,2430,1407,413
"Mujeres (026)",10072,299,4006,2756,1708,966,337
"Viviendas particulares (027)",22112,617,8222,6012,4138,2373,750
"Hombres (028)",12040,318,4216,3256,2430,1407,413
"Mujeres (029)",10072,299,4006,2756,1708,966,337
