"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CHUPACA (000)",19037,15756,1511,892,878
"Hombres (001)",11371,9136,978,637,620
"Mujeres (002)",7666,6620,533,255,258
"De 06 a 14 años (003)",224,206,17,1,
"Hombres (004)",132,118,14,,
"Mujeres (005)",92,88,3,1,
"De 15 a 29 años (006)",5390,4436,499,238,217
"Hombres (007)",3411,2800,310,172,129
"Mujeres (008)",1979,1636,189,66,88
"De 30 a 44 años (009)",6377,5003,565,408,401
"Hombres (010)",3744,2823,359,282,280
"Mujeres (011)",2633,2180,206,126,121
"De 45 a 64 años (012)",5280,4423,375,239,243
"Hombres (013)",3037,2407,257,178,195
"Mujeres (014)",2243,2016,118,61,48
"De 65 y más años (015)",1766,1688,55,6,17
"Hombres (016)",1047,988,38,5,16
"Mujeres (017)",719,700,17,1,1
,,,,,
"URBANA (018)",12055,9630,1032,706,687
"Hombres (019)",7154,5549,647,488,470
"Mujeres (020)",4901,4081,385,218,217
"De 06 a 14 años (021)",145,133,11,1,
"Hombres (022)",89,80,9,,
"Mujeres (023)",56,53,2,1,
"De 15 a 29 años (024)",3424,2741,348,179,156
"Hombres (025)",2155,1733,208,122,92
"Mujeres (026)",1269,1008,140,57,64
"De 30 a 44 años (027)",4211,3189,385,314,323
"Hombres (028)",2442,1776,241,209,216
"Mujeres (029)",1769,1413,144,105,107
"De 45 a 64 años (030)",3261,2612,247,207,195
"Hombres (031)",1878,1411,164,153,150
"Mujeres (032)",1383,1201,83,54,45
"De 65 y más años (033)",1014,955,41,5,13
"Hombres (034)",590,549,25,4,12
"Mujeres (035)",424,406,16,1,1
,,,,,
"RURAL (036)",6982,6126,479,186,191
"Hombres (037)",4217,3587,331,149,150
"Mujeres (038)",2765,2539,148,37,41
"De 06 a 14 años (039)",79,73,6,,
"Hombres (040)",43,38,5,,
"Mujeres (041)",36,35,1,,
"De 15 a 29 años (042)",1966,1695,151,59,61
"Hombres (043)",1256,1067,102,50,37
"Mujeres (044)",710,628,49,9,24
"De 30 a 44 años (045)",2166,1814,180,94,78
"Hombres (046)",1302,1047,118,73,64
"Mujeres (047)",864,767,62,21,14
"De 45 a 64 años (048)",2019,1811,128,32,48
"Hombres (049)",1159,996,93,25,45
"Mujeres (050)",860,815,35,7,3
"De 65 y más años (051)",752,733,14,1,4
"Hombres (052)",457,439,13,1,4
"Mujeres (053)",295,294,1,,
