"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CAJAMARCA (000)",105224,31629,20172,40256,2266,7211,3690
"Sin nivel (001)",7000,353,1081,3936,84,1120,426
"Educación inicial (002)",126,22,40,32,1,17,14
"Primaria (003)",34176,2311,7970,17639,607,3841,1808
"Secundaria (004)",30991,7494,7850,11976,690,1791,1190
"Superior no univ. incompleta (005)",3835,1771,717,1074,102,93,78
"Superior no univ. completa (006)",9725,6077,1363,1842,227,139,77
"Superior univ. incompleta (007)",4188,2303,510,1101,142,87,45
"Superior univ. completa (008)",15183,11298,641,2656,413,123,52
"Hombres (010)",73495,18257,18687,30540,1717,4185,109
"Sin nivel (011)",3598,82,784,2337,52,336,7
"Educación inicial (012)",72,9,36,19,1,7,
"Primaria (013)",26270,1315,7396,14539,512,2472,36
"Secundaria (014)",23363,4997,7450,9157,526,1188,45
"Superior no univ. incompleta (015)",2541,1033,667,720,77,40,4
"Superior no univ. completa (016)",5665,3009,1292,1162,141,56,5
"Superior univ. incompleta (017)",2825,1433,469,775,110,34,4
"Superior univ. completa (018)",9161,6379,593,1831,298,52,8
"Mujeres (020)",31729,13372,1485,9716,549,3026,3581
"Sin nivel (021)",3402,271,297,1599,32,784,419
"Educación inicial (022)",54,13,4,13,,10,14
"Primaria (023)",7906,996,574,3100,95,1369,1772
"Secundaria (024)",7628,2497,400,2819,164,603,1145
"Superior no univ. incompleta (025)",1294,738,50,354,25,53,74
"Superior no univ. completa (026)",4060,3068,71,680,86,83,72
"Superior univ. incompleta (027)",1363,870,41,326,32,53,41
"Superior univ. completa (028)",6022,4919,48,825,115,71,44
,,,,,,,
"URBANA (030)",65667,28580,10030,20709,1703,1791,2854
"Sin nivel (031)",1990,274,276,1001,20,138,281
"Educación inicial (032)",76,20,20,18,,6,12
"Primaria (033)",11976,1800,2870,5172,291,508,1335
"Secundaria (034)",21727,6486,4709,8243,550,748,991
"Superior no univ. incompleta (035)",3248,1564,485,958,91,77,73
"Superior no univ. completa (036)",8365,5482,769,1709,218,116,71
"Superior univ. incompleta (037)",3876,2183,376,1052,138,85,42
"Superior univ. completa (038)",14409,10771,525,2556,395,113,49
"Hombres (040)",40780,16077,9311,13399,1212,691,90
"Sin nivel (041)",548,57,190,267,7,22,5
"Educación inicial (042)",37,7,18,9,,3,
"Primaria (043)",7285,969,2673,3207,221,189,26
"Secundaria (044)",15182,4210,4450,5755,398,330,39
"Superior no univ. incompleta (045)",2053,886,446,623,67,28,3
"Superior no univ. completa (046)",4551,2603,711,1058,132,42,5
"Superior univ. incompleta (047)",2556,1342,340,732,106,32,4
"Superior univ. completa (048)",8568,6003,483,1748,281,45,8
"Mujeres (050)",24887,12503,719,7310,491,1100,2764
"Sin nivel (051)",1442,217,86,734,13,116,276
"Educación inicial (052)",39,13,2,9,,3,12
"Primaria (053)",4691,831,197,1965,70,319,1309
"Secundaria (054)",6545,2276,259,2488,152,418,952
"Superior no univ. incompleta (055)",1195,678,39,335,24,49,70
"Superior no univ. completa (056)",3814,2879,58,651,86,74,66
"Superior univ. incompleta (057)",1320,841,36,320,32,53,38
"Superior univ. completa (058)",5841,4768,42,808,114,68,41
,,,,,,,
"RURAL (060)",39557,3049,10142,19547,563,5420,836
"Sin nivel (061)",5010,79,805,2935,64,982,145
"Educación inicial (062)",50,2,20,14,1,11,2
"Primaria (063)",22200,511,5100,12467,316,3333,473
"Secundaria (064)",9264,1008,3141,3733,140,1043,199
"Superior no univ. incompleta (065)",587,207,232,116,11,16,5
"Superior no univ. completa (066)",1360,595,594,133,9,23,6
"Superior univ. incompleta (067)",312,120,134,49,4,2,3
"Superior univ. completa (068)",774,527,116,100,18,10,3
"Hombres (070)",32715,2180,9376,17141,505,3494,19
"Sin nivel (071)",3050,25,594,2070,45,314,2
"Educación inicial (072)",35,2,18,10,1,4,
"Primaria (073)",18985,346,4723,11332,291,2283,10
"Secundaria (074)",8181,787,3000,3402,128,858,6
"Superior no univ. incompleta (075)",488,147,221,97,10,12,1
"Superior no univ. completa (076)",1114,406,581,104,9,14,
"Superior univ. incompleta (077)",269,91,129,43,4,2,
"Superior univ. completa (078)",593,376,110,83,17,7,
"Mujeres (080)",6842,869,766,2406,58,1926,817
"Sin nivel (081)",1960,54,211,865,19,668,143
"Educación inicial (082)",15,,2,4,,7,2
"Primaria (083)",3215,165,377,1135,25,1050,463
"Secundaria (084)",1083,221,141,331,12,185,193
"Superior no univ. incompleta (085)",99,60,11,19,1,4,4
"Superior no univ. completa (086)",246,189,13,29,,9,6
"Superior univ. incompleta (087)",43,29,5,6,,,3
"Superior univ. completa (088)",181,151,6,17,1,3,3
