"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia MARAÑON",,,,,,,,,
"Hogares (001)",6239,59,30,21,22,10,13,12,6072
"Ocupantes presentes (002)",26556,195,104,73,84,48,63,54,25935
"Casa independiente",,,,,,,,,
"Hogares (004)",5469,42,20,14,10,5,7,10,5361
"Ocupantes presentes (005)",23827,157,78,50,35,23,29,45,23410
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",5,,,,,,,,5
"Ocupantes presentes (014)",23,,,,,,,,23
"Choza o cabaña",,,,,,,,,
"Hogares (016)",756,16,10,6,12,5,6,2,699
"Ocupantes presentes (017)",2673,31,26,20,49,25,34,9,2479
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",1,,,,,,,,1
"Ocupantes presentes (020)",4,,,,,,,,4
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",4,1,,,,,,,3
"Ocupantes presentes (023)",15,7,,,,,,,8
"Otro tipo",,,,,,,,,
"Hogares (025)",4,,,1,,,,,3
"Ocupantes presentes (026)",14,,,3,,,,,11
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",911,17,11,6,6,1,1,4,865
"Ocupantes presentes (029)",3943,63,45,23,22,2,6,14,3768
"Casa independiente",,,,,,,,,
"Hogares (031)",904,17,11,6,6,1,1,4,858
"Ocupantes presentes (032)",3915,63,45,23,22,2,6,14,3740
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",5,,,,,,,,5
"Ocupantes presentes (041)",23,,,,,,,,23
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",1,,,,,,,,1
"Ocupantes presentes (047)",4,,,,,,,,4
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",1,,,,,,,,1
"Ocupantes presentes (050)",1,,,,,,,,1
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",5328,42,19,15,16,9,12,8,5207
"Ocupantes presentes (056)",22613,132,59,50,62,46,57,40,22167
"Casa independiente",,,,,,,,,
"Hogares (058)",4565,25,9,8,4,4,6,6,4503
"Ocupantes presentes (059)",19912,94,33,27,13,21,23,31,19670
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",756,16,10,6,12,5,6,2,699
"Ocupantes presentes (071)",2673,31,26,20,49,25,34,9,2479
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",3,1,,,,,,,2
"Ocupantes presentes (077)",14,7,,,,,,,7
"Otro tipo",,,,,,,,,
"Hogares (079)",4,,,1,,,,,3
"Ocupantes presentes (080)",14,,,3,,,,,11
