"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia AREQUIPA (000)",780678,29008,12635,165212,244255,60766,82908,73411,112483
"Hombres (001)",373331,6207,6439,75282,123338,30581,37372,39496,54616
"Mujeres (002)",407347,22801,6196,89930,120917,30185,45536,33915,57867
"PEA (003)",362097,9044,251,37458,111670,34115,56922,33104,79533
"Hombres (004)",209027,2464,114,18901,70623,20727,31187,21368,43643
"Mujeres (005)",153070,6580,137,18557,41047,13388,25735,11736,35890
"Ocupada (006)",340701,8512,239,34966,104010,32148,53791,31228,75807
"Hombres (007)",196330,2239,103,17344,65662,19519,29531,20158,41774
"Mujeres (008)",144371,6273,136,17622,38348,12629,24260,11070,34033
"Desocupada (009)",21396,532,12,2492,7660,1967,3131,1876,3726
"Hombres (010)",12697,225,11,1557,4961,1208,1656,1210,1869
"Mujeres (011)",8699,307,1,935,2699,759,1475,666,1857
"No PEA (012)",418581,19964,12384,127754,132585,26651,25986,40307,32950
"Hombres (013)",164304,3743,6325,56381,52715,9854,6185,18128,10973
"Mujeres (014)",254277,16221,6059,71373,79870,16797,19801,22179,21977
,,,,,,,,,
"URBANA (018)",761619,27129,12279,158886,237733,59700,81798,72606,111488
"Hombres (019)",363019,5599,6269,71986,119502,29958,36707,38989,54009
"Mujeres (020)",398600,21530,6010,86900,118231,29742,45091,33617,57479
"PEA (021)",352436,8198,226,34925,108014,33501,56130,32647,78795
"Hombres (022)",202432,2095,99,17256,67946,20290,30618,21019,43109
"Mujeres (023)",150004,6103,127,17669,40068,13211,25512,11628,35686
"Ocupada (024)",331326,7691,214,32496,100469,31562,53016,30786,75092
"Hombres (025)",189937,1888,88,15743,63069,19099,28973,19819,41258
"Mujeres (026)",141389,5803,126,16753,37400,12463,24043,10967,33834
"Desocupada (027)",21110,507,12,2429,7545,1939,3114,1861,3703
"Hombres (028)",12495,207,11,1513,4877,1191,1645,1200,1851
"Mujeres (029)",8615,300,1,916,2668,748,1469,661,1852
"No PEA (030)",409183,18931,12053,123961,129719,26199,25668,39959,32693
"Hombres (031)",160587,3504,6170,54730,51556,9668,6089,17970,10900
"Mujeres (032)",248596,15427,5883,69231,78163,16531,19579,21989,21793
,,,,,,,,,
"RURAL (036)",19059,1879,356,6326,6522,1066,1110,805,995
"Hombres (037)",10312,608,170,3296,3836,623,665,507,607
"Mujeres (038)",8747,1271,186,3030,2686,443,445,298,388
"PEA (039)",9661,846,25,2533,3656,614,792,457,738
"Hombres (040)",6595,369,15,1645,2677,437,569,349,534
"Mujeres (041)",3066,477,10,888,979,177,223,108,204
"Ocupada (042)",9375,821,25,2470,3541,586,775,442,715
"Hombres (043)",6393,351,15,1601,2593,420,558,339,516
"Mujeres (044)",2982,470,10,869,948,166,217,103,199
"Desocupada (045)",286,25,,63,115,28,17,15,23
"Hombres (046)",202,18,,44,84,17,11,10,18
"Mujeres (047)",84,7,,19,31,11,6,5,5
"No PEA (048)",9398,1033,331,3793,2866,452,318,348,257
"Hombres (049)",3717,239,155,1651,1159,186,96,158,73
"Mujeres (050)",5681,794,176,2142,1707,266,222,190,184
