"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia BOLOGNESI (000)",28998,1294,6797,5107,4525,3798,2635,2001,2841
"Quechua (001)",4473,89,488,393,517,611,581,624,1170
"Aymara (002)",19,1,1,3,3,2,5,2,2
"Ashaninca (003)",6,,2,,1,2,,1,
"Otra lengua nativa (004)",87,2,27,17,22,8,5,,6
"Castellano (005)",24374,1201,6268,4687,3972,3169,2041,1374,1662
"Idioma extranjero (006)",10,,1,1,7,1,,,
"Es sordomudo/a (007)",29,1,10,6,3,5,3,,1
"Hombres (009)",15113,653,3507,2690,2512,2066,1344,983,1358
"Quechua (010)",2079,42,251,200,287,309,272,263,455
"Aymara (011)",9,,,2,2,2,1,1,1
"Ashaninca (012)",3,,1,,1,1,,,
"Otra lengua nativa (013)",52,1,15,11,16,4,2,,3
"Castellano (014)",12947,609,3232,2473,2200,1747,1068,719,899
"Idioma extranjero (015)",6,,1,1,4,,,,
"Es sordomudo/a (016)",17,1,7,3,2,3,1,,
"Mujeres (018)",13885,641,3290,2417,2013,1732,1291,1018,1483
"Quechua (019)",2394,47,237,193,230,302,309,361,715
"Aymara (020)",10,1,1,1,1,,4,1,1
"Ashaninca (021)",3,,1,,,1,,1,
"Otra lengua nativa (022)",35,1,12,6,6,4,3,,3
"Castellano (023)",11427,592,3036,2214,1772,1422,973,655,763
"Idioma extranjero (024)",4,,,,3,1,,,
"Es sordomudo/a (025)",12,,3,3,1,2,2,,1
,,,,,,,,,
"URBANA (027)",18349,782,4346,3294,2812,2406,1680,1239,1790
"Quechua (028)",1935,4,95,119,196,265,273,323,660
"Aymara (029)",12,1,,2,2,1,4,1,1
"Ashaninca (030)",4,,1,,1,1,,1,
"Otra lengua nativa (031)",86,2,27,17,22,7,5,,6
"Castellano (032)",16289,774,4216,3153,2586,2128,1396,914,1122
"Idioma extranjero (033)",7,,1,1,4,1,,,
"Es sordomudo/a (034)",16,1,6,2,1,3,2,,1
"Hombres (036)",9300,405,2240,1717,1452,1238,833,597,818
"Quechua (037)",839,2,49,63,113,128,119,139,226
"Aymara (038)",5,,,1,1,1,1,,1
"Ashaninca (039)",2,,,,1,1,,,
"Otra lengua nativa (040)",51,1,15,11,16,3,2,,3
"Castellano (041)",8389,401,2169,1640,1319,1103,711,458,588
"Idioma extranjero (042)",3,,1,1,1,,,,
"Es sordomudo/a (043)",11,1,6,1,1,2,,,
"Mujeres (045)",9049,377,2106,1577,1360,1168,847,642,972
"Quechua (046)",1096,2,46,56,83,137,154,184,434
"Aymara (047)",7,1,,1,1,,3,1,
"Ashaninca (048)",2,,1,,,,,1,
"Otra lengua nativa (049)",35,1,12,6,6,4,3,,3
"Castellano (050)",7900,373,2047,1513,1267,1025,685,456,534
"Idioma extranjero (051)",4,,,,3,1,,,
"Es sordomudo/a (052)",5,,,1,,1,2,,1
,,,,,,,,,
"RURAL (054)",10649,512,2451,1813,1713,1392,955,762,1051
"Quechua (055)",2538,85,393,274,321,346,308,301,510
"Aymara (056)",7,,1,1,1,1,1,1,1
"Ashaninca (057)",2,,1,,,1,,,
"Otra lengua nativa (058)",1,,,,,1,,,
"Castellano (059)",8085,427,2052,1534,1386,1041,645,460,540
"Idioma extranjero (060)",3,,,,3,,,,
"Es sordomudo/a (061)",13,,4,4,2,2,1,,
"Hombres (063)",5813,248,1267,973,1060,828,511,386,540
"Quechua (064)",1240,40,202,137,174,181,153,124,229
"Aymara (065)",4,,,1,1,1,,1,
"Ashaninca (066)",1,,1,,,,,,
"Otra lengua nativa (067)",1,,,,,1,,,
"Castellano (068)",4558,208,1063,833,881,644,357,261,311
"Idioma extranjero (069)",3,,,,3,,,,
"Es sordomudo/a (070)",6,,1,2,1,1,1,,
"Mujeres (072)",4836,264,1184,840,653,564,444,376,511
"Quechua (073)",1298,45,191,137,147,165,155,177,281
"Aymara (074)",3,,1,,,,1,,1
"Ashaninca (075)",1,,,,,1,,,
"Castellano (077)",3527,219,989,701,505,397,288,199,229
"Es sordomudo/a (079)",7,,3,2,1,1,,,
