"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CAJABAMBA (000)",74046,1709,26598,17979,12545,9809,5406
"Jefe o Jefa (001)",17596,,23,2851,5941,5555,3226
"Esposa(o) / compañera(o) (002)",11787,,15,2994,4356,3270,1152
"Hijo(a) / hijastro(a) (003)",33942,1247,21485,9423,1458,320,9
"Yerno / nuera (004)",914,,18,652,211,31,2
"Nieto(a) (005)",4468,342,3415,676,34,1,
"Padres / suegros (006)",930,,,,14,224,692
"Otro(a) pariente (007)",3672,112,1528,1026,403,332,271
"Trabajador(a) del hogar (008)",114,,18,72,13,7,4
"Pensionistas (009)",28,,3,13,11,1,
"Otro(a) no pariente (010)",595,8,93,272,104,68,50
"Hombres (011)",36468,878,13645,8869,5998,4575,2503
"Jefe o Jefa (012)",13273,,11,2261,4789,4091,2121
"Esposa(o) / compañera(o) (013)",468,,6,133,164,111,54
"Hijo(a) / hijastro(a) (014)",17559,636,11003,5155,645,117,3
"Yerno / nuera (015)",420,,5,258,136,21,
"Nieto(a) (016)",2327,188,1762,362,14,1,
"Padres / suegros (017)",228,,,,2,36,190
"Otro(a) pariente (018)",1848,52,798,547,185,156,110
"Trabajador(a) del hogar (019)",8,,2,4,1,1,
"Pensionistas (020)",18,,2,10,6,,
"Otro(a) no pariente (021)",319,2,56,139,56,41,25
"Mujeres (022)",37578,831,12953,9110,6547,5234,2903
"Jefe o Jefa (023)",4323,,12,590,1152,1464,1105
"Esposa(o) / compañera(o) (024)",11319,,9,2861,4192,3159,1098
"Hijo(a) / hijastro(a) (025)",16383,611,10482,4268,813,203,6
"Yerno / nuera (026)",494,,13,394,75,10,2
"Nieto(a) (027)",2141,154,1653,314,20,,
"Padres / suegros (028)",702,,,,12,188,502
"Otro(a) pariente (029)",1824,60,730,479,218,176,161
"Trabajador(a) del hogar (030)",106,,16,68,12,6,4
"Pensionistas (031)",10,,1,3,5,1,
"Otro(a) no pariente (032)",276,6,37,133,48,27,25
,,,,,,,
"URBANA (033)",17989,328,5615,4689,3444,2601,1312
"Jefe o Jefa (034)",4481,,14,647,1583,1494,743
"Esposa(o) / compañera(o) (035)",2628,,3,606,1035,757,227
"Hijo(a) / hijastro(a) (036)",7399,217,4204,2400,473,104,1
"Yerno / nuera (037)",281,,4,168,93,14,2
"Nieto(a) (038)",1182,80,900,192,9,1,
"Padres / suegros (039)",301,,,,6,73,222
"Otro(a) pariente (040)",1204,27,409,407,150,116,95
"Trabajador(a) del hogar (041)",98,,12,65,13,5,3
"Pensionistas (042)",16,,2,7,6,1,
"Otro(a) no pariente (043)",399,4,67,197,76,36,19
"Hombres (044)",8477,165,2883,2203,1518,1150,558
"Jefe o Jefa (045)",2934,,5,440,1087,967,435
"Esposa(o) / compañera(o) (046)",202,,,64,72,50,16
"Hijo(a) / hijastro(a) (047)",3703,101,2156,1225,188,33,
"Yerno / nuera (048)",139,,2,66,60,11,
"Nieto(a) (049)",627,50,468,105,3,1,
"Padres / suegros (050)",79,,,,1,14,64
"Otro(a) pariente (051)",574,12,210,196,65,54,37
"Trabajador(a) del hogar (052)",3,,,2,1,,
"Pensionistas (053)",10,,1,6,3,,
"Otro(a) no pariente (054)",206,2,41,99,38,20,6
"Mujeres (055)",9512,163,2732,2486,1926,1451,754
"Jefe o Jefa (056)",1547,,9,207,496,527,308
"Esposa(o) / compañera(o) (057)",2426,,3,542,963,707,211
"Hijo(a) / hijastro(a) (058)",3696,116,2048,1175,285,71,1
"Yerno / nuera (059)",142,,2,102,33,3,2
"Nieto(a) (060)",555,30,432,87,6,,
"Padres / suegros (061)",222,,,,5,59,158
"Otro(a) pariente (062)",630,15,199,211,85,62,58
"Trabajador(a) del hogar (063)",95,,12,63,12,5,3
"Pensionistas (064)",6,,1,1,3,1,
"Otro(a) no pariente (065)",193,2,26,98,38,16,13
,,,,,,,
"RURAL (066)",56057,1381,20983,13290,9101,7208,4094
"Jefe o Jefa (067)",13115,,9,2204,4358,4061,2483
"Esposa(o) / compañera(o) (068)",9159,,12,2388,3321,2513,925
"Hijo(a) / hijastro(a) (069)",26543,1030,17281,7023,985,216,8
"Yerno / nuera (070)",633,,14,484,118,17,
"Nieto(a) (071)",3286,262,2515,484,25,,
"Padres / suegros (072)",629,,,,8,151,470
"Otro(a) pariente (073)",2468,85,1119,619,253,216,176
"Trabajador(a) del hogar (074)",16,,6,7,,2,1
"Pensionistas (075)",12,,1,6,5,,
"Otro(a) no pariente (076)",196,4,26,75,28,32,31
"Hombres (077)",27991,713,10762,6666,4480,3425,1945
"Jefe o Jefa (078)",10339,,6,1821,3702,3124,1686
"Esposa(o) / compañera(o) (079)",266,,6,69,92,61,38
"Hijo(a) / hijastro(a) (080)",13856,535,8847,3930,457,84,3
"Yerno / nuera (081)",281,,3,192,76,10,
"Nieto(a) (082)",1700,138,1294,257,11,,
"Padres / suegros (083)",149,,,,1,22,126
"Otro(a) pariente (084)",1274,40,588,351,120,102,73
"Trabajador(a) del hogar (085)",5,,2,2,,1,
"Pensionistas (086)",8,,1,4,3,,
"Otro(a) no pariente (087)",113,,15,40,18,21,19
"Mujeres (088)",28066,668,10221,6624,4621,3783,2149
"Jefe o Jefa (089)",2776,,3,383,656,937,797
"Esposa(o) / compañera(o) (090)",8893,,6,2319,3229,2452,887
"Hijo(a) / hijastro(a) (091)",12687,495,8434,3093,528,132,5
"Yerno / nuera (092)",352,,11,292,42,7,
"Nieto(a) (093)",1586,124,1221,227,14,,
"Padres / suegros (094)",480,,,,7,129,344
"Otro(a) pariente (095)",1194,45,531,268,133,114,103
"Trabajador(a) del hogar (096)",11,,4,5,,1,1
"Pensionistas (097)",4,,,2,2,,
