"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia PALPA (000)",177,2,94,36,38,7
"Conviviente (001)",46,,17,17,10,2
"Separado(a) (002)",9,,2,,5,2
"Casado(a) (003)",32,,4,8,18,2
"Viudo(a) (004)",5,,,2,2,1
"Soltero(a) (006)",85,2,71,9,3,
"Hombres (008)",126,2,55,28,34,7
"Conviviente (009)",35,,11,15,7,2
"Separado(a) (010)",7,,,,5,2
"Casado(a) (011)",25,,1,5,17,2
"Viudo(a) (012)",5,,,2,2,1
"Soltero(a) (014)",54,2,43,6,3,
"Mujeres (016)",51,,39,8,4,
"Conviviente (017)",11,,6,2,3,
"Separado(a) (018)",2,,2,,,
"Casado(a) (019)",7,,3,3,1,
"Soltero(a) (022)",31,,28,3,,
,,,,,,
"AREA URBANA (024)",120,1,60,26,27,6
"Conviviente (025)",31,,10,12,8,1
"Separado(a) (026)",6,,1,,3,2
"Casado(a) (027)",24,,3,6,13,2
"Viudo(a) (028)",4,,,2,1,1
"Soltero(a) (030)",55,1,46,6,2,
"Hombres (032)",88,1,36,21,24,6
"Conviviente (033)",23,,6,10,6,1
"Separado(a) (034)",5,,,,3,2
"Casado(a) (035)",19,,1,4,12,2
"Viudo(a) (036)",4,,,2,1,1
"Soltero(a) (038)",37,1,29,5,2,
"Mujeres (040)",32,,24,5,3,
"Conviviente (041)",8,,4,2,2,
"Separado(a) (042)",1,,1,,,
"Casado(a) (043)",5,,2,2,1,
"Soltero(a) (046)",18,,17,1,,
,,,,,,
"AREA RURAL (048)",57,1,34,10,11,1
"Conviviente (049)",15,,7,5,2,1
"Separado(a) (050)",3,,1,,2,
"Casado(a) (051)",8,,1,2,5,
"Viudo(a) (052)",1,,,,1,
"Soltero(a) (054)",30,1,25,3,1,
"Hombres (056)",38,1,19,7,10,1
"Conviviente (057)",12,,5,5,1,1
"Separado(a) (058)",2,,,,2,
"Casado(a) (059)",6,,,1,5,
"Viudo(a) (060)",1,,,,1,
"Soltero(a) (062)",17,1,14,1,1,
"Mujeres (064)",19,,15,3,1,
"Conviviente (065)",3,,2,,1,
"Separado(a) (066)",1,,1,,,
"Casado(a) (067)",2,,1,1,,
"Soltero(a) (070)",13,,11,2,,
