"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CELENDIN (000)",22834,21808,113,4386,3907,3143,4878,3088,1652,641,1026,83939
"De 12 a 14 años (001)",53,29,1,25,3,,,,,,24,31
"De 15 a 19 años (002)",790,643,13,550,69,6,5,,,,147,726
"De 20 a 24 años (003)",2621,2300,19,1453,624,157,42,5,,,321,3378
"De 25 a 29 años (004)",2866,2675,15,919,960,495,262,23,1,,191,5590
"De 30 a 34 años (005)",2644,2539,7,462,747,603,577,127,13,3,105,7206
"De 35 a 39 años (006)",2653,2581,8,265,512,574,865,287,62,8,72,9246
"De 40 a 44 años (007)",2241,2204,5,169,286,384,732,433,151,44,37,9660
"De 45 a 49 años (008)",1888,1862,5,111,196,243,587,427,223,70,26,9262
"De 50 y más años (009)",7078,6975,40,432,510,681,1808,1786,1202,516,103,38840
"PEA (010)",4857,4583,33,1098,997,717,941,489,237,71,274,15270
"De 12 a 14 años (011)",7,4,,4,,,,,,,3,4
"De 15 a 19 años (012)",112,95,5,76,10,2,2,,,,17,110
"De 20 a 24 años (013)",472,386,5,278,74,24,5,,,,86,519
"De 25 a 29 años (014)",632,553,8,249,189,76,29,2,,,79,992
"De 30 a 34 años (015)",680,645,1,175,222,130,92,22,3,,35,1558
"De 35 a 39 años (016)",706,680,2,111,189,155,177,37,8,1,26,2037
"De 40 a 44 años (017)",583,576,2,78,118,114,170,70,17,7,7,2057
"De 45 a 49 años (018)",470,465,3,35,80,72,154,79,36,6,5,1967
"De 50 y más años (019)",1195,1179,7,92,115,144,312,279,173,57,16,6026
"Ocupada (020)",4633,4388,31,1030,956,697,905,470,229,70,245,14703
"De 12 a 14 años (021)",6,3,,3,,,,,,,3,3
