"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia HUAYTARA",,,,
"Viviendas particulares (001)",2853,1463,825,565
"Ocupantes presentes (002)",8900,4739,2439,1722
"Casa independiente",,,,
"Viviendas particulares (004)",2756,1434,800,522
"Ocupantes presentes (005)",8535,4639,2356,1540
"Departamento en edificio",,,,
"Viviendas particulares (007)",6,6,,
"Ocupantes presentes (008)",24,24,,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",18,8,10,
"Ocupantes presentes (011)",61,32,29,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",30,12,15,3
"Ocupantes presentes (014)",98,39,54,5
"Choza o cabaña",,,,
"Viviendas particulares (016)",38,,,38
"Ocupantes presentes (017)",175,,,175
"Vivienda improvisada",,,,
"Viviendas particulares (019)",1,1,,
"Ocupantes presentes (020)",1,1,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",4,2,,2
"Ocupantes presentes (023)",6,4,,2
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",2687,1386,779,522
"Ocupantes presentes (029)",8359,4460,2320,1579
"Casa independiente",,,,
"Viviendas particulares (031)",2595,1357,755,483
"Ocupantes presentes (032)",8016,4360,2239,1417
"Departamento en edificio",,,,
"Viviendas particulares (034)",6,6,,
"Ocupantes presentes (035)",24,24,,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",17,8,9,
"Ocupantes presentes (038)",59,32,27,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",30,12,15,3
"Ocupantes presentes (041)",98,39,54,5
"Choza o cabaña",,,,
"Viviendas particulares (043)",34,,,34
"Ocupantes presentes (044)",155,,,155
"Vivienda improvisada",,,,
"Viviendas particulares (046)",1,1,,
"Ocupantes presentes (047)",1,1,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",4,2,,2
"Ocupantes presentes (050)",6,4,,2
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",166,77,46,43
"Ocupantes presentes (056)",541,279,119,143
"Casa independiente",,,,
"Viviendas particulares (058)",161,77,45,39
"Ocupantes presentes (059)",519,279,117,123
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",1,,1,
"Ocupantes presentes (065)",2,,2,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (070)",4,,,4
"Ocupantes presentes (071)",20,,,20
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",1499,997,287,215
"Ocupantes presentes (110)",4865,3284,919,662
"Casa independiente",,,,
"Viviendas particulares (112)",1442,968,262,212
"Ocupantes presentes (113)",4677,3184,836,657
"Departamento en edificio",,,,
"Viviendas particulares (115)",6,6,,
"Ocupantes presentes (116)",24,24,,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",18,8,10,
"Ocupantes presentes (119)",61,32,29,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",30,12,15,3
"Ocupantes presentes (122)",98,39,54,5
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",1,1,,
"Ocupantes presentes (128)",1,1,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",2,2,,
"Ocupantes presentes (131)",4,4,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",1388,948,261,179
"Ocupantes presentes (137)",4496,3101,849,546
"Casa independiente",,,,
"Viviendas particulares (139)",1332,919,237,176
"Ocupantes presentes (140)",4310,3001,768,541
"Departamento en edificio",,,,
"Viviendas particulares (142)",6,6,,
"Ocupantes presentes (143)",24,24,,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",17,8,9,
"Ocupantes presentes (146)",59,32,27,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",30,12,15,3
"Ocupantes presentes (149)",98,39,54,5
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",1,1,,
"Ocupantes presentes (155)",1,1,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",2,2,,
"Ocupantes presentes (158)",4,4,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",111,49,26,36
"Ocupantes presentes (164)",369,183,70,116
"Casa independiente",,,,
"Viviendas particulares (166)",110,49,25,36
"Ocupantes presentes (167)",367,183,68,116
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",1,,1,
"Ocupantes presentes (173)",2,,2,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",1354,466,538,350
"Ocupantes presentes (218)",4035,1455,1520,1060
"Casa independiente",,,,
"Viviendas particulares (220)",1314,466,538,310
"Ocupantes presentes (221)",3858,1455,1520,883
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",38,,,38
"Ocupantes presentes (233)",175,,,175
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (238)",2,,,2
"Ocupantes presentes (239)",2,,,2
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",1299,438,518,343
"Ocupantes presentes (245)",3863,1359,1471,1033
"Casa independiente",,,,
"Viviendas particulares (247)",1263,438,518,307
"Ocupantes presentes (248)",3706,1359,1471,876
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",34,,,34
"Ocupantes presentes (260)",155,,,155
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (265)",2,,,2
"Ocupantes presentes (266)",2,,,2
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",55,28,20,7
"Ocupantes presentes (272)",172,96,49,27
"Casa independiente",,,,
"Viviendas particulares (274)",51,28,20,3
"Ocupantes presentes (275)",152,96,49,7
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (286)",4,,,4
"Ocupantes presentes (287)",20,,,20
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
