"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia SAN IGNACIO (000)",43839,1281,16623,13829,9402,2704
"Empleado (001)",3274,19,1274,1468,492,21
"Obrero (002)",7466,170,3426,2212,1372,286
"Trabajador independiente (003)",22293,164,6032,7901,6186,2010
"Empleador o patrono (004)",886,2,257,290,254,83
"Trabajador familiar no remunerado (005)",9471,899,5366,1869,1042,295
"Trabajador del hogar (006)",449,27,268,89,56,9
"Hombres (008)",35163,993,13284,10946,7633,2307
"Empleado (009)",1794,12,624,823,317,18
"Obrero (010)",6529,146,3056,1923,1163,241
"Trabajador independiente (011)",19405,132,5169,6909,5401,1794
"Empleador o patrono (012)",816,1,234,268,234,79
"Trabajador familiar no remunerado (013)",6588,698,4184,1018,513,175
"Trabajador del hogar (014)",31,4,17,5,5,
"Mujeres (016)",8676,288,3339,2883,1769,397
"Empleado (017)",1480,7,650,645,175,3
"Obrero (018)",937,24,370,289,209,45
"Trabajador independiente (019)",2888,32,863,992,785,216
"Empleador o patrono (020)",70,1,23,22,20,4
"Trabajador familiar no remunerado (021)",2883,201,1182,851,529,120
"Trabajador del hogar (022)",418,23,251,84,51,9
,,,,,,
"URBANA (024)",7544,142,2590,2688,1742,382
"Empleado (025)",1964,15,752,869,313,15
"Obrero (026)",1098,13,441,356,260,28
"Trabajador independiente (027)",3418,34,920,1206,976,282
"Empleador o patrono (028)",188,1,39,64,61,23
"Trabajador familiar no remunerado (029)",698,70,318,165,113,32
"Trabajador del hogar (030)",178,9,120,28,19,2
"Hombres (032)",5231,97,1750,1798,1277,309
"Empleado (033)",1089,9,378,488,200,14
"Obrero (034)",999,13,407,324,232,23
"Trabajador independiente (035)",2609,29,706,878,760,236
"Empleador o patrono (036)",150,1,29,50,48,22
"Trabajador familiar no remunerado (037)",378,44,226,58,36,14
"Trabajador del hogar (038)",6,1,4,,1,
"Mujeres (040)",2313,45,840,890,465,73
"Empleado (041)",875,6,374,381,113,1
"Obrero (042)",99,,34,32,28,5
"Trabajador independiente (043)",809,5,214,328,216,46
"Empleador o patrono (044)",38,,10,14,13,1
"Trabajador familiar no remunerado (045)",320,26,92,107,77,18
"Trabajador del hogar (046)",172,8,116,28,18,2
,,,,,,
"RURAL (048)",36295,1139,14033,11141,7660,2322
"Empleado (049)",1310,4,522,599,179,6
"Obrero (050)",6368,157,2985,1856,1112,258
"Trabajador independiente (051)",18875,130,5112,6695,5210,1728
"Empleador o patrono (052)",698,1,218,226,193,60
"Trabajador familiar no remunerado (053)",8773,829,5048,1704,929,263
"Trabajador del hogar (054)",271,18,148,61,37,7
"Hombres (056)",29932,896,11534,9148,6356,1998
"Empleado (057)",705,3,246,335,117,4
"Obrero (058)",5530,133,2649,1599,931,218
"Trabajador independiente (059)",16796,103,4463,6031,4641,1558
"Empleador o patrono (060)",666,,205,218,186,57
"Trabajador familiar no remunerado (061)",6210,654,3958,960,477,161
"Trabajador del hogar (062)",25,3,13,5,4,
"Mujeres (064)",6363,243,2499,1993,1304,324
"Empleado (065)",605,1,276,264,62,2
"Obrero (066)",838,24,336,257,181,40
"Trabajador independiente (067)",2079,27,649,664,569,170
"Empleador o patrono (068)",32,1,13,8,7,3
"Trabajador familiar no remunerado (069)",2563,175,1090,744,452,102
"Trabajador del hogar (070)",246,15,135,56,33,7
