"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia ACOBAMBA (000)",33299,32658,641
"Hombres (001)",15939,15746,193
"Mujeres (002)",17360,16912,448
"De 18 a 29 años (003)",12384,12221,163
"Hombres (004)",6040,5963,77
"Mujeres (005)",6344,6258,86
"De 30 a 44 años (006)",10108,10064,44
"Hombres (007)",4911,4890,21
"Mujeres (008)",5197,5174,23
"De 45 a 64 años (009)",7453,7342,111
"Hombres (010)",3519,3498,21
"Mujeres (011)",3934,3844,90
"De 65 y más años (012)",3354,3031,323
"Hombres (013)",1469,1395,74
"Mujeres (014)",1885,1636,249
,,,
"URBANA (015)",10880,10711,169
"Hombres (016)",5216,5170,46
"Mujeres (017)",5664,5541,123
"De 18 a 29 años (018)",3856,3812,44
"Hombres (019)",1850,1833,17
"Mujeres (020)",2006,1979,27
"De 30 a 44 años (021)",3613,3603,10
"Hombres (022)",1788,1782,6
"Mujeres (023)",1825,1821,4
"De 45 a 64 años (024)",2424,2392,32
"Hombres (025)",1154,1148,6
"Mujeres (026)",1270,1244,26
"De 65 y más años (027)",987,904,83
"Hombres (028)",424,407,17
"Mujeres (029)",563,497,66
,,,
"RURAL (030)",22419,21947,472
"Hombres (031)",10723,10576,147
"Mujeres (032)",11696,11371,325
"De 18 a 29 años (033)",8528,8409,119
"Hombres (034)",4190,4130,60
"Mujeres (035)",4338,4279,59
"De 30 a 44 años (036)",6495,6461,34
"Hombres (037)",3123,3108,15
"Mujeres (038)",3372,3353,19
"De 45 a 64 años (039)",5029,4950,79
"Hombres (040)",2365,2350,15
"Mujeres (041)",2664,2600,64
"De 65 y más años (042)",2367,2127,240
"Hombres (043)",1045,988,57
"Mujeres (044)",1322,1139,183
