"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia ANGARAES (000)",10966,258,3191,3748,2918,851
"Empleado (001)",1456,3,395,701,334,23
"Obrero (002)",1878,11,666,694,428,79
"Trabajador independiente (003)",5281,21,1256,1774,1648,582
"Empleador o patrono (004)",101,,26,31,37,7
"Trabajador familiar no remunerado (005)",2173,220,798,532,464,159
"Trabajador del hogar (006)",77,3,50,16,7,1
"Hombres (008)",7889,132,2278,2720,2165,594
"Empleado (009)",899,2,218,422,242,15
"Obrero (010)",1668,8,597,624,378,61
"Trabajador independiente (011)",4115,10,968,1396,1301,440
"Empleador o patrono (012)",69,,16,23,26,4
"Trabajador familiar no remunerado (013)",1137,112,478,255,218,74
"Trabajador del hogar (014)",1,,1,,,
"Mujeres (016)",3077,126,913,1028,753,257
"Empleado (017)",557,1,177,279,92,8
"Obrero (018)",210,3,69,70,50,18
"Trabajador independiente (019)",1166,11,288,378,347,142
"Empleador o patrono (020)",32,,10,8,11,3
"Trabajador familiar no remunerado (021)",1036,108,320,277,246,85
"Trabajador del hogar (022)",76,3,49,16,7,1
,,,,,,
"URBANA (024)",4719,150,1286,1690,1257,336
"Empleado (025)",1188,3,305,585,277,18
"Obrero (026)",714,5,243,256,171,39
"Trabajador independiente (027)",1986,14,455,663,634,220
"Empleador o patrono (028)",78,,21,21,32,4
"Trabajador familiar no remunerado (029)",695,125,227,151,138,54
"Trabajador del hogar (030)",58,3,35,14,5,1
"Hombres (032)",2970,72,794,1057,845,202
"Empleado (033)",724,2,168,349,193,12
"Obrero (034)",596,4,207,220,141,24
"Trabajador independiente (035)",1361,6,311,440,457,147
"Empleador o patrono (036)",51,,12,16,21,2
"Trabajador familiar no remunerado (037)",237,60,95,32,33,17
"Trabajador del hogar (038)",1,,1,,,
"Mujeres (040)",1749,78,492,633,412,134
"Empleado (041)",464,1,137,236,84,6
"Obrero (042)",118,1,36,36,30,15
"Trabajador independiente (043)",625,8,144,223,177,73
"Empleador o patrono (044)",27,,9,5,11,2
"Trabajador familiar no remunerado (045)",458,65,132,119,105,37
"Trabajador del hogar (046)",57,3,34,14,5,1
,,,,,,
"RURAL (048)",6247,108,1905,2058,1661,515
"Empleado (049)",268,,90,116,57,5
"Obrero (050)",1164,6,423,438,257,40
"Trabajador independiente (051)",3295,7,801,1111,1014,362
"Empleador o patrono (052)",23,,5,10,5,3
"Trabajador familiar no remunerado (053)",1478,95,571,381,326,105
"Trabajador del hogar (054)",19,,15,2,2,
"Hombres (056)",4919,60,1484,1663,1320,392
"Empleado (057)",175,,50,73,49,3
"Obrero (058)",1072,4,390,404,237,37
"Trabajador independiente (059)",2754,4,657,956,844,293
"Empleador o patrono (060)",18,,4,7,5,2
"Trabajador familiar no remunerado (061)",900,52,383,223,185,57
"Mujeres (064)",1328,48,421,395,341,123
"Empleado (065)",93,,40,43,8,2
"Obrero (066)",92,2,33,34,20,3
"Trabajador independiente (067)",541,3,144,155,170,69
"Empleador o patrono (068)",5,,1,3,,1
"Trabajador familiar no remunerado (069)",578,43,188,158,141,48
"Trabajador del hogar (070)",19,,15,2,2,
