"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia MARISCAL LUZURIAGA (000)",4831,46,1462,1712,1225,386
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",13,,1,6,4,2
"Profes., científicos e intelectuales (002)",501,,77,311,112,1
"Técnicos de nivel medio y trab.asimilados (003)",46,,12,22,11,1
"Jefes y empleados de oficina (004)",125,,40,55,26,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",257,,65,107,69,16
"Agricult.trabaj. calif. agrop. y pesqueros (006)",1605,4,413,496,500,192
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",91,2,23,36,24,6
"Obreros construc., conf., papel, fab., instr. (008)",147,,46,69,28,4
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",1437,34,550,422,315,116
"Otra (010)",5,,3,2,,
"Ocupación no especificada (011)",253,2,62,86,72,31
"Desocupado (012)",351,4,170,100,64,13
"Hombres (013)",3837,32,1170,1328,987,320
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",10,,1,4,3,2
"Profes., científicos e intelectuales (015)",353,,45,220,87,1
"Técnicos de nivel medio y trab.asimilados (016)",28,,10,12,6,
"Jefes y empleados de oficina (017)",92,,27,40,21,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",89,,22,32,27,8
"Agricult.trabaj. calif. agrop. y pesqueros (019)",1540,4,398,478,479,181
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",76,,20,31,19,6
"Obreros construc., conf., papel, fab., instr. (021)",144,,45,67,28,4
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",1119,22,455,313,239,90
"Otra (023)",5,,3,2,,
"Ocupación no especificada (024)",103,2,22,42,23,14
"Desocupado (025)",278,4,122,87,55,10
"Mujeres (026)",994,14,292,384,238,66
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",3,,,2,1,
"Profes., científicos e intelectuales (028)",148,,32,91,25,
"Técnicos de nivel medio y trab.asimilados (029)",18,,2,10,5,1
"Jefes y empleados de oficina (030)",33,,13,15,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",168,,43,75,42,8
"Agricult.trabaj. calif. agrop. y pesqueros (032)",65,,15,18,21,11
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",15,2,3,5,5,
"Obreros construc., conf., papel, fab., instr. (034)",3,,1,2,,
