"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia LUYA (000)",48151,999,16898,11209,8339,6812,3894
"Jefe o Jefa (001)",11837,,19,1871,3873,3796,2278
"Esposa(o) / compañera(o) (002)",8240,,17,2167,2932,2271,853
"Hijo(a) / hijastro(a) (003)",21815,737,14138,5682,984,263,11
"Yerno / nuera (004)",438,,12,301,109,15,1
"Nieto(a) (005)",2399,201,1856,322,20,,
"Padres / suegros (006)",612,,,,9,120,483
"Otro(a) pariente (007)",2223,58,762,608,292,268,235
"Trabajador(a) del hogar (008)",64,,8,42,4,6,4
"Pensionistas (009)",61,,10,26,21,4,
"Otro(a) no pariente (010)",462,3,76,190,95,69,29
"Hombres (011)",24862,516,8639,6014,4390,3484,1819
"Jefe o Jefa (012)",9344,,8,1545,3275,3004,1512
"Esposa(o) / compañera(o) (013)",359,,4,75,134,93,53
"Hijo(a) / hijastro(a) (014)",11838,379,7188,3513,623,133,2
"Yerno / nuera (015)",209,,6,118,73,11,1
"Nieto(a) (016)",1264,102,944,206,12,,
"Padres / suegros (017)",167,,,,4,32,131
"Otro(a) pariente (018)",1324,32,437,410,187,157,101
"Trabajador(a) del hogar (019)",11,,3,5,,2,1
"Pensionistas (020)",39,,5,16,15,3,
"Otro(a) no pariente (021)",307,3,44,126,67,49,18
"Mujeres (022)",23289,483,8259,5195,3949,3328,2075
"Jefe o Jefa (023)",2493,,11,326,598,792,766
"Esposa(o) / compañera(o) (024)",7881,,13,2092,2798,2178,800
"Hijo(a) / hijastro(a) (025)",9977,358,6950,2169,361,130,9
"Yerno / nuera (026)",229,,6,183,36,4,
"Nieto(a) (027)",1135,99,912,116,8,,
"Padres / suegros (028)",445,,,,5,88,352
"Otro(a) pariente (029)",899,26,325,198,105,111,134
"Trabajador(a) del hogar (030)",53,,5,37,4,4,3
"Pensionistas (031)",22,,5,10,6,1,
"Otro(a) no pariente (032)",155,,32,64,28,20,11
,,,,,,,
"URBANA (033)",19349,338,6292,4345,3551,2933,1890
"Jefe o Jefa (034)",5097,,10,670,1653,1665,1099
"Esposa(o) / compañera(o) (035)",3372,,7,781,1232,955,397
"Hijo(a) / hijastro(a) (036)",8197,235,5175,2260,412,107,8
"Yerno / nuera (037)",178,,3,100,63,11,1
"Nieto(a) (038)",934,79,720,125,10,,
"Padres / suegros (039)",302,,,,3,42,257
"Otro(a) pariente (040)",994,22,338,268,130,120,116
"Trabajador(a) del hogar (041)",46,,5,33,3,4,1
"Pensionistas (042)",19,,4,8,5,2,
"Otro(a) no pariente (043)",210,2,30,100,40,27,11
"Hombres (044)",9609,165,3196,2227,1772,1457,792
"Jefe o Jefa (045)",3852,,5,531,1367,1281,668
"Esposa(o) / compañera(o) (046)",115,,3,17,40,32,23
"Hijo(a) / hijastro(a) (047)",4308,111,2627,1312,212,44,2
"Yerno / nuera (048)",95,,1,39,46,8,1
"Nieto(a) (049)",478,36,358,79,5,,
"Padres / suegros (050)",65,,,,3,15,47
"Otro(a) pariente (051)",553,16,182,179,72,58,46
"Trabajador(a) del hogar (052)",4,,2,1,,1,
"Pensionistas (053)",12,,2,5,3,2,
"Otro(a) no pariente (054)",127,2,16,64,24,16,5
"Mujeres (055)",9740,173,3096,2118,1779,1476,1098
"Jefe o Jefa (056)",1245,,5,139,286,384,431
"Esposa(o) / compañera(o) (057)",3257,,4,764,1192,923,374
"Hijo(a) / hijastro(a) (058)",3889,124,2548,948,200,63,6
"Yerno / nuera (059)",83,,2,61,17,3,
"Nieto(a) (060)",456,43,362,46,5,,
"Padres / suegros (061)",237,,,,,27,210
"Otro(a) pariente (062)",441,6,156,89,58,62,70
"Trabajador(a) del hogar (063)",42,,3,32,3,3,1
"Pensionistas (064)",7,,2,3,2,,
"Otro(a) no pariente (065)",83,,14,36,16,11,6
,,,,,,,
"RURAL (066)",28802,661,10606,6864,4788,3879,2004
"Jefe o Jefa (067)",6740,,9,1201,2220,2131,1179
"Esposa(o) / compañera(o) (068)",4868,,10,1386,1700,1316,456
"Hijo(a) / hijastro(a) (069)",13618,502,8963,3422,572,156,3
"Yerno / nuera (070)",260,,9,201,46,4,
"Nieto(a) (071)",1465,122,1136,197,10,,
"Padres / suegros (072)",310,,,,6,78,226
"Otro(a) pariente (073)",1229,36,424,340,162,148,119
"Trabajador(a) del hogar (074)",18,,3,9,1,2,3
"Pensionistas (075)",42,,6,18,16,2,
"Otro(a) no pariente (076)",252,1,46,90,55,42,18
"Hombres (077)",15253,351,5443,3787,2618,2027,1027
"Jefe o Jefa (078)",5492,,3,1014,1908,1723,844
"Esposa(o) / compañera(o) (079)",244,,1,58,94,61,30
"Hijo(a) / hijastro(a) (080)",7530,268,4561,2201,411,89,
"Yerno / nuera (081)",114,,5,79,27,3,
"Nieto(a) (082)",786,66,586,127,7,,
"Padres / suegros (083)",102,,,,1,17,84
"Otro(a) pariente (084)",771,16,255,231,115,99,55
"Trabajador(a) del hogar (085)",7,,1,4,,1,1
"Pensionistas (086)",27,,3,11,12,1,
"Otro(a) no pariente (087)",180,1,28,62,43,33,13
"Mujeres (088)",13549,310,5163,3077,2170,1852,977
"Jefe o Jefa (089)",1248,,6,187,312,408,335
"Esposa(o) / compañera(o) (090)",4624,,9,1328,1606,1255,426
"Hijo(a) / hijastro(a) (091)",6088,234,4402,1221,161,67,3
"Yerno / nuera (092)",146,,4,122,19,1,
"Nieto(a) (093)",679,56,550,70,3,,
"Padres / suegros (094)",208,,,,5,61,142
"Otro(a) pariente (095)",458,20,169,109,47,49,64
"Trabajador(a) del hogar (096)",11,,2,5,1,1,2
"Pensionistas (097)",15,,3,7,4,1,
