"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CONDESUYOS (000)",16843,1686,180,5973,5584,967,1259,422,772
"Hombres (001)",9458,386,85,3067,3667,590,808,315,540
"Mujeres (002)",7385,1300,95,2906,1917,377,451,107,232
"PEA (003)",8683,640,3,2140,3243,638,1043,303,673
"Hombres (004)",6402,228,2,1426,2722,500,752,259,513
"Mujeres (005)",2281,412,1,714,521,138,291,44,160
"Ocupada (006)",8408,620,2,2053,3129,617,1025,298,664
"Hombres (007)",6179,216,2,1358,2620,482,741,254,506
"Mujeres (008)",2229,404,,695,509,135,284,44,158
"Desocupada (009)",275,20,1,87,114,21,18,5,9
"Hombres (010)",223,12,,68,102,18,11,5,7
"Mujeres (011)",52,8,1,19,12,3,7,,2
"No PEA (012)",8160,1046,177,3833,2341,329,216,119,99
"Hombres (013)",3056,158,83,1641,945,90,56,56,27
"Mujeres (014)",5104,888,94,2192,1396,239,160,63,72
,,,,,,,,,
"URBANA (018)",6910,530,102,2239,2284,490,672,195,398
"Hombres (019)",3533,126,50,1084,1325,244,354,121,229
"Mujeres (020)",3377,404,52,1155,959,246,318,74,169
"PEA (021)",3333,222,1,709,1134,281,532,120,334
"Hombres (022)",2185,78,,435,864,184,321,90,213
"Mujeres (023)",1148,144,1,274,270,97,211,30,121
"Ocupada (024)",3219,217,,675,1092,269,519,118,329
"Hombres (025)",2102,77,,409,830,175,314,88,209
"Mujeres (026)",1117,140,,266,262,94,205,30,120
"Desocupada (027)",114,5,1,34,42,12,13,2,5
"Hombres (028)",83,1,,26,34,9,7,2,4
"Mujeres (029)",31,4,1,8,8,3,6,,1
"No PEA (030)",3577,308,101,1530,1150,209,140,75,64
"Hombres (031)",1348,48,50,649,461,60,33,31,16
"Mujeres (032)",2229,260,51,881,689,149,107,44,48
,,,,,,,,,
"RURAL (036)",9933,1156,78,3734,3300,477,587,227,374
"Hombres (037)",5925,260,35,1983,2342,346,454,194,311
"Mujeres (038)",4008,896,43,1751,958,131,133,33,63
"PEA (039)",5350,418,2,1431,2109,357,511,183,339
"Hombres (040)",4217,150,2,991,1858,316,431,169,300
"Mujeres (041)",1133,268,,440,251,41,80,14,39
"Ocupada (042)",5189,403,2,1378,2037,348,506,180,335
"Hombres (043)",4077,139,2,949,1790,307,427,166,297
"Mujeres (044)",1112,264,,429,247,41,79,14,38
"Desocupada (045)",161,15,,53,72,9,5,3,4
"Hombres (046)",140,11,,42,68,9,4,3,3
"Mujeres (047)",21,4,,11,4,,1,,1
"No PEA (048)",4583,738,76,2303,1191,120,76,44,35
"Hombres (049)",1708,110,33,992,484,30,23,25,11
"Mujeres (050)",2875,628,43,1311,707,90,53,19,24
