"CUADRO Nº 2: VIVIENDAS PARTICULARES, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia HUANCANE (000)",36928,5275,31653
"Casa independiente (001)",28431,5200,23231
"Departamento en edificio (002)",3,3,
"Vivienda en quinta (003)",12,12,
"Vivienda en casa de vecindad (004)",34,34,
"Choza o cabaña (005)",8410,,8410
"Vivienda improvisada (006)",18,18,
"Local no dest.para hab. humana (007)",9,7,2
"Otro tipo (008)",11,1,10
