"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia BAGUA (000)",66276,22312,5877,984,37182
"Sin Nivel (001)",10015,4761,395,74,4794
"Educación Inicial (002)",1938,1403,166,16,356
"Primaria (003)",30469,11426,1589,321,17155
"Secundaria (004)",17126,4285,1479,251,11120
"Sup. no Univ. Incompleta (005)",1976,166,277,64,1472
"Sup. no Univ. Completa (006)",2492,160,978,126,1241
"Sup. Univ. Incompleta (007)",775,49,192,32,507
"Sup. Univ. Completa (008)",1485,62,801,100,537
"Hombres (010)",33882,10662,2879,533,19856
"Sin Nivel (011)",3926,2275,177,29,1452
"Educación Inicial (012)",999,735,82,8,177
"Primaria (013)",15685,5468,764,165,9298
"Secundaria (014)",9808,2039,699,137,6936
"Sup. no Univ. Incompleta (015)",1004,52,151,37,765
"Sup. no Univ. Completa (016)",1238,52,458,77,661
"Sup. Univ. Incompleta (017)",405,13,103,23,270
"Sup. Univ. Completa (018)",817,28,445,57,297
"Mujeres (020)",32394,11650,2998,451,17326
"Sin Nivel (021)",6089,2486,218,45,3342
"Educación Inicial (022)",939,668,84,8,179
"Primaria (023)",14784,5958,825,156,7857
"Secundaria (024)",7318,2246,780,114,4184
"Sup. no Univ. Incompleta (025)",972,114,126,27,707
"Sup. no Univ. Completa (026)",1254,108,520,49,580
"Sup. Univ. Incompleta (027)",370,36,89,9,237
"Sup. Univ. Completa (028)",668,34,356,43,240
,,,,,
"URBANA (030)",31513,7853,5146,828,17749
"Sin Nivel (031)",3035,1164,338,59,1479
"Educación Inicial (032)",825,482,149,13,184
"Primaria (033)",11383,3493,1307,247,6353
"Secundaria (034)",10393,2336,1322,213,6526
"Sup. no Univ. Incompleta (035)",1662,134,240,58,1233
"Sup. no Univ. Completa (036)",2168,142,886,112,1040
"Sup. Univ. Incompleta (037)",703,45,178,30,455
"Sup. Univ. Completa (038)",1344,57,726,96,479
"Hombres (040)",15692,3580,2488,447,9215
"Sin Nivel (041)",1130,531,154,26,423
"Educación Inicial (042)",425,263,73,8,84
"Primaria (043)",5729,1684,626,127,3299
"Secundaria (044)",5502,991,624,109,3779
"Sup. no Univ. Incompleta (045)",813,36,127,35,616
"Sup. no Univ. Completa (046)",1009,41,392,65,520
"Sup. Univ. Incompleta (047)",352,11,94,22,229
"Sup. Univ. Completa (048)",732,23,398,55,265
"Mujeres (050)",15821,4273,2658,381,8534
"Sin Nivel (051)",1905,633,184,33,1056
"Educación Inicial (052)",400,219,76,5,100
"Primaria (053)",5654,1809,681,120,3054
"Secundaria (054)",4891,1345,698,104,2747
"Sup. no Univ. Incompleta (055)",849,98,113,23,617
"Sup. no Univ. Completa (056)",1159,101,494,47,520
"Sup. Univ. Incompleta (057)",351,34,84,8,226
"Sup. Univ. Completa (058)",612,34,328,41,214
,,,,,
"RURAL (060)",34763,14459,731,156,19433
"Sin Nivel (061)",6980,3597,57,15,3315
"Educación Inicial (062)",1113,921,17,3,172
"Primaria (063)",19086,7933,282,74,10802
"Secundaria (064)",6733,1949,157,38,4594
"Sup. no Univ. Incompleta (065)",314,32,37,6,239
"Sup. no Univ. Completa (066)",324,18,92,14,201
"Sup. Univ. Incompleta (067)",72,4,14,2,52
"Sup. Univ. Completa (068)",141,5,75,4,58
"Hombres (070)",18190,7082,391,86,10641
"Sin Nivel (071)",2796,1744,23,3,1029
"Educación Inicial (072)",574,472,9,,93
"Primaria (073)",9956,3784,138,38,5999
"Secundaria (074)",4306,1048,75,28,3157
"Sup. no Univ. Incompleta (075)",191,16,24,2,149
"Sup. no Univ. Completa (076)",229,11,66,12,141
"Sup. Univ. Incompleta (077)",53,2,9,1,41
"Sup. Univ. Completa (078)",85,5,47,2,32
"Mujeres (080)",16573,7377,340,70,8792
"Sin Nivel (081)",4184,1853,34,12,2286
"Educación Inicial (082)",539,449,8,3,79
"Primaria (083)",9130,4149,144,36,4803
"Secundaria (084)",2427,901,82,10,1437
"Sup. no Univ. Incompleta (085)",123,16,13,4,90
"Sup. no Univ. Completa (086)",95,7,26,2,60
"Sup. Univ. Incompleta (087)",19,2,5,1,11
"Sup. Univ. Completa (088)",56,,28,2,26
