"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia LA CONVENCION (000)",63455,52294,4544,2302,4315
"Sin nivel (001)",6184,5894,204,26,60
"Educación inicial (002)",60,57,2,,1
"Primaria (003)",22211,20131,1168,317,595
"Secundaria (004)",26307,22004,1858,818,1627
"Superior no univ. incompleta (005)",1844,1273,205,128,238
"Superior no univ. completa (006)",2559,1115,410,374,660
"Superior univ. incompleta (007)",1253,812,134,92,215
"Superior univ. completa (008)",3037,1008,563,547,919
"De 06 a 14 años (010)",1173,1048,92,26,7
"Sin nivel (011)",71,70,1,,
"Educación inicial (012)",9,9,,,
"Primaria (013)",818,726,64,23,5
"Secundaria (014)",275,243,27,3,2
"De 15 a 29 años (020)",21128,17170,1787,771,1400
"Sin nivel (021)",598,569,21,2,6
"Educación inicial (022)",31,28,2,,1
"Primaria (023)",5185,4636,347,77,125
"Secundaria (024)",12574,10449,1025,427,673
"Superior no univ. incompleta (025)",830,571,105,50,104
"Superior no univ. completa (026)",841,403,126,94,218
"Superior univ. incompleta (027)",417,285,48,27,57
"Superior univ. completa (028)",652,229,113,94,216
"De 30 a 44 años (030)",21838,17220,1667,996,1955
"Sin nivel (031)",1410,1309,74,11,16
"Educación inicial (032)",20,20,,,
"Primaria (033)",7469,6675,397,124,273
"Secundaria (034)",8796,7333,549,264,650
"Superior no univ. incompleta (035)",721,503,72,53,93
"Superior no univ. completa (036)",1325,554,211,210,350
"Superior univ. incompleta (037)",497,312,55,32,98
"Superior univ. completa (038)",1600,514,309,302,475
"De 45 a 64 años (040)",15138,12845,902,493,898
"Sin nivel (041)",2508,2375,90,11,32
"Primaria (043)",6693,6126,311,87,169
"Secundaria (044)",4243,3588,243,121,291
"Superior no univ. incompleta (045)",271,179,28,24,40
"Superior no univ. completa (046)",374,146,70,68,90
"Superior univ. incompleta (047)",316,200,26,33,57
"Superior univ. completa (048)",733,231,134,149,219
"De 65 y más años (050)",4178,4011,96,16,55
"Sin nivel (051)",1597,1571,18,2,6
"Primaria (053)",2046,1968,49,6,23
"Secundaria (054)",419,391,14,3,11
"Superior no univ. incompleta (055)",22,20,,1,1
"Superior no univ. completa (056)",19,12,3,2,2
"Superior univ. incompleta (057)",23,15,5,,3
