"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia PUNO (000)",217799,8278,45733,43837,35796,28459,21786,15762,18148
"Quechua (001)",60261,1439,8738,10109,9495,8718,7618,6133,8011
"Aymara (002)",57716,1174,7931,8906,9026,8971,7456,6181,8071
"Ashaninca (003)",119,9,26,21,17,18,10,8,10
"Otra lengua nativa (004)",37,1,8,12,6,4,2,1,3
"Castellano (005)",98875,5647,28966,24727,17123,10617,6572,3277,1946
"Idioma extranjero (006)",625,,2,33,97,115,121,155,102
"Es sordomudo/a (007)",166,8,62,29,32,16,7,7,5
"Hombres (009)",107174,4200,23726,21955,17189,13384,10412,7621,8687
"Quechua (010)",28826,741,4515,4953,4541,3997,3500,2845,3734
"Aymara (011)",28387,590,4177,4504,4311,4253,3658,2983,3911
"Ashaninca (012)",66,6,18,9,11,7,5,6,4
"Otra lengua nativa (013)",18,,5,5,2,2,1,1,2
"Castellano (014)",49464,2858,14972,12454,8257,5054,3190,1702,977
"Idioma extranjero (015)",322,,2,13,47,67,57,79,57
"Es sordomudo/a (016)",91,5,37,17,20,4,1,5,2
"Mujeres (018)",110625,4078,22007,21882,18607,15075,11374,8141,9461
"Quechua (019)",31435,698,4223,5156,4954,4721,4118,3288,4277
"Aymara (020)",29329,584,3754,4402,4715,4718,3798,3198,4160
"Ashaninca (021)",53,3,8,12,6,11,5,2,6
"Otra lengua nativa (022)",19,1,3,7,4,2,1,,1
"Castellano (023)",49411,2789,13994,12273,8866,5563,3382,1575,969
"Idioma extranjero (024)",303,,,20,50,48,64,76,45
"Es sordomudo/a (025)",75,3,25,12,12,12,6,2,3
,,,,,,,,,
"URBANA (027)",129971,4659,26762,28334,24014,18394,13323,7962,6523
"Quechua (028)",22992,183,1722,3459,4148,4177,3824,2635,2844
"Aymara (029)",18132,99,1092,2605,3561,3901,3095,2041,1738
"Ashaninca (030)",52,4,11,8,10,9,3,3,4
"Otra lengua nativa (031)",30,1,5,10,4,4,2,1,3
"Castellano (032)",88183,4367,23902,22217,16201,10229,6298,3138,1831
"Idioma extranjero (033)",505,,2,19,74,69,98,143,100
"Es sordomudo/a (034)",77,5,28,16,16,5,3,1,3
"Hombres (036)",63651,2326,13786,14206,11390,8512,6435,3961,3035
"Quechua (037)",10765,90,895,1733,1931,1847,1787,1229,1253
"Aymara (038)",8782,54,570,1317,1663,1800,1519,1042,817
"Ashaninca (039)",27,3,7,4,6,4,2,1,
"Otra lengua nativa (040)",16,,3,5,2,2,1,1,2
"Castellano (041)",43762,2177,12295,11131,7748,4813,3077,1615,906
"Idioma extranjero (042)",257,,2,6,28,45,49,72,55
"Es sordomudo/a (043)",42,2,14,10,12,1,,1,2
"Mujeres (045)",66320,2333,12976,14128,12624,9882,6888,4001,3488
"Quechua (046)",12227,93,827,1726,2217,2330,2037,1406,1591
"Aymara (047)",9350,45,522,1288,1898,2101,1576,999,921
"Ashaninca (048)",25,1,4,4,4,5,1,2,4
"Otra lengua nativa (049)",14,1,2,5,2,2,1,,1
"Castellano (050)",44421,2190,11607,11086,8453,5416,3221,1523,925
"Idioma extranjero (051)",248,,,13,46,24,49,71,45
"Es sordomudo/a (052)",35,3,14,6,4,4,3,,1
,,,,,,,,,
"RURAL (054)",87828,3619,18971,15503,11782,10065,8463,7800,11625
"Quechua (055)",37269,1256,7016,6650,5347,4541,3794,3498,5167
"Aymara (056)",39584,1075,6839,6301,5465,5070,4361,4140,6333
"Ashaninca (057)",67,5,15,13,7,9,7,5,6
"Otra lengua nativa (058)",7,,3,2,2,,,,
"Castellano (059)",10692,1280,5064,2510,922,388,274,139,115
"Idioma extranjero (060)",120,,,14,23,46,23,12,2
"Es sordomudo/a (061)",89,3,34,13,16,11,4,6,2
"Hombres (063)",43523,1874,9940,7749,5799,4872,3977,3660,5652
"Quechua (064)",18061,651,3620,3220,2610,2150,1713,1616,2481
"Aymara (065)",19605,536,3607,3187,2648,2453,2139,1941,3094
"Ashaninca (066)",39,3,11,5,5,3,3,5,4
"Otra lengua nativa (067)",2,,2,,,,,,
"Castellano (068)",5702,681,2677,1323,509,241,113,87,71
"Idioma extranjero (069)",65,,,7,19,22,8,7,2
"Es sordomudo/a (070)",49,3,23,7,8,3,1,4,
"Mujeres (072)",44305,1745,9031,7754,5983,5193,4486,4140,5973
"Quechua (073)",19208,605,3396,3430,2737,2391,2081,1882,2686
"Aymara (074)",19979,539,3232,3114,2817,2617,2222,2199,3239
"Ashaninca (075)",28,2,4,8,2,6,4,,2
"Otra lengua nativa (076)",5,,1,2,2,,,,
"Castellano (077)",4990,599,2387,1187,413,147,161,52,44
"Idioma extranjero (078)",55,,,7,4,24,15,5,
"Es sordomudo/a (079)",40,,11,6,8,8,3,2,2
