"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUANTA (000)",79233,11693,1286,37757,21687,1668,2344,1161,1637
"Hombres (001)",39156,2921,629,19393,12663,836,1079,733,902
"Mujeres (002)",40077,8772,657,18364,9024,832,1265,428,735
"PEA (003)",29250,3823,33,11354,9497,866,1849,521,1307
"Hombres (004)",20117,1874,17,8350,7283,536,927,368,762
"Mujeres (005)",9133,1949,16,3004,2214,330,922,153,545
"Ocupada (006)",27905,3720,32,10922,8961,805,1730,486,1249
"Hombres (007)",19171,1820,17,8023,6880,497,861,343,730
"Mujeres (008)",8734,1900,15,2899,2081,308,869,143,519
"Desocupada (009)",1345,103,1,432,536,61,119,35,58
"Hombres (010)",946,54,,327,403,39,66,25,32
"Mujeres (011)",399,49,1,105,133,22,53,10,26
"No PEA (012)",49983,7870,1253,26403,12190,802,495,640,330
"Hombres (013)",19039,1047,612,11043,5380,300,152,365,140
"Mujeres (014)",30944,6823,641,15360,6810,502,343,275,190
,,,,,,,,,
"URBANA (018)",37073,3370,576,14863,12357,1357,2031,1038,1481
"Hombres (019)",17946,720,290,7210,6721,641,910,641,813
"Mujeres (020)",19127,2650,286,7653,5636,716,1121,397,668
"PEA (021)",14433,1284,22,4150,5049,699,1595,464,1170
"Hombres (022)",8776,454,12,2586,3552,400,775,322,675
"Mujeres (023)",5657,830,10,1564,1497,299,820,142,495
"Ocupada (024)",13623,1229,21,3958,4726,650,1490,432,1117
"Hombres (025)",8250,435,12,2451,3315,373,719,299,646
"Mujeres (026)",5373,794,9,1507,1411,277,771,133,471
"Desocupada (027)",810,55,1,192,323,49,105,32,53
"Hombres (028)",526,19,,135,237,27,56,23,29
"Mujeres (029)",284,36,1,57,86,22,49,9,24
"No PEA (030)",22640,2086,554,10713,7308,658,436,574,311
"Hombres (031)",9170,266,278,4624,3169,241,135,319,138
"Mujeres (032)",13470,1820,276,6089,4139,417,301,255,173
,,,,,,,,,
"RURAL (036)",42160,8323,710,22894,9330,311,313,123,156
"Hombres (037)",21210,2201,339,12183,5942,195,169,92,89
"Mujeres (038)",20950,6122,371,10711,3388,116,144,31,67
"PEA (039)",14817,2539,11,7204,4448,167,254,57,137
"Hombres (040)",11341,1420,5,5764,3731,136,152,46,87
"Mujeres (041)",3476,1119,6,1440,717,31,102,11,50
"Ocupada (042)",14282,2491,11,6964,4235,155,240,54,132
"Hombres (043)",10921,1385,5,5572,3565,124,142,44,84
"Mujeres (044)",3361,1106,6,1392,670,31,98,10,48
"Desocupada (045)",535,48,,240,213,12,14,3,5
"Hombres (046)",420,35,,192,166,12,10,2,3
"Mujeres (047)",115,13,,48,47,,4,1,2
"No PEA (048)",27343,5784,699,15690,4882,144,59,66,19
"Hombres (049)",9869,781,334,6419,2211,59,17,46,2
"Mujeres (050)",17474,5003,365,9271,2671,85,42,20,17
