"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia DATEM DEL MARAÑON (000)",9901,5,35,142,417,1033,5188,3081
"De 12 a 14 años (001)",76,,,,,,7,69
"De 15 a 19 años (002)",1004,,,,,,548,456
"De 20 a 24 años (003)",1785,,,,,3,1104,678
"De 25 a 29 años (004)",1683,,,,,32,1158,493
"De 30 a 34 años (005)",1236,,,,,75,895,266
"De 35 a 39 años (006)",1256,,,,7,143,852,254
"De 40 a 44 años (007)",755,,,,18,184,370,183
"De 45 a 49 años (008)",672,,,,36,271,215,150
"De 50 y más años (009)",1434,5,35,142,356,325,39,532
"PEA (010)",4744,2,6,44,171,499,2457,1565
"De 12 a 14 años (011)",19,,,,,,2,17
"De 15 a 19 años (012)",403,,,,,,197,206
"De 20 a 24 años (013)",870,,,,,2,515,353
"De 25 a 29 años (014)",840,,,,,13,556,271
"De 30 a 34 años (015)",608,,,,,30,437,141
"De 35 a 39 años (016)",647,,,,4,73,431,139
"De 40 a 44 años (017)",410,,,,10,100,192,108
"De 45 a 49 años (018)",339,,,,20,129,109,81
"De 50 y más años (019)",608,2,6,44,137,152,18,249
"Ocupada (020)",4711,2,6,44,171,496,2435,1557
"De 12 a 14 años (021)",18,,,,,,1,17
"De 15 a 19 años (022)",400,,,,,,195,205
"De 20 a 24 años (023)",858,,,,,2,505,351
"De 25 a 29 años (024)",832,,,,,13,550,269
"De 30 a 34 años (025)",605,,,,,29,437,139
"De 35 a 39 años (026)",646,,,,4,73,430,139
"De 40 a 44 años (027)",409,,,,10,100,191,108
"De 45 a 49 años (028)",338,,,,20,129,108,81
"De 50 y más años (029)",605,2,6,44,137,150,18,248
"Desocupada (030)",33,,,,,3,22,8
"De 12 a 14 años (031)",1,,,,,,1,
"De 15 a 19 años (032)",3,,,,,,2,1
"De 20 a 24 años (033)",12,,,,,,10,2
"De 25 a 29 años (034)",8,,,,,,6,2
"De 30 a 34 años (035)",3,,,,,1,,2
"De 35 a 39 años (036)",1,,,,,,1,
"De 40 a 44 años (037)",1,,,,,,1,
"De 45 a 49 años (038)",1,,,,,,1,
"De 50 y más años (039)",3,,,,,2,,1
"No PEA (040)",5157,3,29,98,246,534,2731,1516
"De 12 a 14 años (041)",57,,,,,,5,52
"De 15 a 19 años (042)",601,,,,,,351,250
"De 20 a 24 años (043)",915,,,,,1,589,325
"De 25 a 29 años (044)",843,,,,,19,602,222
"De 30 a 34 años (045)",628,,,,,45,458,125
"De 35 a 39 años (046)",609,,,,3,70,421,115
"De 40 a 44 años (047)",345,,,,8,84,178,75
"De 45 a 49 años (048)",333,,,,16,142,106,69
