"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia CHUPACA",,,,,,,
"Viviendas particulares (001)",12330,1484,235,317,9323,199,772
"Ocupantes presentes (002)",50902,6093,724,1406,38929,814,2936
"Casa independiente",,,,,,,
"Viviendas particulares (004)",12021,1403,232,309,9159,182,736
"Ocupantes presentes (005)",49725,5705,721,1350,38350,746,2853
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",18,9,,,6,2,1
"Ocupantes presentes (008)",81,30,,,38,7,6
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",52,38,,2,10,,2
"Ocupantes presentes (011)",315,201,,23,76,,15
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",42,21,,5,14,1,1
"Ocupantes presentes (014)",240,108,,29,92,8,3
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",173,1,3,,131,11,27
"Ocupantes presentes (017)",465,4,3,,365,40,53
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",2,,,1,,,1
"Ocupantes presentes (020)",5,,,4,,,1
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",21,12,,,3,3,3
"Ocupantes presentes (023)",70,45,,,8,13,4
"Otro tipo",,,,,,,
"Viviendas particulares (025)",1,,,,,,1
"Ocupantes presentes (026)",1,,,,,,1
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",7198,1051,230,223,5119,95,480
"Ocupantes presentes (029)",30381,4402,713,1025,21991,389,1861
"Casa independiente",,,,,,,
"Viviendas particulares (031)",7064,972,230,215,5086,89,472
"Ocupantes presentes (032)",29675,4023,713,969,21777,361,1832
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",18,9,,,6,2,1
"Ocupantes presentes (035)",81,30,,,38,7,6
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",52,38,,2,10,,2
"Ocupantes presentes (038)",315,201,,23,76,,15
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",42,21,,5,14,1,1
"Ocupantes presentes (041)",240,108,,29,92,8,3
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",2,,,1,,,1
"Ocupantes presentes (047)",5,,,4,,,1
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",19,11,,,3,3,2
"Ocupantes presentes (050)",64,40,,,8,13,3
"Otro tipo",,,,,,,
"Viviendas particulares (052)",1,,,,,,1
"Ocupantes presentes (053)",1,,,,,,1
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",5132,433,5,94,4204,104,292
"Ocupantes presentes (056)",20521,1691,11,381,16938,425,1075
"Casa independiente",,,,,,,
"Viviendas particulares (058)",4957,431,2,94,4073,93,264
"Ocupantes presentes (059)",20050,1682,8,381,16573,385,1021
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",173,1,3,,131,11,27
"Ocupantes presentes (071)",465,4,3,,365,40,53
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",2,1,,,,,1
"Ocupantes presentes (077)",6,5,,,,,1
"Otro tipo",,,,,,,
