"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia MARAÑON (000)",6158,635,516,3732,117,1071,87
"Conviviente (001)",2779,236,185,1971,70,301,16
"Separado(a) (002)",246,21,23,183,,14,5
"Casado(a) (003)",1506,226,71,1039,36,129,5
"Viudo(a) (004)",202,5,8,156,3,28,2
"Divorciado(a) (005)",15,2,,12,1,,
"Soltero(a) (006)",1410,145,229,371,7,599,59
"Hombres (008)",5283,402,474,3423,114,832,38
"Conviviente (009)",2479,153,173,1871,68,206,8
"Separado(a) (010)",155,5,15,123,,9,3
"Casado(a) (011)",1321,151,65,992,35,75,3
"Viudo(a) (012)",122,2,6,96,3,15,
"Divorciado(a) (013)",11,1,,9,1,,
"Soltero(a) (014)",1195,90,215,332,7,527,24
"Mujeres (016)",875,233,42,309,3,239,49
"Conviviente (017)",300,83,12,100,2,95,8
"Separado(a) (018)",91,16,8,60,,5,2
"Casado(a) (019)",185,75,6,47,1,54,2
"Viudo(a) (020)",80,3,2,60,,13,2
"Divorciado(a) (021)",4,1,,3,,,
"Soltero(a) (022)",215,55,14,39,,72,35
,,,,,,,
"URBANA (024)",1209,440,92,489,6,146,36
"Conviviente (025)",487,146,45,253,2,36,5
"Separado(a) (026)",49,14,7,24,,3,1
"Casado(a) (027)",367,171,18,146,3,27,2
"Viudo(a) (028)",23,4,2,15,,,2
"Divorciado(a) (029)",4,2,,1,1,,
"Soltero(a) (030)",279,103,20,50,,80,26
"Hombres (032)",851,272,85,396,5,91,2
"Conviviente (033)",369,94,44,215,2,14,
"Separado(a) (034)",21,4,5,9,,3,
"Casado(a) (035)",261,108,16,130,2,5,
"Viudo(a) (036)",11,2,2,7,,,
"Divorciado(a) (037)",3,1,,1,1,,
"Soltero(a) (038)",186,63,18,34,,69,2
"Mujeres (040)",358,168,7,93,1,55,34
"Conviviente (041)",118,52,1,38,,22,5
"Separado(a) (042)",28,10,2,15,,,1
"Casado(a) (043)",106,63,2,16,1,22,2
"Viudo(a) (044)",12,2,,8,,,2
"Divorciado(a) (045)",1,1,,,,,
"Soltero(a) (046)",93,40,2,16,,11,24
,,,,,,,
"RURAL (048)",4949,195,424,3243,111,925,51
"Conviviente (049)",2292,90,140,1718,68,265,11
"Separado(a) (050)",197,7,16,159,,11,4
"Casado(a) (051)",1139,55,53,893,33,102,3
"Viudo(a) (052)",179,1,6,141,3,28,
"Divorciado(a) (053)",11,,,11,,,
"Soltero(a) (054)",1131,42,209,321,7,519,33
"Hombres (056)",4432,130,389,3027,109,741,36
"Conviviente (057)",2110,59,129,1656,66,192,8
"Separado(a) (058)",134,1,10,114,,6,3
"Casado(a) (059)",1060,43,49,862,33,70,3
"Viudo(a) (060)",111,,4,89,3,15,
"Divorciado(a) (061)",8,,,8,,,
"Soltero(a) (062)",1009,27,197,298,7,458,22
"Mujeres (064)",517,65,35,216,2,184,15
"Conviviente (065)",182,31,11,62,2,73,3
"Separado(a) (066)",63,6,6,45,,5,1
"Casado(a) (067)",79,12,4,31,,32,
"Viudo(a) (068)",68,1,2,52,,13,
"Divorciado(a) (069)",3,,,3,,,
"Soltero(a) (070)",122,15,12,23,,61,11
