"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia MARAÑON",,,,,,
"Viviendas particulares (001)",6103,5984,106,9,4,
"Ocupantes presentes (002)",26556,25431,927,123,75,
"Casa independiente",,,,,,
"Viviendas particulares (004)",5333,5214,106,9,4,
"Ocupantes presentes (005)",23827,22702,927,123,75,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",5,5,,,,
"Ocupantes presentes (014)",23,23,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",756,756,,,,
"Ocupantes presentes (017)",2673,2673,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",1,1,,,,
"Ocupantes presentes (020)",4,4,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",4,4,,,,
"Ocupantes presentes (023)",15,15,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",4,4,,,,
"Ocupantes presentes (026)",14,14,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",847,796,41,7,3,
"Ocupantes presentes (029)",3943,3455,337,94,57,
"Casa independiente",,,,,,
"Viviendas particulares (031)",840,789,41,7,3,
"Ocupantes presentes (032)",3915,3427,337,94,57,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",5,5,,,,
"Ocupantes presentes (041)",23,23,,,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",1,1,,,,
"Ocupantes presentes (047)",4,4,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",1,1,,,,
"Ocupantes presentes (050)",1,1,,,,
"Otro tipo",,,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",5256,5188,65,2,1,
"Ocupantes presentes (056)",22613,21976,590,29,18,
"Casa independiente",,,,,,
"Viviendas particulares (058)",4493,4425,65,2,1,
"Ocupantes presentes (059)",19912,19275,590,29,18,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",756,756,,,,
"Ocupantes presentes (071)",2673,2673,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",3,3,,,,
"Ocupantes presentes (077)",14,14,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",4,4,,,,
"Ocupantes presentes (080)",14,14,,,,
