"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia LA CONVENCION (000)",156050,24838,3153,63631,52020,3097,3326,2312,3673
"Quechua (001)",62145,13413,568,29684,16541,522,579,281,557
"Aymara (002)",276,42,6,120,71,11,6,5,15
"Ashaninca (003)",2802,869,116,1463,327,11,8,3,5
"Otra lengua nativa (004)",9278,2399,283,4479,1880,82,79,37,39
"Castellano (005)",81111,7868,2175,27830,33146,2465,2638,1975,3014
"Idioma extranjero (006)",120,2,,5,39,6,14,11,43
"Es sordomudo/a (007)",318,245,5,50,16,,2,,
"Hombres (009)",82680,10042,1587,33374,30710,1688,1716,1352,2211
"Quechua (010)",32741,4567,272,16021,10632,331,339,204,375
"Aymara (011)",151,20,2,67,42,5,3,2,10
"Ashaninca (012)",1419,354,63,760,221,8,8,2,3
"Otra lengua nativa (013)",4664,1074,148,2277,1022,50,43,25,25
"Castellano (014)",43455,3890,1100,14218,18757,1290,1317,1109,1774
"Idioma extranjero (015)",73,1,,3,26,4,5,10,24
"Es sordomudo/a (016)",177,136,2,28,10,,1,,
"Mujeres (018)",73370,14796,1566,30257,21310,1409,1610,960,1462
"Quechua (019)",29404,8846,296,13663,5909,191,240,77,182
"Aymara (020)",125,22,4,53,29,6,3,3,5
"Ashaninca (021)",1383,515,53,703,106,3,,1,2
"Otra lengua nativa (022)",4614,1325,135,2202,858,32,36,12,14
"Castellano (023)",37656,3978,1075,13612,14389,1175,1321,866,1240
"Idioma extranjero (024)",47,1,,2,13,2,9,1,19
"Es sordomudo/a (025)",141,109,3,22,6,,1,,
,,,,,,,,,
"URBANA (027)",47164,4305,1062,14485,19052,1797,2082,1673,2708
"Quechua (028)",10204,1825,47,4314,3169,189,248,111,301
"Aymara (029)",113,12,1,40,41,5,,3,11
"Ashaninca (030)",98,17,3,52,25,1,,,
"Otra lengua nativa (031)",40,1,,11,19,7,,2,
"Castellano (032)",36602,2418,1011,10054,15769,1593,1830,1553,2374
"Idioma extranjero (033)",63,1,,4,27,2,3,4,22
"Es sordomudo/a (034)",44,31,,10,2,,1,,
"Hombres (036)",23714,1653,550,6957,10099,925,1001,903,1626
"Quechua (037)",4882,430,23,2054,1826,119,142,76,212
"Aymara (038)",60,5,1,22,23,2,,,7
"Ashaninca (039)",48,3,2,30,13,,,,
"Otra lengua nativa (040)",8,,,1,4,2,,1,
"Castellano (041)",18650,1199,524,4839,8211,800,858,823,1396
"Idioma extranjero (042)",41,,,3,21,2,1,3,11
"Es sordomudo/a (043)",25,16,,8,1,,,,
"Mujeres (045)",23450,2652,512,7528,8953,872,1081,770,1082
"Quechua (046)",5322,1395,24,2260,1343,70,106,35,89
"Aymara (047)",53,7,,18,18,3,,3,4
"Ashaninca (048)",50,14,1,22,12,1,,,
"Otra lengua nativa (049)",32,1,,10,15,5,,1,
"Castellano (050)",17952,1219,487,5215,7558,793,972,730,978
"Idioma extranjero (051)",22,1,,1,6,,2,1,11
"Es sordomudo/a (052)",19,15,,2,1,,1,,
,,,,,,,,,
"RURAL (054)",108886,20533,2091,49146,32968,1300,1244,639,965
"Quechua (055)",51941,11588,521,25370,13372,333,331,170,256
"Aymara (056)",163,30,5,80,30,6,6,2,4
"Ashaninca (057)",2704,852,113,1411,302,10,8,3,5
"Otra lengua nativa (058)",9238,2398,283,4468,1861,75,79,35,39
"Castellano (059)",44509,5450,1164,17776,17377,872,808,422,640
"Idioma extranjero (060)",57,1,,1,12,4,11,7,21
"Es sordomudo/a (061)",274,214,5,40,14,,1,,
"Hombres (063)",58966,8389,1037,26417,20611,763,715,449,585
"Quechua (064)",27859,4137,249,13967,8806,212,197,128,163
"Aymara (065)",91,15,1,45,19,3,3,2,3
"Ashaninca (066)",1371,351,61,730,208,8,8,2,3
"Otra lengua nativa (067)",4656,1074,148,2276,1018,48,43,24,25
"Castellano (068)",24805,2691,576,9379,10546,490,459,286,378
"Idioma extranjero (069)",32,1,,,5,2,4,7,13
"Es sordomudo/a (070)",152,120,2,20,9,,1,,
"Mujeres (072)",49920,12144,1054,22729,12357,537,529,190,380
"Quechua (073)",24082,7451,272,11403,4566,121,134,42,93
"Aymara (074)",72,15,4,35,11,3,3,,1
"Ashaninca (075)",1333,501,52,681,94,2,,1,2
"Otra lengua nativa (076)",4582,1324,135,2192,843,27,36,11,14
"Castellano (077)",19704,2759,588,8397,6831,382,349,136,262
"Idioma extranjero (078)",25,,,1,7,2,7,,8
"Es sordomudo/a (079)",122,94,3,20,5,,,,
