"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia UCAYALI (000)",55009,5799,1909,26464,16946,1070,1585,481,755
"Jefe o Jefa (001)",11777,321,3,5716,4080,384,719,160,394
"Esposa(o)/ compa¤era(o) (002)",8873,427,7,5070,2682,158,333,53,143
"Hijo(a)/ hijastro(a) (003)",25018,3723,1534,11645,7233,325,262,194,102
"Yerno/ nuera (004)",974,9,,281,560,40,47,12,25
"Nieto(a) (005)",2407,673,241,1075,373,25,9,8,3
"Padres/ suegros (006)",731,141,,532,44,3,7,,4
"Otro(a) pariente (007)",3992,443,119,1770,1400,91,93,39,37
"Trabajador(a) del hogar (008)",111,1,,33,72,3,,,2
"Pensionista (009)",162,,,36,74,8,27,1,16
"Otro(a) no pariente (010)",964,61,5,306,428,33,88,14,29
"Hombres (012)",28847,2722,967,13435,9504,610,862,291,456
"Jefe o Jefa (013)",10003,213,3,4905,3573,303,562,127,317
"Esposa(o)/ compa¤era(o) (014)",318,7,,138,125,14,17,6,11
"Hijo(a)/ hijastro(a) (015)",13420,1882,789,6150,4130,166,133,114,56
"Yerno/ nuera (016)",423,2,,109,245,15,29,5,18
"Nieto(a) (017)",1270,330,109,591,218,14,4,3,1
"Padres/ suegros (018)",333,34,,270,20,3,3,,3
"Otro(a) pariente (019)",2306,218,63,1019,844,66,50,25,21
"Trabajador(a) del hogar (020)",26,1,,9,15,,,,1
"Pensionista (021)",88,,,28,33,5,16,,6
"Otro(a) no pariente (022)",660,35,3,216,301,24,48,11,22
"Mujeres (024)",26162,3077,942,13029,7442,460,723,190,299
"Jefe o Jefa (025)",1774,108,,811,507,81,157,33,77
"Esposa(o)/ compa¤era(o) (026)",8555,420,7,4932,2557,144,316,47,132
"Hijo(a)/ hijastro(a) (027)",11598,1841,745,5495,3103,159,129,80,46
"Yerno/ nuera (028)",551,7,,172,315,25,18,7,7
"Nieto(a) (029)",1137,343,132,484,155,11,5,5,2
"Padres/ suegros (030)",398,107,,262,24,,4,,1
"Otro(a) pariente (031)",1686,225,56,751,556,25,43,14,16
"Trabajador(a) del hogar (032)",85,,,24,57,3,,,1
"Pensionista (033)",74,,,8,41,3,11,1,10
"Otro(a) no pariente (034)",304,26,2,90,127,9,40,3,7
,,,,,,,,,
"URBANA (036)",30155,2633,1038,12493,10948,849,1119,436,639
"Jefe o Jefa (037)",6413,100,2,2623,2490,271,457,137,333
"Esposa(o)/ compa¤era(o) (038)",4703,121,5,2309,1703,127,268,50,120
"Hijo(a)/ hijastro(a) (039)",13491,1705,791,5452,4754,288,221,181,99
"Yerno/ nuera (040)",608,3,,137,367,33,34,11,23
"Nieto(a) (041)",1540,403,171,638,288,21,8,8,3
"Padres/ suegros (042)",397,58,,296,31,3,5,,4
"Otro(a) pariente (043)",2233,210,64,836,917,75,68,36,27
"Trabajador(a) del hogar (044)",90,,,21,64,3,,,2
"Pensionista (045)",85,,,11,50,5,10,1,8
"Otro(a) no pariente (046)",595,33,5,170,284,23,48,12,20
