"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia MARISCAL NIETO",,,,,,,,,
"Hogares (001)",23565,808,354,287,189,127,82,70,21648
"Ocupantes presentes (002)",71151,1988,868,855,704,546,366,365,65459
"Casa independiente",,,,,,,,,
"Hogares (004)",20588,714,317,265,182,124,76,65,18845
"Ocupantes presentes (005)",63701,1795,786,787,676,535,357,343,58422
"Departamento en edificio",,,,,,,,,
"Hogares (007)",239,10,5,2,2,,1,,219
"Ocupantes presentes (008)",684,26,12,5,8,,2,,631
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",74,1,1,2,,,,,70
"Ocupantes presentes (011)",219,1,1,4,,,,,213
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",71,4,3,3,,,,1,60
"Ocupantes presentes (014)",207,10,7,13,,,,10,167
"Choza o cabaña",,,,,,,,,
"Hogares (016)",938,20,4,4,2,,,2,906
"Ocupantes presentes (017)",2311,51,13,17,8,,,2,2220
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",1613,57,23,10,3,3,5,2,1510
"Ocupantes presentes (020)",3951,100,47,28,12,11,7,10,3736
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",26,1,1,1,,,,,23
"Ocupantes presentes (023)",58,4,2,1,,,,,51
"Otro tipo",,,,,,,,,
"Hogares (025)",16,1,,,,,,,15
"Ocupantes presentes (026)",20,1,,,,,,,19
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",20142,724,330,271,181,123,81,65,18367
"Ocupantes presentes (029)",61771,1801,813,803,673,537,360,353,56431
"Casa independiente",,,,,,,,,
"Hogares (031)",18114,650,297,253,176,120,75,62,16481
"Ocupantes presentes (032)",56647,1659,744,752,653,526,351,333,51629
"Departamento en edificio",,,,,,,,,
"Hogares (034)",239,10,5,2,2,,1,,219
"Ocupantes presentes (035)",684,26,12,5,8,,2,,631
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",74,1,1,2,,,,,70
"Ocupantes presentes (038)",219,1,1,4,,,,,213
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",71,4,3,3,,,,1,60
"Ocupantes presentes (041)",207,10,7,13,,,,10,167
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",1613,57,23,10,3,3,5,2,1510
"Ocupantes presentes (047)",3951,100,47,28,12,11,7,10,3736
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",26,1,1,1,,,,,23
"Ocupantes presentes (050)",58,4,2,1,,,,,51
"Otro tipo",,,,,,,,,
"Hogares (052)",5,1,,,,,,,4
"Ocupantes presentes (053)",5,1,,,,,,,4
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",3423,84,24,16,8,4,1,5,3281
"Ocupantes presentes (056)",9380,187,55,52,31,9,6,12,9028
"Casa independiente",,,,,,,,,
"Hogares (058)",2474,64,20,12,6,4,1,3,2364
"Ocupantes presentes (059)",7054,136,42,35,23,9,6,10,6793
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",938,20,4,4,2,,,2,906
"Ocupantes presentes (071)",2311,51,13,17,8,,,2,2220
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
"Hogares (079)",11,,,,,,,,11
"Ocupantes presentes (080)",15,,,,,,,,15
