"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia PIURA (000)",580212,125231,186447,132223,97668,38643
"Hombres (001)",284072,63514,91350,62961,47534,18713
"Mujeres (002)",296140,61717,95097,69262,50134,19930
"PEA (003)",239839,3307,82923,86397,57744,9468
"Hombres (004)",163456,2398,55937,57256,40274,7591
"Mujeres (005)",76383,909,26986,29141,17470,1877
"Ocupada (006)",226138,3013,75803,82689,55536,9097
"Hombres (007)",153613,2194,51232,54497,38436,7254
"Mujeres (008)",72525,819,24571,28192,17100,1843
"Desocupada (009)",13701,294,7120,3708,2208,371
"Hombres (010)",9843,204,4705,2759,1838,337
"Mujeres (011)",3858,90,2415,949,370,34
"No PEA (012)",340373,121924,103524,45826,39924,29175
"Hombres (013)",120616,61116,35413,5705,7260,11122
"Mujeres (014)",219757,60808,68111,40121,32664,18053
,,,,,,
"URBANA (018)",501069,105752,160952,115213,85881,33271
"Hombres (019)",242540,53604,78090,54067,41144,15635
"Mujeres (020)",258529,52148,82862,61146,44737,17636
"PEA (021)",210218,2617,71503,77134,51441,7523
"Hombres (022)",136905,1809,45905,48916,34509,5766
"Mujeres (023)",73313,808,25598,28218,16932,1757
"Ocupada (024)",197951,2416,65155,73784,49399,7197
"Hombres (025)",128304,1682,41833,46491,32826,5472
"Mujeres (026)",69647,734,23322,27293,16573,1725
"Desocupada (027)",12267,201,6348,3350,2042,326
"Hombres (028)",8601,127,4072,2425,1683,294
"Mujeres (029)",3666,74,2276,925,359,32
"No PEA (030)",290851,103135,89449,38079,34440,25748
"Hombres (031)",105635,51795,32185,5151,6635,9869
"Mujeres (032)",185216,51340,57264,32928,27805,15879
,,,,,,
"RURAL (036)",79143,19479,25495,17010,11787,5372
"Hombres (037)",41532,9910,13260,8894,6390,3078
"Mujeres (038)",37611,9569,12235,8116,5397,2294
"PEA (039)",29621,690,11420,9263,6303,1945
"Hombres (040)",26551,589,10032,8340,5765,1825
"Mujeres (041)",3070,101,1388,923,538,120
"Ocupada (042)",28187,597,10648,8905,6137,1900
"Hombres (043)",25309,512,9399,8006,5610,1782
"Mujeres (044)",2878,85,1249,899,527,118
"Desocupada (045)",1434,93,772,358,166,45
"Hombres (046)",1242,77,633,334,155,43
"Mujeres (047)",192,16,139,24,11,2
"No PEA (048)",49522,18789,14075,7747,5484,3427
"Hombres (049)",14981,9321,3228,554,625,1253
"Mujeres (050)",34541,9468,10847,7193,4859,2174
