"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUANCABAMBA (000)",85954,22209,4121,698,58974
"Conviviente (001)",28850,5663,1023,152,22024
"Separado(a) (002)",2727,449,112,25,2141
"Casado(a) (003)",16152,2495,1521,235,11920
"Viudo(a) (004)",4051,355,90,24,3582
"Divorciado(a) (005)",217,31,15,3,168
"Soltero(a) (006)",33957,13216,1360,259,19139
"Hombres (008)",42865,9855,2055,419,30564
"Conviviente (009)",14063,1936,516,94,11522
"Separado(a) (010)",436,30,28,13,365
"Casado(a) (011)",8016,971,806,146,6107
"Viudo(a) (012)",1090,65,19,8,998
"Divorciado(a) (013)",61,9,6,1,45
"Soltero(a) (014)",19199,6844,680,157,11527
"Mujeres (016)",43089,12354,2066,279,28410
"Conviviente (017)",14787,3727,507,58,10502
"Separado(a) (018)",2291,419,84,12,1776
"Casado(a) (019)",8136,1524,715,89,5813
"Viudo(a) (020)",2961,290,71,16,2584
"Divorciado(a) (021)",156,22,9,2,123
"Soltero(a) (022)",14758,6372,680,102,7612
,,,,,
"URBANA (024)",11737,1564,2498,431,7268
"Conviviente (025)",3057,270,522,81,2191
"Separado(a) (026)",407,35,66,12,294
"Casado(a) (027)",2937,161,1034,149,1603
"Viudo(a) (028)",430,26,61,14,329
"Divorciado(a) (029)",41,1,12,1,27
"Soltero(a) (030)",4865,1071,803,174,2824
"Hombres (032)",5694,720,1173,261,3556
"Conviviente (033)",1475,94,255,53,1077
"Separado(a) (034)",76,3,18,7,48
"Casado(a) (035)",1473,64,509,93,816
"Viudo(a) (036)",107,3,11,5,88
"Divorciado(a) (037)",16,1,4,,11
"Soltero(a) (038)",2547,555,376,103,1516
"Mujeres (040)",6043,844,1325,170,3712
"Conviviente (041)",1582,176,267,28,1114
"Separado(a) (042)",331,32,48,5,246
"Casado(a) (043)",1464,97,525,56,787
"Viudo(a) (044)",323,23,50,9,241
"Divorciado(a) (045)",25,,8,1,16
"Soltero(a) (046)",2318,516,427,71,1308
,,,,,
"RURAL (048)",74217,20645,1623,267,51706
"Conviviente (049)",25793,5393,501,71,19833
"Separado(a) (050)",2320,414,46,13,1847
"Casado(a) (051)",13215,2334,487,86,10317
"Viudo(a) (052)",3621,329,29,10,3253
"Divorciado(a) (053)",176,30,3,2,141
"Soltero(a) (054)",29092,12145,557,85,16315
"Hombres (056)",37171,9135,882,158,27008
"Conviviente (057)",12588,1842,261,41,10445
"Separado(a) (058)",360,27,10,6,317
"Casado(a) (059)",6543,907,297,53,5291
"Viudo(a) (060)",983,62,8,3,910
"Divorciado(a) (061)",45,8,2,1,34
"Soltero(a) (062)",16652,6289,304,54,10011
"Mujeres (064)",37046,11510,741,109,24698
"Conviviente (065)",13205,3551,240,30,9388
"Separado(a) (066)",1960,387,36,7,1530
"Casado(a) (067)",6672,1427,190,33,5026
"Viudo(a) (068)",2638,267,21,7,2343
"Divorciado(a) (069)",131,22,1,1,107
"Soltero(a) (070)",12440,5856,253,31,6304
