"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia LUCANAS (000)",991,327,664
"Sin nivel (001)",83,21,62
"Educación inicial (002)",3,3,
"Primaria (003)",279,79,200
"Secundaria (004)",424,147,277
"Superior no univ. incompleta (005)",44,16,28
"Superior no univ. completa (006)",109,42,67
"Superior univ. incompleta (007)",14,5,9
"Superior univ. completa (008)",35,14,21
"Hombres (010)",737,227,510
"Sin nivel (011)",62,18,44
"Educación inicial (012)",3,3,
"Primaria (013)",221,56,165
"Secundaria (014)",318,104,214
"Superior no univ. incompleta (015)",33,13,20
"Superior no univ. completa (016)",68,21,47
"Superior univ. incompleta (017)",9,3,6
"Superior univ. completa (018)",23,9,14
"Mujeres (020)",254,100,154
"Sin nivel (021)",21,3,18
"Primaria (023)",58,23,35
"Secundaria (024)",106,43,63
"Superior no univ. incompleta (025)",11,3,8
"Superior no univ. completa (026)",41,21,20
"Superior univ. incompleta (027)",5,2,3
"Superior univ. completa (028)",12,5,7
,,,
"AREA URBANA (030)",609,186,423
"Sin nivel (031)",45,4,41
"Educación inicial (032)",2,2,
"Primaria (033)",135,28,107
"Secundaria (034)",260,88,172
"Superior no univ. incompleta (035)",29,12,17
"Superior no univ. completa (036)",96,36,60
"Superior univ. incompleta (037)",11,4,7
"Superior univ. completa (038)",31,12,19
"Hombres (040)",443,119,324
"Sin nivel (041)",30,3,27
"Educación inicial (042)",2,2,
"Primaria (043)",100,14,86
"Secundaria (044)",198,59,139
"Superior no univ. incompleta (045)",24,10,14
"Superior no univ. completa (046)",61,19,42
"Superior univ. incompleta (047)",7,3,4
"Superior univ. completa (048)",21,9,12
"Mujeres (050)",166,67,99
"Sin nivel (051)",15,1,14
"Primaria (053)",35,14,21
"Secundaria (054)",62,29,33
"Superior no univ. incompleta (055)",5,2,3
"Superior no univ. completa (056)",35,17,18
"Superior univ. incompleta (057)",4,1,3
"Superior univ. completa (058)",10,3,7
,,,
"AREA RURAL (060)",382,141,241
"Sin nivel (061)",38,17,21
"Educación inicial (062)",1,1,
"Primaria (063)",144,51,93
"Secundaria (064)",164,59,105
"Superior no univ. incompleta (065)",15,4,11
"Superior no univ. completa (066)",13,6,7
"Superior univ. incompleta (067)",3,1,2
"Superior univ. completa (068)",4,2,2
"Hombres (070)",294,108,186
"Sin nivel (071)",32,15,17
"Educación inicial (072)",1,1,
"Primaria (073)",121,42,79
"Secundaria (074)",120,45,75
"Superior no univ. incompleta (075)",9,3,6
"Superior no univ. completa (076)",7,2,5
"Superior univ. incompleta (077)",2,,2
"Superior univ. completa (078)",2,,2
"Mujeres (080)",88,33,55
"Sin nivel (081)",6,2,4
"Primaria (083)",23,9,14
"Secundaria (084)",44,14,30
"Superior no univ. incompleta (085)",6,1,5
"Superior no univ. completa (086)",6,4,2
"Superior univ. incompleta (087)",1,1,
"Superior univ. completa (088)",2,2,
