"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CHUMBIVILCAS (000)",433,179,254
"Sin nivel (001)",31,5,26
"Educación inicial (002)",1,1,
"Primaria (003)",152,61,91
"Secundaria (004)",182,87,95
"Superior no univ. incompleta (005)",13,5,8
"Superior no univ. completa (006)",37,18,19
"Superior univ. incompleta (007)",5,2,3
"Superior univ. completa (008)",12,,12
"De 14 a 29 años (010)",239,130,109
"Sin nivel (011)",3,1,2
"Primaria (013)",71,39,32
"Secundaria (014)",125,70,55
"Superior no univ. incompleta (015)",10,5,5
"Superior no univ. completa (016)",23,13,10
"Superior univ. incompleta (017)",3,2,1
"Superior univ. completa (018)",4,,4
"De 30 a 44 años (020)",130,47,83
"Sin nivel (021)",8,2,6
"Educación inicial (022)",1,1,
"Primaria (023)",50,22,28
"Secundaria (024)",46,17,29
"Superior no univ. incompleta (025)",3,,3
"Superior no univ. completa (026)",13,5,8
"Superior univ. incompleta (027)",2,,2
"Superior univ. completa (028)",7,,7
"De 45 a 64 años (030)",46,2,44
"Sin nivel (031)",11,2,9
"Primaria (033)",26,,26
"Secundaria (034)",8,,8
"Superior univ. completa (038)",1,,1
"De 65 y más años (040)",18,,18
"Sin nivel (041)",9,,9
"Primaria (043)",5,,5
"Secundaria (044)",3,,3
"Superior no univ. completa (046)",1,,1
,,,
"AREA URBANA (050)",252,73,179
"Sin nivel (051)",15,2,13
"Educación inicial (052)",1,1,
"Primaria (053)",79,15,64
"Secundaria (054)",108,39,69
"Superior no univ. incompleta (055)",10,3,7
"Superior no univ. completa (056)",27,11,16
"Superior univ. incompleta (057)",3,2,1
"Superior univ. completa (058)",9,,9
"De 14 a 29 años (060)",136,48,88
"Sin nivel (061)",1,,1
"Primaria (063)",37,8,29
"Secundaria (064)",70,28,42
"Superior no univ. incompleta (065)",7,3,4
"Superior no univ. completa (066)",16,7,9
"Superior univ. incompleta (067)",2,2,
"Superior univ. completa (068)",3,,3
"De 30 a 44 años (070)",84,23,61
"Sin nivel (071)",2,,2
"Educación inicial (072)",1,1,
"Primaria (073)",28,7,21
"Secundaria (074)",34,11,23
"Superior no univ. incompleta (075)",3,,3
"Superior no univ. completa (076)",10,4,6
"Superior univ. incompleta (077)",1,,1
"Superior univ. completa (078)",5,,5
"De 45 a 64 años (080)",22,2,20
"Sin nivel (081)",7,2,5
"Primaria (083)",11,,11
"Secundaria (084)",3,,3
"Superior univ. completa (088)",1,,1
"De 65 y más años (090)",10,,10
"Sin nivel (091)",5,,5
"Primaria (093)",3,,3
"Secundaria (094)",1,,1
"Superior no univ. completa (096)",1,,1
,,,
"AREA RURAL (100)",181,106,75
"Sin nivel (101)",16,3,13
"Primaria (103)",73,46,27
"Secundaria (104)",74,48,26
"Superior no univ. incompleta (105)",3,2,1
"Superior no univ. completa (106)",10,7,3
"Superior univ. incompleta (107)",2,,2
"Superior univ. completa (108)",3,,3
"De 14 a 29 años (110)",103,82,21
"Sin nivel (111)",2,1,1
"Primaria (113)",34,31,3
"Secundaria (114)",55,42,13
"Superior no univ. incompleta (115)",3,2,1
"Superior no univ. completa (116)",7,6,1
"Superior univ. incompleta (117)",1,,1
"Superior univ. completa (118)",1,,1
"De 30 a 44 años (120)",46,24,22
"Sin nivel (121)",6,2,4
"Primaria (123)",22,15,7
"Secundaria (124)",12,6,6
"Superior no univ. completa (126)",3,1,2
"Superior univ. incompleta (127)",1,,1
"Superior univ. completa (128)",2,,2
"De 45 a 64 años (130)",24,,24
"Sin nivel (131)",4,,4
"Primaria (133)",15,,15
"Secundaria (134)",5,,5
"De 65 y más años (140)",8,,8
"Sin nivel (141)",4,,4
"Primaria (143)",2,,2
"Secundaria (144)",2,,2
