"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia DOS DE MAYO (000)",691,244,447
"De 14 a 29 años (001)",395,197,198
"De 30 a 44 años (002)",181,39,142
"De 45 a 64 años (003)",87,8,79
"De 65 y más años (004)",28,,28
"Hombres (005)",518,154,364
"De 14 a 29 años (006)",266,116,150
"De 30 a 44 años (007)",151,31,120
"De 45 a 64 años (008)",79,7,72
"De 65 y más años (009)",22,,22
"Mujeres (010)",173,90,83
"De 14 a 29 años (011)",129,81,48
"De 30 a 44 años (012)",30,8,22
"De 45 a 64 años (013)",8,1,7
"De 65 y más años (014)",6,,6
,,,
"AREA URBANA (015)",306,101,205
"De 14 a 29 años (016)",165,76,89
"De 30 a 44 años (017)",91,18,73
"De 45 a 64 años (018)",42,7,35
"De 65 y más años (019)",8,,8
"Hombres (020)",230,66,164
"De 14 a 29 años (021)",113,45,68
"De 30 a 44 años (022)",75,15,60
"De 45 a 64 años (023)",36,6,30
"De 65 y más años (024)",6,,6
"Mujeres (025)",76,35,41
"De 14 a 29 años (026)",52,31,21
"De 30 a 44 años (027)",16,3,13
"De 45 a 64 años (028)",6,1,5
"De 65 y más años (029)",2,,2
,,,
"AREA RURAL (030)",385,143,242
"De 14 a 29 años (031)",230,121,109
"De 30 a 44 años (032)",90,21,69
"De 45 a 64 años (033)",45,1,44
"De 65 y más años (034)",20,,20
"Hombres (035)",288,88,200
"De 14 a 29 años (036)",153,71,82
"De 30 a 44 años (037)",76,16,60
"De 45 a 64 años (038)",43,1,42
"De 65 y más años (039)",16,,16
"Mujeres (040)",97,55,42
"De 14 a 29 años (041)",77,50,27
"De 30 a 44 años (042)",14,5,9
"De 45 a 64 años (043)",2,,2
"De 65 y más años (044)",4,,4
