"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia AYMARAES (000)",9224,6324,1366,391,1143
"Empleado (001)",1262,289,248,158,567
"Obrero (002)",1910,854,283,211,562
"Trabajador independiente (003)",3868,3379,489,,
"Empleador o patrono (004)",35,25,6,3,1
"Trabajador familiar no remunerado (005)",2083,1711,340,19,13
"Trabajador del hogar (006)",66,66,,,
"De 06 a 14 años (008)",91,72,16,2,1
"Empleado (009)",1,1,,,
"Obrero (010)",21,15,4,1,1
"Trabajador independiente (011)",1,1,,,
"Trabajador familiar no remunerado (013)",64,51,12,1,
"Trabajador del hogar (014)",4,4,,,
"De 15 a 29 años (016)",2434,1546,377,125,386
"Empleado (017)",326,99,43,33,151
"Obrero (018)",702,279,110,83,230
"Trabajador independiente (019)",791,683,108,,
"Empleador o patrono (020)",11,9,,2,
"Trabajador familiar no remunerado (021)",572,444,116,7,5
"Trabajador del hogar (022)",32,32,,,
"De 30 a 44 años (024)",3142,1948,472,171,551
"Empleado (025)",632,126,133,74,299
"Obrero (026)",696,266,90,91,249
"Trabajador independiente (027)",1248,1101,147,,
"Empleador o patrono (028)",9,6,2,1,
"Trabajador familiar no remunerado (029)",541,433,100,5,3
"Trabajador del hogar (030)",16,16,,,
"De 45 a 64 años (032)",2485,1822,381,87,195
"Empleado (033)",292,60,70,49,113
"Obrero (034)",404,223,69,34,78
"Trabajador independiente (035)",1191,1037,154,,
"Empleador o patrono (036)",10,7,2,,1
"Trabajador familiar no remunerado (037)",576,483,86,4,3
"Trabajador del hogar (038)",12,12,,,
"De 65 y más años (040)",1072,936,120,6,10
"Empleado (041)",11,3,2,2,4
"Obrero (042)",87,71,10,2,4
"Trabajador independiente (043)",637,557,80,,
"Empleador o patrono (044)",5,3,2,,
"Trabajador familiar no remunerado (045)",330,300,26,2,2
"Trabajador del hogar (046)",2,2,,,
,,,,,
"URBANA (048)",4144,2797,753,196,398
"Empleado (049)",814,199,187,119,309
"Obrero (050)",628,342,139,62,85
"Trabajador independiente (051)",1646,1415,231,,
"Empleador o patrono (052)",17,12,3,2,
"Trabajador familiar no remunerado (053)",995,785,193,13,4
"Trabajador del hogar (054)",44,44,,,
"De 06 a 14 años (056)",59,45,12,2,
"Empleado (057)",1,1,,,
